BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,AdjustedForecast,Error,AbsError,PercentError,AbsPE
,,76375,2,,,1,8860,2007,1,2003,,6,,,,,2010,8050,,OH,,4,9448,1398,1398,14.8,14.8
,,76375,2,,,1,8790,2007,1,2003,,6,,,,,2010,8230,,OH,,4,9565.5,1335.5,1335.5,13.96,13.96
,,76375,2,,,1,7960,2007,1,2003,,6,,,,,2010,6640,,OH,,4,8579.5,1939.5,1939.5,22.61,22.61
,,23914,1,,,1,3580,2007,1,2003,,6,,,,,2007,2960,,OH,,4,3580,620,620,17.32,17.32
,,24597,1,,,1,6650,2007,1,2003,,6,,,,,2007,3880,,OH,,4,6650,2770,2770,41.65,41.65
,,24597,1,,,1,8620,2007,1,2003,,6,,,,,2007,5970,,OH,,4,8620,2650,2650,30.74,30.74
,,75861,2,,,1,1170,2007,1,2003,,6,,,,,2008,1060,,OH,,5,1197.5,137.5,137.5,11.48,11.48
,,25325,12,,,1,41440,2007,1,2003,,6,,,,,2007,39200,,OH,,1,41440,2240,2240,5.41,5.41
,,76441,2,,,1,21660,2007,1,2004,,6,,,,,2008,19420,,OH,,3,21869,2449,2449,11.2,11.2
,,76267,2,,,1,16600,2007,1,2004,,6,,,,,2008,12970,,OH,,4,16875,3905,3905,23.14,23.14
,,21616,1,,,1,37960,2007,1,2005,,6,,,,,2007,31230,,OH,,1,37960,6730,6730,17.73,17.73
,,21616,1,,,1,37930,2007,1,2005,,6,,,,,2007,32090,,OH,,1,37930,5840,5840,15.4,15.4
,,23832,1,,,1,14380,2007,1,2005,,6,,,,,2007,13900,,OH,,3,14380,480,480,3.34,3.34
,,18604,1,,,1,6950,2007,1,2005,,6,,,,,2009,4620,,OH,,3,7151.67,2531.67,2531.67,35.4,35.4
,,18630,1,,,1,10980,2007,1,2005,,6,,,,,2008,8200,,OH,,3,11083.33,2883.33,2883.33,26.02,26.02
,,18630,1,,,1,12980,2007,1,2005,,6,,,,,2008,10080,,OH,,3,13091.67,3011.67,3011.67,23,23
,,77877,1,,,1,790,2007,1,2005,,6,,,,,2008,790,,OH,,5,793.33,3.33,3.33,0.42,0.42
,,77877,1,,,1,960,2007,1,2005,,6,,,,,2008,900,,OH,,5,975,75,75,7.69,7.69
,,77877,1,,,1,1680,2007,1,2005,,6,,,,,2008,1610,,OH,,5,1710.83,100.83,100.83,5.89,5.89
,,25676,1,,,1,1190,2007,1,2005,,6,,,,,2009,560,,OH,,5,1233.33,673.33,673.33,54.59,54.59
,,23577,1,,,1,3520,2007,1,2005,,6,,,,,2010,3650,,OH,,5,3620,-30,30,-0.83,0.83
,,23577,1,,,1,5660,2007,1,2005,,6,,,,,2010,5090,,OH,,5,5812.5,722.5,722.5,12.43,12.43
,,23577,1,,,1,8600,2007,1,2005,,6,,,,,2010,8150,,OH,,5,8787.5,637.5,637.5,7.25,7.25
,,24691,1,,,1,31680,2007,1,2005,,6,,,,,2009,36860,,OH,,1,31816.67,-5043.33,5043.33,-15.85,15.85
,,18296,1,,,1,27890,2007,1,2005,,6,,,,,2010,22230,,OH,,1,30520,8290,8290,27.16,27.16
,,25700,1,,,1,13230,2007,1,2005,,6,,,,,2009,18170,,OH,,3,13800,-4370,4370,-31.67,31.67
,,25700,1,,,1,7720,2007,1,2005,,6,,,,,2009,6200,,OH,,3,7831.67,1631.67,1631.67,20.83,20.83
,,25700,1,,,1,10740,2007,1,2005,,6,,,,,2009,7780,,OH,,3,10878.33,3098.33,3098.33,28.48,28.48
,,25700,1,,,1,7040,2007,1,2005,,6,,,,,2009,4390,,OH,,3,7146.67,2756.67,2756.67,38.57,38.57
,,25700,1,,,1,16530,2007,1,2005,,6,,,,,2009,10790,,OH,,3,17431.67,6641.67,6641.67,38.1,38.1
,,25700,1,,,1,10980,2007,1,2005,,6,,,,,2009,8490,,OH,,3,11191.67,2701.67,2701.67,24.14,24.14
,,25700,1,,,1,5300,2007,1,2005,,6,,,,,2009,4670,,OH,,3,5355,685,685,12.79,12.79
,,25661,1,,,1,30590,2007,1,2005,,6,,,,,2010,22420,,OH,,3,31880,9460,9460,29.67,29.67
,,25700,1,,,1,11410,2007,1,2005,,6,,,,,2009,9770,,OH,,4,11910,2140,2140,17.97,17.97
,,23577,1,,,1,11350,2007,1,2005,,6,,,,,2010,10220,,OH,,4,11812.5,1592.5,1592.5,13.48,13.48
,,78044,1,,,1,3120,2007,1,2005,,6,,,,,2009,3130,,OH,,5,3152,22,22,0.7,0.7
,,25676,1,,,1,2390,2007,1,2005,,6,,,,,2009,2020,,OH,,5,2453.33,433.33,433.33,17.66,17.66
,,25661,1,,,1,4860,2007,1,2005,,6,,,,,2010,4560,,OH,,5,5082.5,522.5,522.5,10.28,10.28
,,80065,1,,,1,29280,2007,1,2006,,6,,,,,2008,30680,,OH,,1,29708.33,-971.67,971.67,-3.27,3.27
,,25668,1,,,1,8700,2007,1,2006,,6,,,,,2009,6760,,OH,,3,8951.67,2191.67,2191.67,24.48,24.48
,,25668,1,,,1,11370,2007,1,2006,,6,,,,,2009,7150,,OH,,3,11935,4785,4785,40.09,40.09
,,25668,1,,,1,9360,2007,1,2006,,6,,,,,2009,5400,,OH,,3,9851.67,4451.67,4451.67,45.19,45.19
,,75408,1,,,1,2220,2007,1,2006,,6,,,,,2008,2050,,OH,,3,2256.67,206.67,206.67,9.16,9.16
,,75408,1,,,1,5260,2007,1,2006,,6,,,,,2008,4680,,OH,,3,5364.17,684.17,684.17,12.75,12.75
,,75408,1,,,1,6360,2007,1,2006,,6,,,,,2008,5440,,OH,,3,6436.67,996.67,996.67,15.48,15.48
,,23737,1,,,1,14440,2007,1,2006,,6,,,,,2007,15440,,OH,,3,14440,-1000,1000,-6.93,6.93
,,23737,1,,,1,12030,2007,1,2006,,6,,,,,2007,14950,,OH,,3,12030,-2920,2920,-24.27,24.27
,,25681,1,,,1,4820,2007,1,2006,,6,,,,,2009,4070,,OH,,4,4923.33,853.33,853.33,17.33,17.33
,,25681,1,,,1,3630,2007,1,2006,,6,,,,,2009,1600,,OH,,4,3670,2070,2070,56.4,56.4
,,25681,1,,,1,1800,2007,1,2006,,6,,,,,2009,1290,,OH,,4,1863.33,573.33,573.33,30.77,30.77
,,25681,1,,,1,3880,2007,1,2006,,6,,,,,2009,3280,,OH,,4,4028.33,748.33,748.33,18.58,18.58
,,25681,1,,,1,5210,2007,1,2006,,6,,,,,2009,3500,,OH,,4,5388.33,1888.33,1888.33,35.04,35.04
,,25679,1,,,1,9470,2007,1,2006,,6,,,,,2008,4530,,OH,,4,9609.17,5079.17,5079.17,52.86,52.86
,,81359,1,,,1,124260,2007,1,2006,,6,,,,,2007,124000,,OH,,1,124260,260,260,0.21,0.21
,,79951,1,,,1,130960,2007,1,2006,,6,,,,,2010,117930,,OH,,1,133990,16060,16060,11.99,11.99
,,79951,1,,,1,122890,2007,1,2006,,6,,,,,2010,110880,,OH,,1,125456.5,14576.5,14576.5,11.62,11.62
,,79951,1,,,1,92420,2007,1,2006,,6,,,,,2010,71800,,OH,,1,97148,25348,25348,26.09,26.09
,,79951,1,,,1,98420,2007,1,2006,,6,,,,,2010,93360,,OH,,1,99276.5,5916.5,5916.5,5.96,5.96
,,79951,1,,,1,130390,2007,1,2006,,6,,,,,2010,122640,,OH,,1,132958,10318,10318,7.76,7.76
,,80931,1,,,1,167040,2007,1,2006,,6,,,,,2009,172000,,OH,,1,171196.67,-803.33,803.33,-0.47,0.47
,,23737,1,,,1,16380,2007,1,2006,,6,,,,,2007,17280,,OH,,1,16380,-900,900,-5.49,5.49
,,79951,1,,,1,28050,2007,1,2006,,6,,,,,2010,24740,,OH,,3,28627.5,3887.5,3887.5,13.58,13.58
,,79951,1,,,1,30830,2007,1,2006,,6,,,,,2010,29950,,OH,,3,31283,1333,1333,4.26,4.26
,,79951,1,,,1,36200,2007,1,2006,,6,,,,,2010,28200,,OH,,3,36581,8381,8381,22.91,22.91
,,25679,1,,,1,7780,2007,1,2006,,6,,,,,2007,4080,,OH,,3,7780,3700,3700,47.56,47.56
,,25679,1,,,1,7380,2007,1,2006,,6,,,,,2008,3170,,OH,,3,7435,4265,4265,57.36,57.36
,,25679,1,,,1,2350,2007,1,2006,,6,,,,,2007,5440,,OH,,5,2350,-3090,3090,-131.49,131.49
,,25679,1,,,1,1220,2007,1,2006,,6,,,,,2007,1400,,OH,,5,1220,-180,180,-14.75,14.75
,,82154,2,,,1,11710,2007,1,2007,,6,,,,,2009,10980,,OH,,3,12300,1320,1320,10.73,10.73
,,82154,2,,,1,14850,2007,1,2007,,6,,,,,2009,10980,,OH,,3,15486,4506,4506,29.1,29.1
,,82154,2,,,1,9540,2007,1,2007,,6,,,,,2009,9410,,OH,,3,9727,317,317,3.26,3.26
,,82154,2,,,1,9810,2007,1,2007,,6,,,,,2009,9410,,OH,,3,10002,592,592,5.92,5.92
,,76378,2,,,1,26460,2008,1,2003,,6,,,,,2009,23600,,OH,,3,26689,3089,3089,11.57,11.57
,,76378,2,,,1,27900,2008,1,2003,,6,,,,,2009,23600,,OH,,3,28147,4547,4547,16.15,16.15
,,23833,1,,,1,14970,2008,1,2005,,6,,,,,2009,12420,,OH,,3,15369,2949,2949,19.19,19.19
,,77078,1,,,1,131000,2008,1,2005,,6,,,,,2010,116150,,OH,,1,132030,15880,15880,12.03,12.03
,,23833,1,,,1,11820,2008,1,2005,,6,,,,,2009,10760,,OH,,3,12075,1315,1315,10.89,10.89
,,77895,12,,,1,12370,2008,1,2005,,6,,,,,2009,9410,,OH,,3,12392.5,2982.5,2982.5,24.07,24.07
,,77037,1,,,1,31330,2008,1,2006,,6,,,,,2010,25090,,OH,,1,32753.33,7663.33,7663.33,23.4,23.4
,,77037,1,,,1,30410,2008,1,2006,,6,,,,,2010,25530,,OH,,1,31776.67,6246.67,6246.67,19.66,19.66
,,77037,1,,,1,40310,2008,1,2006,,6,,,,,2010,37920,,OH,,1,41935,4015,4015,9.57,9.57
,,77273,1,,,1,7290,2008,1,2006,,6,,,,,2010,6180,,OH,,3,7500,1320,1320,17.6,17.6
,,77273,1,,,1,13570,2008,1,2006,,6,,,,,2010,12000,,OH,,3,14033.33,2033.33,2033.33,14.49,14.49
,,77273,1,,,1,5430,2008,1,2006,,6,,,,,2010,4720,,OH,,3,5596.67,876.67,876.67,15.66,15.66
,,25654,1,,,1,6640,2008,1,2006,,6,,,,,2009,5350,,OH,,3,6722.5,1372.5,1372.5,20.42,20.42
,,25654,1,,,1,8300,2008,1,2006,,6,,,,,2009,5350,,OH,,3,8444.17,3094.17,3094.17,36.64,36.64
,,25654,1,,,1,6450,2008,1,2006,,6,,,,,2009,5350,,OH,,3,6550.83,1200.83,1200.83,18.33,18.33
,,18629,1,,,1,5690,2008,1,2006,,6,,,,,2010,4140,,OH,,3,5900,1760,1760,29.83,29.83
,,18629,1,,,1,6440,2008,1,2006,,6,,,,,2010,4760,,OH,,3,6711.67,1951.67,1951.67,29.08,29.08
,,77284,1,,,1,7300,2008,1,2006,,6,,,,,2008,5450,,OH,,3,7300,1850,1850,25.34,25.34
,,77284,1,,,1,9810,2008,1,2006,,6,,,,,2008,7120,,OH,,3,9810,2690,2690,27.42,27.42
,,80176,1,,,1,5420,2008,1,2006,,6,,,,,2008,4320,,OH,,3,5420,1100,1100,20.3,20.3
,,80176,1,,,1,8600,2008,1,2006,,6,,,,,2008,7680,,OH,,3,8600,920,920,10.7,10.7
,,18629,1,,,1,4590,2008,1,2006,,6,,,,,2009,3500,,OH,,3,4638.33,1138.33,1138.33,24.54,24.54
,,18629,1,,,1,5110,2008,1,2006,,6,,,,,2009,4060,,OH,,3,5188.33,1128.33,1128.33,21.75,21.75
,,25672,1,,,1,4540,2008,1,2006,,6,,,,,2009,2850,,OH,,3,4553.33,1703.33,1703.33,37.41,37.41
,,25672,1,,,1,3980,2008,1,2006,,6,,,,,2009,2860,,OH,,3,3985,1125,1125,28.23,28.23
,,25672,1,,,1,5790,2008,1,2006,,6,,,,,2009,3760,,OH,,3,5850.83,2090.83,2090.83,35.74,35.74
,,25672,1,,,1,4240,2008,1,2006,,6,,,,,2009,3050,,OH,,3,4265.83,1215.83,1215.83,28.5,28.5
,,25672,1,,,1,4400,2008,1,2006,,6,,,,,2009,3000,,OH,,3,4465,1465,1465,32.81,32.81
,,77284,1,,,1,6570,2008,1,2006,,6,,,,,2009,5380,,OH,,3,6646.67,1266.67,1266.67,19.06,19.06
,,77284,1,,,1,6270,2008,1,2006,,6,,,,,2009,5240,,OH,,3,6372.5,1132.5,1132.5,17.77,17.77
,,77284,1,,,1,7850,2008,1,2006,,6,,,,,2009,6470,,OH,,3,7970,1500,1500,18.82,18.82
,,77284,1,,,1,6440,2008,1,2006,,6,,,,,2009,4960,,OH,,3,6545,1585,1585,24.22,24.22
,,77284,1,,,1,6550,2008,1,2006,,6,,,,,2009,4960,,OH,,3,6675,1715,1715,25.69,25.69
,,78483,1,,,1,28770,2008,1,2006,,6,,,,,2010,23210,,OH,,3,30523.33,7313.33,7313.33,23.96,23.96
,,78483,1,,,1,28040,2008,1,2006,,6,,,,,2010,22600,,OH,,3,29675,7075,7075,23.84,23.84
,,78483,1,,,1,27080,2008,1,2006,,6,,,,,2010,22200,,OH,,3,28700,6500,6500,22.65,22.65
,,25663,1,,,1,6430,2008,1,2006,,6,,,,,2010,5420,,OH,,4,6638.33,1218.33,1218.33,18.35,18.35
,,25663,1,,,1,8170,2008,1,2006,,6,,,,,2008,7110,,OH,,4,8170,1060,1060,12.97,12.97
,,25663,1,,,1,6080,2008,1,2006,,6,,,,,2008,4730,,OH,,4,6080,1350,1350,22.2,22.2
,,25663,1,,,1,9290,2008,1,2006,,6,,,,,2008,7780,,OH,,4,9290,1510,1510,16.25,16.25
,,77308,1,,,1,2540,2008,1,2006,,6,,,,,2008,2140,,OH,,5,2540,400,400,15.75,15.75
,,25666,1,,,1,4710,2008,1,2006,,6,,,,,2009,3130,,OH,,5,4728.33,1598.33,1598.33,33.8,33.8
,,25666,1,,,1,3300,2008,1,2006,,6,,,,,2009,2250,,OH,,5,3342.5,1092.5,1092.5,32.69,32.69
,,25666,1,,,1,2990,2008,1,2006,,6,,,,,2009,2230,,OH,,5,3010.83,780.83,780.83,25.93,25.93
,,25673,1,,,1,2790,2008,1,2006,,6,,,,,2009,2250,,OH,,5,2834.17,584.17,584.17,20.61,20.61
,,25673,1,,,1,2550,2008,1,2006,,6,,,,,2009,2480,,OH,,5,2607.5,127.5,127.5,4.89,4.89
,,25673,1,,,1,1430,2008,1,2006,,6,,,,,2009,1000,,OH,,5,1467.5,467.5,467.5,31.86,31.86
,,25673,1,,,1,1070,2008,1,2006,,6,,,,,2009,870,,OH,,5,1093.33,223.33,223.33,20.43,20.43
,,25654,1,,,1,7590,2008,1,2006,,6,,,,,2009,1170,,OH,,5,7600,6430,6430,84.61,84.61
,,25654,1,,,1,1340,2008,1,2006,,6,,,,,2009,1170,,OH,,5,1361.67,191.67,191.67,14.08,14.08
,,25654,1,,,1,2250,2008,1,2006,,6,,,,,2009,2230,,OH,,5,2265.83,35.83,35.83,1.58,1.58
,,25654,1,,,1,4370,2008,1,2006,,6,,,,,2009,3280,,OH,,5,4429.17,1149.17,1149.17,25.95,25.95
,,25654,1,,,1,2740,2008,1,2006,,6,,,,,2009,2900,,OH,,5,2814.17,-85.83,85.83,-3.05,3.05
,,25654,1,,,1,3990,2008,1,2006,,6,,,,,2009,3660,,OH,,5,4082.5,422.5,422.5,10.35,10.35
,,25654,1,,,1,3260,2008,1,2006,,6,,,,,2009,2590,,OH,,5,3358.33,768.33,768.33,22.88,22.88
,,25654,1,,,1,3200,2008,1,2006,,6,,,,,2009,2590,,OH,,5,3264.17,674.17,674.17,20.65,20.65
,,25654,1,,,1,3320,2008,1,2006,,6,,,,,2009,2590,,OH,,5,3409.17,819.17,819.17,24.03,24.03
,,80181,1,,,1,4160,2008,1,2006,,6,,,,,2010,4050,,OH,,5,4288.33,238.33,238.33,5.56,5.56
,,80181,1,,,1,4530,2008,1,2006,,6,,,,,2010,3540,,OH,,5,4703.33,1163.33,1163.33,24.73,24.73
,,18629,1,,,1,2070,2008,1,2006,,6,,,,,2010,1810,,OH,,5,2108.33,298.33,298.33,14.15,14.15
,,18629,1,,,1,5640,2008,1,2006,,6,,,,,2010,5330,,OH,,5,5735,405,405,7.06,7.06
,,18629,1,,,1,5550,2008,1,2006,,6,,,,,2010,4610,,OH,,5,5586.67,976.67,976.67,17.48,17.48
,,25663,1,,,1,1320,2008,1,2006,,6,,,,,2008,1150,,OH,,5,1320,170,170,12.88,12.88
,,25663,1,,,1,4010,2008,1,2006,,6,,,,,2008,3470,,OH,,5,4010,540,540,13.47,13.47
,,25663,1,,,1,4010,2008,1,2006,,6,,,,,2008,3340,,OH,,5,4010,670,670,16.71,16.71
,,25378,2,,,1,3240,2008,1,2006,,6,,,,,2011,2870,,OH,,5,3605,735,735,20.39,20.39
,,80102,11,,,1,44610,2008,1,2006,,6,,,,,2009,41610,,OH,,1,45197.5,3587.5,3587.5,7.94,7.94
,,80102,11,,,1,68880,2008,1,2006,,6,,,,,2009,66090,,OH,,1,69563.5,3473.5,3473.5,4.99,4.99
,,80102,11,,,1,58940,2008,1,2006,,6,,,,,2009,57390,,OH,,1,59566.5,2176.5,2176.5,3.65,3.65
,,80102,11,,,1,69110,2008,1,2006,,6,,,,,2009,66090,,OH,,1,69887,3797,3797,5.43,5.43
,,80102,11,,,1,52620,2008,1,2006,,6,,,,,2008,66440,,OH,,1,52620,-13820,13820,-26.26,26.26
,,80619,1,,,1,147670,2008,1,2006,,6,,,,,2010,143380,,OH,,1,149472,6092,6092,4.08,4.08
,,80619,1,,,1,142490,2008,1,2006,,6,,,,,2010,138700,,OH,,1,144218,5518,5518,3.83,3.83
,,80619,1,,,1,135200,2008,1,2006,,6,,,,,2010,129240,,OH,,1,136864,7624,7624,5.57,5.57
,,80619,1,,,1,126110,2008,1,2006,,6,,,,,2010,125000,,OH,,1,127975,2975,2975,2.32,2.32
,,77037,1,,,1,45990,2008,1,2006,,6,,,,,2010,44060,,OH,,1,47860,3800,3800,7.94,7.94
,,77037,1,,,1,50320,2008,1,2006,,6,,,,,2010,48950,,OH,,1,52173.33,3223.33,3223.33,6.18,6.18
,,77117,1,,,1,86680,2008,1,2006,,6,,,,,2009,77060,,OH,,1,87314,10254,10254,11.74,11.74
,,80102,11,,,1,32050,2008,1,2006,,6,,,,,2009,24350,,OH,,3,32494,8144,8144,25.06,25.06
,,80102,11,,,1,41480,2008,1,2006,,6,,,,,2009,31780,,OH,,3,41824,10044,10044,24.01,24.01
,,80102,11,,,1,41690,2008,1,2006,,6,,,,,2009,41160,,OH,,3,41941.5,781.5,781.5,1.86,1.86
,,25672,1,,,1,5670,2008,1,2006,,6,,,,,2009,4480,,OH,,3,5682.5,1202.5,1202.5,21.16,21.16
,,25672,1,,,1,11780,2008,1,2006,,6,,,,,2009,8890,,OH,,3,11955,3065,3065,25.64,25.64
,,25672,1,,,1,10170,2008,1,2006,,6,,,,,2009,8160,,OH,,3,10268.33,2108.33,2108.33,20.53,20.53
,,77284,1,,,1,6970,2008,1,2006,,6,,,,,2009,5590,,OH,,3,7080.83,1490.83,1490.83,21.05,21.05
,,20981,1,,,1,13320,2008,1,2006,,6,,,,,2008,7910,,OH,,4,13320,5410,5410,40.62,40.62
,,25663,1,,,1,3120,2008,1,2006,,6,,,,,2008,2630,,OH,,4,3120,490,490,15.71,15.71
,,25663,1,,,1,3720,2008,1,2006,,6,,,,,2008,2920,,OH,,4,3720,800,800,21.51,21.51
,,25663,1,,,1,7030,2008,1,2006,,6,,,,,2008,6990,,OH,,4,7030,40,40,0.57,0.57
,,25663,1,,,1,10920,2008,1,2006,,6,,,,,2008,10930,,OH,,4,10920,-10,10,-0.09,0.09
,,25663,1,,,1,20680,2008,1,2006,,6,,,,,2008,17970,,OH,,4,20680,2710,2710,13.1,13.1
,,80168,1,,,1,10130,2008,1,2006,,6,,,,,2008,7900,,OH,,4,10130,2230,2230,22.01,22.01
,,80168,1,,,1,9890,2008,1,2006,,6,,,,,2008,8440,,OH,,4,9890,1450,1450,14.66,14.66
,,80168,1,,,1,10600,2008,1,2006,,6,,,,,2008,9840,,OH,,4,10600,760,760,7.17,7.17
,,80791,1,,,1,19060,2008,1,2006,,6,,,,,2008,18020,,OH,,4,19060,1040,1040,5.46,5.46
,,80791,1,,,1,17940,2008,1,2006,,6,,,,,2008,17100,,OH,,4,17940,840,840,4.68,4.68
,,80791,1,,,1,15980,2008,1,2006,,6,,,,,2008,12850,,OH,,4,15980,3130,3130,19.59,19.59
,,25378,2,,,1,8260,2008,1,2006,,6,,,,,2006,7690,,OH,,4,7695,5,5,0.06,0.06
,,80181,1,,,1,4240,2008,1,2006,,6,,,,,2010,4050,,OH,,5,4273.33,223.33,223.33,5.23,5.23
,,80181,1,,,1,7600,2008,1,2006,,6,,,,,2010,6140,,OH,,5,7648.33,1508.33,1508.33,19.72,19.72
,,80181,1,,,1,4310,2008,1,2006,,6,,,,,2010,3540,,OH,,5,4368.33,828.33,828.33,18.96,18.96
,,80181,1,,,1,5260,2008,1,2006,,6,,,,,2010,4440,,OH,,5,5406.67,966.67,966.67,17.88,17.88
,,25378,2,,,1,3980,2008,1,2006,,6,,,,,2006,3440,,OH,,5,3443.33,3.33,3.33,0.1,0.1
,,25378,2,,,1,6100,2008,1,2006,,6,,,,,2006,5450,,OH,,5,5450,0,0,0,0
,,25378,2,,,1,13540,2008,1,2006,,6,,,,,2006,5450,,OH,,5,12971.67,7521.67,7521.67,57.99,57.99
,,25378,2,,,1,8010,2008,1,2006,,6,,,,,2006,7560,,OH,,5,7553.33,-6.67,6.67,-0.09,0.09
,,25438,1,,,1,5330,2008,1,2007,,6,,,,,2008,4420,,OH,,4,5330,910,910,17.07,17.07
,,25438,1,,,1,2700,2008,1,2007,,6,,,,,2008,2500,,OH,,4,2700,200,200,7.41,7.41
,,25438,1,,,1,1940,2008,1,2007,,6,,,,,2008,1510,,OH,,4,1940,430,430,22.16,22.16
,,81797,2,,,1,23200,2008,1,2007,,6,,,,,2009,14700,,OH,,3,23324.5,8624.5,8624.5,36.98,36.98
,,81797,2,,,1,24400,2008,1,2007,,6,,,,,2009,14700,,OH,,3,24535,9835,9835,40.09,40.09
,,13624,1,,,1,614,2008,1,2008,,6,,,,,2010,580,,OH,,6,635,55,55,8.66,8.66
,,16514,11,,,1,53050,2009,1,2003,,6,,,,,2010,56050,,OH,,1,53307.5,-2742.5,2742.5,-5.14,5.14
,,16514,11,,,1,82220,2009,1,2003,,6,,,,,2010,78590,,OH,,1,82887,4297,4297,5.18,5.18
,,16514,11,,,1,37810,2009,1,2003,,6,,,,,2010,29250,,OH,,1,38235.5,8985.5,8985.5,23.5,23.5
,,79014,2,,,1,17380,2009,1,2005,,6,,,,,2009,16020,,OH,,3,17380,1360,1360,7.83,7.83
,,79014,2,,,1,17300,2009,1,2005,,6,,,,,2009,16910,,OH,,3,17300,390,390,2.25,2.25
,,79016,2,,,1,35950,2009,1,2005,,6,,,,,2009,29010,,OH,,3,35950,6940,6940,19.3,19.3
,,79016,2,,,1,35740,2009,1,2005,,6,,,,,2009,29010,,OH,,3,35740,6730,6730,18.83,18.83
,,79016,2,,,1,33260,2009,1,2005,,6,,,,,2009,29010,,OH,,3,33260,4250,4250,12.78,12.78
,,77348,1,,,1,7490,2009,1,2006,,6,,,,,2008,6860,,OH,,3,7398.33,538.33,538.33,7.28,7.28
,,77348,1,,,1,7580,2009,1,2006,,6,,,,,2008,6570,,OH,,3,7440,870,870,11.69,11.69
,,77348,1,,,1,7430,2009,1,2006,,6,,,,,2008,6570,,OH,,3,7325,755,755,10.31,10.31
,,20233,1,,,1,12920,2009,1,2006,,6,,,,,2009,8420,,OH,,3,12920,4500,4500,34.83,34.83
,,25207,1,,,1,12640,2009,1,2006,,6,,,,,2009,10760,,OH,,3,12640,1880,1880,14.87,14.87
,,25207,1,,,1,12010,2009,1,2006,,6,,,,,2009,11610,,OH,,3,12010,400,400,3.33,3.33
,,25207,1,,,1,12550,2009,1,2006,,6,,,,,2009,11380,,OH,,3,12550,1170,1170,9.32,9.32
,,80177,1,,,1,7830,2009,1,2006,,6,,,,,2009,5930,,OH,,4,7830,1900,1900,24.27,24.27
,,25683,1,,,1,8270,2009,1,2006,,6,,,,,2010,7620,,OH,,4,8286.67,666.67,666.67,8.05,8.05
,,25683,1,,,1,10810,2009,1,2006,,6,,,,,2010,9960,,OH,,4,10905,945,945,8.67,8.67
,,80179,1,,,1,3180,2009,1,2006,,6,,,,,2009,3040,,OH,,4,3180,140,140,4.4,4.4
,,80179,1,,,1,5320,2009,1,2006,,6,,,,,2009,6040,,OH,,4,5320,-720,720,-13.53,13.53
,,80175,1,,,1,2300,2009,1,2006,,6,,,,,2009,2530,,OH,,5,2300,-230,230,-10,10
,,80175,1,,,1,1480,2009,1,2006,,6,,,,,2009,1060,,OH,,5,1480,420,420,28.38,28.38
,,80175,1,,,1,2180,2009,1,2006,,6,,,,,2009,1600,,OH,,5,2180,580,580,26.61,26.61
,,80171,1,,,1,590,2009,1,2006,,6,,,,,2009,840,,OH,,5,590,-250,250,-42.37,42.37
,,80171,1,,,1,600,2009,1,2006,,6,,,,,2009,540,,OH,,5,600,60,60,10,10
,,80179,1,,,1,1200,2009,1,2006,,6,,,,,2009,1230,,OH,,5,1200,-30,30,-2.5,2.5
,,80183,1,,,1,2900,2009,1,2006,,6,,,,,2010,3280,,OH,,5,2900,-380,380,-13.1,13.1
,,23588,1,,,1,1270,2009,1,2006,,6,,,,,2010,920,,OH,,6,1304.17,384.17,384.17,29.46,29.46
,,79944,1,,,1,42960,2009,1,2006,,6,,,,,2010,39930,,OH,,1,43894,3964,3964,9.03,9.03
,,79944,1,,,1,53180,2009,1,2006,,6,,,,,2010,41890,,OH,,1,54822.5,12932.5,12932.5,23.59,23.59
,,79944,1,,,1,47450,2009,1,2006,,6,,,,,2010,5160,,OH,,1,47842.5,42682.5,42682.5,89.21,89.21
,,79489,1,,,1,11690,2009,1,2006,,6,,,,,2009,9240,,OH,,3,11690,2450,2450,20.96,20.96
,,79489,1,,,1,9940,2009,1,2006,,6,,,,,2009,9800,,OH,,3,9940,140,140,1.41,1.41
,,80177,1,,,1,8800,2009,1,2006,,6,,,,,2009,6620,,OH,,3,8800,2180,2180,24.77,24.77
,,79449,1,,,1,7550,2009,1,2006,,6,,,,,2010,6650,,OH,,3,7580.83,930.83,930.83,12.28,12.28
,,79449,1,,,1,6690,2009,1,2006,,6,,,,,2010,7540,,OH,,3,6724.17,-815.83,815.83,-12.13,12.13
,,79449,1,,,1,9010,2009,1,2006,,6,,,,,2010,10460,,OH,,3,9016.67,-1443.33,1443.33,-16.01,16.01
,,79449,1,,,1,6910,2009,1,2006,,6,,,,,2010,3950,,OH,,3,6999.17,3049.17,3049.17,43.56,43.56
,,79449,1,,,1,10130,2009,1,2006,,6,,,,,2010,7410,,OH,,3,10197.5,2787.5,2787.5,27.34,27.34
,,79449,1,,,1,2900,2009,1,2006,,6,,,,,2010,3140,,OH,,3,2917.5,-222.5,222.5,-7.63,7.63
,,79449,1,,,1,8380,2009,1,2006,,6,,,,,2010,10960,,OH,,3,8416.67,-2543.33,2543.33,-30.22,30.22
,,79449,1,,,1,5670,2009,1,2006,,6,,,,,2010,8680,,OH,,3,5715.83,-2964.17,2964.17,-51.86,51.86
