,BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,AdjustedForecast,Error,PercentError,AbsPE
1370,Washington County Forecasts For Selected Routes,1985.0,TA-M326,12.0,4.0,MN,No Tolls on 1+ lane,2000.0,2000,1,1985.0,1-State DOT,1,", , , WB",28-7649-TA-M326-Washington County Forecasts For Selected Routes,,28-23577-,2000,1725,,Minnesota,28-23577-,8,2000.0,275.0,13.75,13.75
1371,Washington County Forecasts For Selected Routes,1985.0,TA-M326,12.0,4.0,MN,No Tolls on 1+ lane,1750.0,2000,1,1985.0,1-State DOT,1,", , , CSAH 4  (170th Street North)Henna Ave. N.CR 57 (Jeffrey Ave. N.EB",28-7650-TA-M326-Washington County Forecasts For Selected Routes,,28-23578-,2000,1500,,Minnesota,28-23578-,8,1750.0,250.0,14.28571429,14.28571429
1372,Washington County Forecasts For Selected Routes,1985.0,TA-M326,12.0,4.0,MN,No Tolls on 1+ lane,1750.0,2000,1,1985.0,1-State DOT,1,", , , WB",28-7651-TA-M326-Washington County Forecasts For Selected Routes,,28-23579-,2000,1500,,Minnesota,28-23579-,8,1750.0,250.0,14.28571429,14.28571429
1373,Washington County Forecasts For Selected Routes,1985.0,TA-M326,12.0,4.0,MN,No Tolls on 1+ lane,1500.0,2000,1,1985.0,1-State DOT,1,", , , CSAH 4  (170th Street North)CR 57 (Jeffrey Ave. N.CSAH 15 (Manning Trail N)EB",28-7652-TA-M326-Washington County Forecasts For Selected Routes,,28-23580-,2000,1500,,Minnesota,28-23580-,8,1500.0,0.0,0.0,0.0
1374,Washington County Forecasts For Selected Routes,1985.0,TA-M326,12.0,4.0,MN,No Tolls on 1+ lane,1500.0,2000,1,1985.0,1-State DOT,1,", , , WB",28-7653-TA-M326-Washington County Forecasts For Selected Routes,,28-23581-,2000,1500,,Minnesota,28-23581-,8,1500.0,0.0,0.0,0.0
1405,TH50 - CSAH 5 & I-35 Ramps,1983.0,TA-M298,12.0,4.0,MN,No Tolls on 1+ lane,2700.0,1987,1,1983.0,1-State DOT,1,", , , CSAH 5West Of RampsEB",28-7688-TA-M298-TH50 - CSAH 5 & I-35 Ramps,,28-23598-,1987,3450,,Minnesota,28-23598-,8,2700.0,-750.0,-27.77777778,27.77777778
1406,TH50 - CSAH 5 & I-35 Ramps,1983.0,TA-M298,12.0,4.0,MN,No Tolls on 1+ lane,2700.0,1987,1,1983.0,1-State DOT,1,", , , WB",28-7689-TA-M298-TH50 - CSAH 5 & I-35 Ramps,,28-23599-,1987,3450,,Minnesota,28-23599-,8,2700.0,-750.0,-27.77777778,27.77777778
1433,I-94/TH61/Etna Street,1983.0,TA-M296A,12.0,4.0,MN,No Tolls on 1+ lane,2250.0,2006,1,1983.0,1-State DOT,1,", , , TH10/61-Etna StreetBetween I-94NB",28-7716-TA-M296A-I-94/TH61/Etna Street,,28-23615-,2006,4250,,Minnesota,28-23615-,8,2250.0,-2000.0,-88.88888889,88.88888889
1434,I-94/TH61/Etna Street,1983.0,TA-M296A,12.0,4.0,MN,No Tolls on 1+ lane,2250.0,2006,1,1983.0,1-State DOT,1,", , , SB",28-7717-TA-M296A-I-94/TH61/Etna Street,,28-23615-,2006,4250,,Minnesota,28-23615-,8,2250.0,-2000.0,-88.88888889,88.88888889
1726,TH 36 at Hamline Ave,1963.0,TAU 3065,12.0,4.0,MN,No Tolls on 1+ lane,2507.0,1983,1,1963.0,1-State DOT,1,", , , Hamline Ave.Between Westbound TH 36 RampsNB",28-8015-TAU 3065-TH 36 at Hamline Ave,,28-23805-,1983,6500,,Minnesota,28-23805-,8,2507.0,-3993.0,-159.2740327,159.2740327
1778,TH8 - From Northeastern Junction Of I-35W to Stinson Blvd.,1964.0,TAU 3075,12.0,4.0,MN,No Tolls on 1+ lane,2600.0,1984,1,1964.0,1-State DOT,1,", , , TH 8East Of St. Anthony BoulevardWest Of County Road CWB",28-8073-TAU 3075-TH8 - From Northeastern Junction Of I-35W to Stinson Blvd.,,28-23833-,1984,6000,,Minnesota,28-23833-,8,2600.0,-3400.0,-130.7692308,130.7692308
1779,TH8 - From Northeastern Junction Of I-35W to Stinson Blvd.,1964.0,TAU 3075,12.0,4.0,MN,No Tolls on 1+ lane,2600.0,1984,1,1964.0,1-State DOT,1,", , , EB",28-8074-TAU 3075-TH8 - From Northeastern Junction Of I-35W to Stinson Blvd.,,28-23834-,1984,6000,,Minnesota,28-23834-,8,2600.0,-3400.0,-130.7692308,130.7692308
1784,Half Cloverleaf Interchange At TH 51 and County Road B-2,1964.0,TAU 3076,12.0,4.0,MN,No Tolls on 1+ lane,2590.0,1980,1,1964.0,1-State DOT,1,", , , County Road B-2East Of TH 51EB",28-8079-TAU 3076-Half Cloverleaf Interchange At TH 51 and County Road B-2,,28-23839-,1980,3250,,Minnesota,28-23839-,8,2590.0,-660.0,-25.48262548,25.48262548
1785,Half Cloverleaf Interchange At TH 51 and County Road B-2,1964.0,TAU 3076,12.0,4.0,MN,No Tolls on 1+ lane,2590.0,1980,1,1964.0,1-State DOT,1,", , , WB",28-8080-TAU 3076-Half Cloverleaf Interchange At TH 51 and County Road B-2,,28-23840-,1980,3250,,Minnesota,28-23840-,8,2590.0,-660.0,-25.48262548,25.48262548
1788,TH 5 - Toronto Avenue to Banfil Street in St. Paul,1965.0,TAU 3077,12.0,4.0,MN,No Tolls on 1+ lane,2530.0,1985,1,1965.0,1-State DOT,1,", , , TH 5North of Jefferson AvenueSouth Of St. Clair AvenueNB",28-8087-TAU 3077-TH 5 - Toronto Avenue to Banfil Street in St. Paul,,28-23843-,1985,7150,,Minnesota,28-23843-,8,2530.0,-4620.0,-182.6086957,182.6086957
1789,TH 5 - Toronto Avenue to Banfil Street in St. Paul,1965.0,TAU 3077,12.0,4.0,MN,No Tolls on 1+ lane,2530.0,1985,1,1965.0,1-State DOT,1,", , , SB",28-8088-TAU 3077-TH 5 - Toronto Avenue to Banfil Street in St. Paul,,28-23844-,1985,7150,,Minnesota,28-23844-,8,2530.0,-4620.0,-182.6086957,182.6086957
1870,TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),1964.0,TAU3204A,12.0,4.0,MN,No Tolls on 1+ lane,720.0,1988,1,1964.0,1-State DOT,1,", , , TH 13North Of County Road 8South Of County Road 10NB",28-8187-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,28-23907-,1988,1425,,Minnesota,28-23907-,8,720.0,-705.0,-97.91666667,97.91666667
1871,TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),1964.0,TAU3204A,12.0,4.0,MN,No Tolls on 1+ lane,720.0,1988,1,1964.0,1-State DOT,1,", , , SB",28-8188-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,28-23908-,1988,1425,,Minnesota,28-23908-,8,720.0,-705.0,-97.91666667,97.91666667
1872,TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),1964.0,TAU3204A,12.0,4.0,MN,No Tolls on 1+ lane,800.0,1988,1,1964.0,1-State DOT,1,", , , TH 13North Of County Road 10South Of Township Road 675+47NB",28-8189-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,28-23909-,1988,1475,,Minnesota,28-23909-,8,800.0,-675.0,-84.375,84.375
1873,TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),1964.0,TAU3204A,12.0,4.0,MN,No Tolls on 1+ lane,800.0,1988,1,1964.0,1-State DOT,1,", , , SB",28-8190-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,28-23910-,1988,1475,,Minnesota,28-23910-,8,800.0,-675.0,-84.375,84.375
1874,TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),1964.0,TAU3204A,12.0,4.0,MN,No Tolls on 1+ lane,800.0,1988,1,1964.0,1-State DOT,1,", , , TH 13North Of Township Road 675+47South Of TH 282NB",28-8191-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,28-23910-,1988,1475,,Minnesota,28-23910-,8,800.0,-675.0,-84.375,84.375
1875,TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),1964.0,TAU3204A,12.0,4.0,MN,No Tolls on 1+ lane,800.0,1988,1,1964.0,1-State DOT,1,", , , SB",28-8192-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,28-23910-,1988,1475,,Minnesota,28-23910-,8,800.0,-675.0,-84.375,84.375
1876,TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),1964.0,TAU3204A,12.0,4.0,MN,No Tolls on 1+ lane,1210.0,1988,1,1964.0,1-State DOT,1,", , , TH 13East Of TH 282EB",28-8193-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,28-23911-,1988,2250,,Minnesota,28-23911-,8,1210.0,-1040.0,-85.95041322,85.95041322
1877,TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),1964.0,TAU3204A,12.0,4.0,MN,No Tolls on 1+ lane,1210.0,1988,1,1964.0,1-State DOT,1,", , , WB",28-8194-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,28-23912-,1988,2250,,Minnesota,28-23912-,8,1210.0,-1040.0,-85.95041322,85.95041322
1986,TH 55 and 52- From TH 49 to TH 56,1970.0,SPARS 16,12.0,4.0,MN,No Tolls on 1+ lane,2400.0,1985,1,1970.0,1-State DOT,1,", , , TH 52 (Robert St.)North of TH 52 and 55Note*** Prop. TH 3 was never built and is the same as Robert St.NB",28-8309-SPARS 16-TH 55 and 52- From TH 49 to TH 56,,28-23991-,1985,5250,,Minnesota,28-23991-,8,2400.0,-2850.0,-118.75,118.75
1987,TH 55 and 52- From TH 49 to TH 56,1970.0,SPARS 16,12.0,4.0,MN,No Tolls on 1+ lane,2400.0,1985,1,1970.0,1-State DOT,1,", , , SB",28-8310-SPARS 16-TH 55 and 52- From TH 49 to TH 56,,28-23992-,1985,5250,,Minnesota,28-23992-,8,2400.0,-2850.0,-118.75,118.75
2088,TH 51 (Snelling Ave.) - From TH 5 to Pierce Butler Route,1971.0,SPARS 45,12.0,4.0,MN,No Tolls on 1+ lane,2500.0,1985,1,1971.0,1-State DOT,1,", , , TH 51North of TH 5 (W. 7th St.)South of Montreal Ave.NB",28-8411-SPARS 45-TH 51 (Snelling Ave.) - From TH 5 to Pierce Butler Route,,28-24093-,1985,3625,,Minnesota,28-24093-,8,2500.0,-1125.0,-45.0,45.0
2089,TH 51 (Snelling Ave.) - From TH 5 to Pierce Butler Route,1971.0,SPARS 45,12.0,4.0,MN,No Tolls on 1+ lane,2500.0,1985,1,1971.0,1-State DOT,1,", , , SB",28-8412-SPARS 45-TH 51 (Snelling Ave.) - From TH 5 to Pierce Butler Route,,28-24094-,1985,3625,,Minnesota,28-24094-,8,2500.0,-1125.0,-45.0,45.0
2271,TH 95 - From TH 61 to CSAH 18,1972.0,SPARS 77,12.0,4.0,MN,No Tolls on 1+ lane,2152.0,1992,1,1972.0,1-State DOT,1,", , , TH 95North of CSAH 20 (70th St. S)South of CSAH 18 (40th St.)NB",28-8594-SPARS 77-TH 95 - From TH 61 to CSAH 18,,28-24276-,1992,1100,,Minnesota,28-24276-,8,2152.0,1052.0,48.88475836,48.88475836
2272,TH 95 - From TH 61 to CSAH 18,1972.0,SPARS 77,12.0,4.0,MN,No Tolls on 1+ lane,2152.0,1992,1,1972.0,1-State DOT,1,", , , SB",28-8595-SPARS 77-TH 95 - From TH 61 to CSAH 18,,28-24277-,1992,1100,,Minnesota,28-24277-,8,2152.0,1052.0,48.88475836,48.88475836
2552,,2006.0,2126,12.0,3.0,WI,No Tolls on 1+ lane,1300.0,2007,1,2006.0,1-State DOT,1,,58-6239-2126-,,58-22291-663575,2007,1900,663575.0,Wisconsin,58-22291-663575,8,1300.0,-600.0,-46.15384615,46.15384615
2553,,2007.0,2486,12.0,3.0,WI,No Tolls on 1+ lane,1300.0,2010,1,2007.0,1-State DOT,1,,58-6240-2486-,,58-22293-660198,2010,1000,660198.0,Wisconsin,58-22293-660198,5,1300.0,300.0,23.07692308,23.07692308
2555,,2006.0,2126,12.0,3.0,WI,No Tolls on 1+ lane,1600.0,2007,1,2006.0,1-State DOT,1,,58-6242-2126-,,58-22297-663715,2007,1800,663715.0,Wisconsin,58-22297-663715,8,1600.0,-200.0,-12.5,12.5
2556,,2006.0,2126,12.0,3.0,WI,No Tolls on 1+ lane,1700.0,2007,1,2006.0,1-State DOT,1,,58-6243-2126-,,58-22299-663576,2007,1900,663576.0,Wisconsin,58-22299-663576,8,1700.0,-200.0,-11.76470588,11.76470588
2557,,2006.0,2126,12.0,3.0,WI,No Tolls on 1+ lane,1800.0,2007,1,2006.0,1-State DOT,1,,58-6244-2126-,,58-22301-663577,2007,2000,663577.0,Wisconsin,58-22301-663577,8,1800.0,-200.0,-11.11111111,11.11111111
2559,,2006.0,2126,12.0,3.0,WI,No Tolls on 1+ lane,1800.0,2007,1,2006.0,1-State DOT,1,,58-6246-2126-,,58-22305-663716,2007,1700,663716.0,Wisconsin,58-22305-663716,8,1800.0,100.0,5.555555556,5.555555556
2560,,2006.0,2126,12.0,3.0,WI,No Tolls on 1+ lane,1800.0,2007,1,2006.0,1-State DOT,1,,58-6247-2126-,,58-22307-663578,2007,1900,663578.0,Wisconsin,58-22307-663578,8,1800.0,-100.0,-5.555555556,5.555555556
2561,,2006.0,2126,12.0,3.0,WI,No Tolls on 1+ lane,1700.0,2007,1,2006.0,1-State DOT,1,,58-6248-2126-,,58-22309-663717,2007,1700,663717.0,Wisconsin,58-22309-663717,8,1700.0,0.0,0.0,0.0
2562,,2006.0,2126,12.0,3.0,WI,No Tolls on 1+ lane,1600.0,2007,1,2006.0,1-State DOT,1,,58-6249-2126-,,58-22311-663718,2007,1600,663718.0,Wisconsin,58-22311-663718,8,1600.0,0.0,0.0,0.0
2566,,,25377,12.0,,,1,1020.0,2003,1,2002.0,,6,,,,,2004,1440,,OH,,5,1037.5,-402.5,-38.79518072,38.79518072
2579,,,22666,1.0,,,1,2280.0,2004,1,2002.0,,6,,,,,2004,1720,,OH,,5,2280.0,560.0,24.56140351,24.56140351
2583,,,22398,12.0,,,1,1350.0,2004,1,2002.0,,6,,,,,2009,1690,,OH,,5,1490.0,-200.0,-13.42281879,13.42281879
2584,,,22398,12.0,,,1,1890.0,2004,1,2002.0,,6,,,,,2009,2040,,OH,,5,2077.5,37.5,1.8050541519999999,1.8050541519999999
2598,,,24738,1.0,,,1,1070.0,2004,1,2003.0,,6,,,,,2004,1360,,OH,,5,1070.0,-290.0,-27.10280374,27.10280374
2605,,,77057,12.0,,,1,2650.0,2004,1,2003.0,,6,,,,,2006,2070,,OH,,5,2686.0,616.0,22.93373045,22.93373045
2611,,,23586,1.0,,,1,2450.0,2004,1,2004.0,,6,,,,,2005,2490,,OH,,5,2479.166667,-10.833333,-0.436974776,0.436974776
2623,,,23903,2.0,,,1,2360.0,2005,1,2003.0,,6,,,,,2010,2680,,OH,,4,2500.0,-180.0,-7.2,7.2
2629,,,22219,1.0,,,1,2100.0,2005,1,2003.0,,6,,,,,2010,1950,,OH,,5,2310.0,360.0,15.58441558,15.58441558
2660,,,22491,3.0,,,1,1460.0,2006,1,2003.0,,6,,,,,2006,1840,,OH,,6,1460.0,-380.0,-26.02739726,26.02739726
2662,,,25677,1.0,,,1,1340.0,2006,1,2004.0,,6,,,,,2007,890,,OH,,5,1371.666667,481.666667,35.11543136,35.11543136
2664,,,23582,1.0,,,1,990.0,2006,1,2004.0,,6,,,,,2006,280,,OH,,5,990.0,710.0,71.71717172,71.71717172
2666,,,23582,1.0,,,1,990.0,2006,1,2004.0,,6,,,,,2006,2440,,OH,,5,990.0,-1450.0,-146.46464650000001,146.46464650000001
2667,,,23582,1.0,,,1,1570.0,2006,1,2004.0,,6,,,,,2008,790,,OH,,5,1608.333333,818.333333,50.88082901,50.88082901
2668,,,25662,1.0,,,1,2670.0,2006,1,2004.0,,6,,,,,2011,930,,OH,,5,2886.666667,1956.6666670000002,67.78290993,67.78290993
2670,,,25657,1.0,,,1,2140.0,2006,1,2004.0,,6,,,,,2006,1620,,OH,,5,2140.0,520.0,24.29906542,24.29906542
2671,,,25677,1.0,,,1,750.0,2006,1,2004.0,,6,,,,,2008,540,,OH,,5,751.6666667000001,211.66666669999998,28.15964524,28.15964524
2673,,,25677,1.0,,,1,930.0,2006,1,2004.0,,6,,,,,2007,630,,OH,,6,935.8333332999998,305.8333333,32.68032057,32.68032057
2707,,,75861,2.0,,,1,1170.0,2007,1,2003.0,,6,,,,,2008,1060,,OH,,5,1197.5,137.5,11.482254699999999,11.482254699999999
2717,,,77877,1.0,,,1,790.0,2007,1,2005.0,,6,,,,,2008,790,,OH,,5,793.3333332999999,3.3333333,0.420168063,0.420168063
2718,,,77877,1.0,,,1,960.0,2007,1,2005.0,,6,,,,,2008,900,,OH,,5,975.0,75.0,7.692307692000001,7.692307692000001
2719,,,77877,1.0,,,1,1680.0,2007,1,2005.0,,6,,,,,2008,1610,,OH,,5,1710.8333329999998,100.833333,5.893813912000001,5.893813912000001
2720,,,25676,1.0,,,1,1190.0,2007,1,2005.0,,6,,,,,2009,560,,OH,,5,1233.333333,673.333333,54.59459458,54.59459458
2737,,,25676,1.0,,,1,2390.0,2007,1,2005.0,,6,,,,,2009,2020,,OH,,5,2453.333333,433.333333,17.66304347,17.66304347
2743,,,75408,1.0,,,1,2220.0,2007,1,2006.0,,6,,,,,2008,2050,,OH,,3,2256.666667,206.666667,9.158050235,9.158050235
2750,,,25681,1.0,,,1,1800.0,2007,1,2006.0,,6,,,,,2009,1290,,OH,,4,1863.3333329999998,573.333333,30.76923076,30.76923076
2767,,,25679,1.0,,,1,2350.0,2007,1,2006.0,,6,,,,,2007,5440,,OH,,5,2350.0,-3090.0,-131.48936170000002,131.48936170000002
2768,,,25679,1.0,,,1,1220.0,2007,1,2006.0,,6,,,,,2007,1400,,OH,,5,1220.0,-180.0,-14.75409836,14.75409836
2813,,,77308,1.0,,,1,2540.0,2008,1,2006.0,,6,,,,,2008,2140,,OH,,5,2540.0,400.0,15.7480315,15.7480315
2817,,,25673,1.0,,,1,2790.0,2008,1,2006.0,,6,,,,,2009,2250,,OH,,5,2834.166667,584.166667,20.61158484,20.61158484
2818,,,25673,1.0,,,1,2550.0,2008,1,2006.0,,6,,,,,2009,2480,,OH,,5,2607.5,127.5,4.889741131,4.889741131
2819,,,25673,1.0,,,1,1430.0,2008,1,2006.0,,6,,,,,2009,1000,,OH,,5,1467.5,467.5,31.85689949,31.85689949
2820,,,25673,1.0,,,1,1070.0,2008,1,2006.0,,6,,,,,2009,870,,OH,,5,1093.333333,223.333333,20.42682924,20.42682924
2822,,,25654,1.0,,,1,1340.0,2008,1,2006.0,,6,,,,,2009,1170,,OH,,5,1361.666667,191.666667,14.07588741,14.07588741
2823,,,25654,1.0,,,1,2250.0,2008,1,2006.0,,6,,,,,2009,2230,,OH,,5,2265.833333,35.833333,1.581463759,1.581463759
2825,,,25654,1.0,,,1,2740.0,2008,1,2006.0,,6,,,,,2009,2900,,OH,,5,2814.166667,-85.833333,-3.050044406,3.050044406
2832,,,18629,1.0,,,1,2070.0,2008,1,2006.0,,6,,,,,2010,1810,,OH,,5,2108.333333,298.333333,14.15019761,14.15019761
2835,,,25663,1.0,,,1,1320.0,2008,1,2006.0,,6,,,,,2008,1150,,OH,,5,1320.0,170.0,12.87878788,12.87878788
2880,,,25438,1.0,,,1,2700.0,2008,1,2007.0,,6,,,,,2008,2500,,OH,,4,2700.0,200.0,7.407407407000001,7.407407407000001
2881,,,25438,1.0,,,1,1940.0,2008,1,2007.0,,6,,,,,2008,1510,,OH,,4,1940.0,430.0,22.16494845,22.16494845
2884,,,13624,1.0,,,1,614.0,2008,1,2008.0,,6,,,,,2010,580,,OH,,6,635.0,55.0,8.661417323,8.661417323
2905,,,80175,1.0,,,1,2300.0,2009,1,2006.0,,6,,,,,2009,2530,,OH,,5,2300.0,-230.0,-10.0,10.0
2906,,,80175,1.0,,,1,1480.0,2009,1,2006.0,,6,,,,,2009,1060,,OH,,5,1480.0,420.0,28.37837838,28.37837838
2907,,,80175,1.0,,,1,2180.0,2009,1,2006.0,,6,,,,,2009,1600,,OH,,5,2180.0,580.0,26.60550459,26.60550459
2908,,,80171,1.0,,,1,590.0,2009,1,2006.0,,6,,,,,2009,840,,OH,,5,590.0,-250.0,-42.37288136,42.37288136
2909,,,80171,1.0,,,1,600.0,2009,1,2006.0,,6,,,,,2009,540,,OH,,5,600.0,60.0,10.0,10.0
2910,,,80179,1.0,,,1,1200.0,2009,1,2006.0,,6,,,,,2009,1230,,OH,,5,1200.0,-30.0,-2.5,2.5
2912,,,23588,1.0,,,1,1270.0,2009,1,2006.0,,6,,,,,2010,920,,OH,,6,1304.166667,384.166667,29.45686903,29.45686903
2951,,,77562,1.0,,,1,1700.0,2009,1,2007.0,,6,,,,,2008,1600,,OH,,6,1671.5,71.5,4.277594975,4.277594975
2973,,,76990,1.0,,,1,2360.0,2009,1,2007.0,,6,,,,,2007,2380,,OH,,5,2351.0,-29.0,-1.233517652,1.233517652
3058,,,25667,1.0,,,1,2700.0,2010,1,2008.0,,6,,,,,2010,2240,,OH,,4,2700.0,460.0,17.03703704,17.03703704
3059,,,25667,1.0,,,1,2670.0,2010,1,2008.0,,6,,,,,2010,1940,,OH,,4,2670.0,730.0,27.34082397,27.34082397
3066,,,84778,1.0,,,1,2530.0,2010,1,2008.0,,6,,,,,2010,2360,,OH,,5,2530.0,170.0,6.719367589,6.719367589
3067,,,80174,1.0,,,1,2260.0,2010,1,2008.0,,6,,,,,2009,2150,,OH,,5,2218.333333,68.333333,3.080390669,3.080390669
3068,,,80174,1.0,,,1,2670.0,2010,1,2008.0,,6,,,,,2009,2260,,OH,,5,2625.833333,365.833333,13.93208504,13.93208504
3069,,,80174,1.0,,,1,1960.0,2010,1,2008.0,,6,,,,,2009,1740,,OH,,5,1925.8333329999998,185.833333,9.649502364,9.649502364
3073,,,80174,1.0,,,1,1940.0,2010,1,2008.0,,6,,,,,2009,2200,,OH,,5,1940.0,-260.0,-13.40206186,13.40206186
3074,,,80174,1.0,,,1,2040.0,2010,1,2008.0,,6,,,,,2009,1840,,OH,,5,2020.8333329999998,180.833333,8.948453593,8.948453593
3077,,,82812,1.0,,,1,1250.0,2010,1,2008.0,,6,,,,,2009,1230,,OH,,5,1232.5,2.5,0.20283975699999998,0.20283975699999998
3078,,,75444,1.0,,,1,1130.0,2010,1,2008.0,,6,,,,,2008,820,,OH,,6,1111.0,291.0,26.19261926,26.19261926
3104,,,86816,1.0,,,1,2530.0,2010,1,2009.0,,6,,,,,2009,2510,,OH,,3,2514.166667,4.1666669999999995,0.165727557,0.165727557
3105,,,86816,1.0,,,1,2640.0,2010,1,2009.0,,6,,,,,2009,2620,,OH,,3,2623.333333,3.333333,0.12706479,0.12706479
3106,,,86369,2.0,,,1,2680.0,2010,1,2009.0,,6,,,,,2008,1990,,OH,,4,2652.0,662.0,24.96229261,24.96229261
3107,,,86369,2.0,,,1,1060.0,2010,1,2009.0,,6,,,,,2008,1080,,OH,,4,1050.0,-30.0,-2.857142857,2.857142857
3116,,,19571,1.0,,,1,1400.0,2010,1,2009.0,,6,,,,,2009,1000,,OH,,5,1367.0,367.0,26.84711046,26.84711046
3117,,,19601,1.0,,,1,1530.0,2010,1,2009.0,,6,,,,,2009,1470,,OH,,5,1488.5,18.5,1.242861942,1.242861942
3118,,,82040,1.0,,,1,2350.0,2010,1,2009.0,,6,,,,,2010,2180,,OH,,5,2350.0,170.0,7.234042552999999,7.234042552999999
3120,,,18242,1.0,,,1,1840.0,2010,1,2009.0,,6,,,,,2009,1700,,OH,,5,1816.5,116.5,6.413432425,6.413432425
3122,,,16592,1.0,,,1,2790.0,2010,1,2009.0,,6,,,,,2010,2040,,OH,,5,2790.0,750.0,26.88172043,26.88172043
3157,,,80057,1.0,,,1,830.0,2011,1,2007.0,,6,,,,,2009,830,,OH,,5,802.0,-28.0,-3.49127182,3.49127182
3163,,,86712,1.0,,,1,1250.0,2011,1,2009.0,,6,,,,,2010,1310,,OH,,5,1224.0,-86.0,-7.026143791,7.026143791
3164,,,84749,1.0,,,1,540.0,2011,1,2009.0,,6,,,,,2008,370,,OH,,6,522.0,152.0,29.11877395,29.11877395
3165,,,80172,1.0,,,1,2480.0,2011,1,2010.0,,6,,,,,2009,1650,,OH,,5,2371.666667,721.666667,30.42867183,30.42867183
3167,,,83414,1.0,,,1,1000.0,2011,1,2010.0,,6,,,,,2010,660,,OH,,5,987.5,327.5,33.16455696,33.16455696
3168,,,83414,1.0,,,1,2720.0,2011,1,2010.0,,6,,,,,2010,2240,,OH,,5,2680.0,440.0,16.41791045,16.41791045
3169,,,83414,1.0,,,1,1800.0,2011,1,2010.0,,6,,,,,2010,1080,,OH,,5,1763.3333329999998,683.333333,38.75236294,38.75236294
3170,,,83415,1.0,,,1,1550.0,2011,1,2010.0,,6,,,,,2010,1370,,OH,,5,1524.166667,154.166667,10.11481686,10.11481686
3171,,,83415,1.0,,,1,970.0,2011,1,2010.0,,6,,,,,2010,850,,OH,,5,954.1666667000002,104.16666670000001,10.91703057,10.91703057
3172,,,83415,1.0,,,1,1290.0,2011,1,2010.0,,6,,,,,2010,990,,OH,,5,1260.833333,270.833333,21.48050229,21.48050229
3174,,,80170,1.0,,,1,1270.0,2011,1,2010.0,,6,,,,,2009,720,,OH,,5,1248.333333,528.333333,42.32309745,42.32309745
3175,,,80170,1.0,,,1,930.0,2011,1,2010.0,,6,,,,,2009,830,,OH,,5,893.3333332999998,63.3333333,7.089552235,7.089552235
3176,,,80170,1.0,,,1,1160.0,2011,1,2010.0,,6,,,,,2009,1080,,OH,,5,1113.333333,33.333333,2.9940119469999997,2.9940119469999997
3177,,,80170,1.0,,,1,680.0,2011,1,2010.0,,6,,,,,2009,560,,OH,,5,670.0,110.0,16.41791045,16.41791045
3178,,,83410,1.0,,,1,660.0,2011,1,2010.0,,6,,,,,2010,500,,OH,,6,654.1666667000001,154.16666669999998,23.56687898,23.56687898
3179,,,83410,1.0,,,1,800.0,2011,1,2010.0,,6,,,,,2010,730,,OH,,6,792.5,62.5,7.886435331,7.886435331
3180,,,83410,1.0,,,1,930.0,2011,1,2010.0,,6,,,,,2010,850,,OH,,6,921.6666667000002,71.66666670000001,7.7757685389999995,7.7757685389999995
3187,,,80198,1.0,,,1,2080.0,2012,1,2007.0,,6,,,,,2012,1150,,OH,,5,2080.0,930.0,44.71153846,44.71153846
3196,,,87441,1.0,,,1,2270.0,2012,1,2009.0,,6,,,,,2011,2230,,OH,,5,2237.0,7.0,0.312919088,0.312919088
3251,,,83540,1.0,,,1,2680.0,2013,1,2008.0,,6,,,,,2012,2010,,OH,,5,2647.0,637.0,24.06497922,24.06497922
3269,,,86944,1.0,,,1,2190.0,2013,1,2010.0,,6,,,,,2013,1846,,OH,,5,2190.0,344.0,15.70776256,15.70776256
3283,,,90359,1.0,,,1,1190.0,2013,1,2011.0,,6,,,,,2009,960,,OH,,5,1138.0,178.0,15.64147627,15.64147627
3303,,,89506,1.0,,,1,2130.0,2013,1,2011.0,,6,,,,,2009,2130,,OH,,5,2130.0,0.0,0.0,0.0
