StationID,2002,2003,2004,2005
380047,2700,2400,3000,3600
380104,7500,8300,8200,7900
380109,13500,12500,13500,13000
380131,10700,10900,12000,12200
380132,4900,5000,5200,5300
380134,8600,9100,10600,10700
380170,550,650,600,600
380280,2230,2132,2247,2142
385001,12800,12500,13200,13400
385003,12100,11900,13800,14000
385005,11500,12000,12000,12000
385006,9400,9400,9100,9000
385007,7800,8300,7900,8000
385016,4800,4700,5400,5500
385018,7800,7800,8600,8700
385019,6100,6300,6200,6300
385020,5400,5800,5900,5200
385021,10400,10400,12800,13000
385025,6000,6300,7000,7100
385031,12000,14000,12500,12500
385033,14300,12400,14700,14900
385034,11600,11900,13500,11300
385035,6900,6600,7200,7300
390004,5200,4900,6100,6200
390007,4500,4800,5800,5300
390008,3600,3600,3000,3800
390009,3400,3800,5100,5200
390010,5000,5000,5600,5600
390014,2000,2200,2200,2200
390025,4400,4400,5500,4900
390026,4600,4700,5800,5100
390040,800,850,1000,1000
390041,4600,4000,4200,4200
390100,5100,5400,5300,5300
390102,3400,3200,3400,3400
390108,6000,6200,6500,5500
390112,6000,6700,7500,7600
390114,4500,3500,4300,3800
390115,2000,2200,3100,3200
390137,5300,5100,6500,5700
395001,5300,4900,5800,5200
395003,4700,5300,4900,4700
395004,2200,2000,2600,2500
395005,6100,5700,7300,7300
395006,6800,6300,7700,7600
395009,6600,7000,7600,7400
395010,6200,6900,5400,6800
395014,5500,4800,5600,5200
460001,3500,3400,3700,3900
460003,12900,14100,14900,14000
460004,21500,19000,20500,21500
460005,13500,14500,14500,14000
460082,24000,26000,23500,26500
460084,21500,22500,23000,24500
460093,12300,14100,15200,14400
460097,6400,7000,8000,7500
460098,16500,16500,16500,24000
460099,19700,19200,26000,23000
460100,44000,48500,43500,43500
460102,14900,15500,17500,21000
460103,13500,13000,13500,16000
460104,1450,1500,1550,1450
460105,11600,12500,12000,13000
460106,8300,8500,9200,9300
460107,7600,6700,7000,7100
460117,7300,7200,6700,8500
460118,8300,5700,8500,7700
460124,5200,5500,5800,6500
460125,9900,10500,10500,11500
460128,2150,2400,2600,3000
460131,10600,10100,12600,11600
460138,5000,4200,6400,6300
460166,11613,11737,11278,10997
460181,3700,3400,4800,4900
460189,,,,1300
460190,2000,2200,2400,2200
460192,1695,1734,1852,1982
460200,21100,21000,21000,21000
460201,12000,13000,11500,14000
460202,7200,7200,7900,9900
460203,25500,28000,28000,26000
460204,8500,8700,9100,11000
460205,2900,3100,3900,4700
460206,2100,2000,2400,2500
460207,6500,7000,8900,11000
460208,4400,3500,3400,4000
460209,2800,3300,3100,4600
460210,9600,9900,11000,13500
460211,750,700,1000,1100
460212,,,1200,850
460213,,,2100,1600
460214,6500,6800,6700,7300
460215,1300,1100,1300,1400
460216,13800,14100,14000,16500
460217,,,4800,3500
460236,6200,7300,7900,8000
460237,800,900,950,900
460252,7700,7100,7500,7200
460253,12100,12000,12400,12800
460258,4900,6600,7600,8000
460260,3800,3700,4200,3900
460266,3300,3300,3800,3700
460267,,,,450
460268,5900,5800,6000,6300
460269,6200,6000,6200,7300
460271,1500,1700,2700,2600
460273,18800,18700,19300,22000
460275,25500,27000,32000,36000
460276,23000,21500,25000,29000
460277,31500,32000,32500,38000
460278,7800,6800,9400,8700
460279,14500,14500,15500,16000
460280,14200,19100,21500,21500
460281,6200,4700,5600,6500
460284,13000,14800,15700,17600
460285,10600,10900,14500,15000
460290,450,550,550,700
460291,4800,4100,4400,4800
460292,15900,15500,15500,17000
460293,19000,18200,18900,20400
460294,7000,7800,8900,9600
460295,,,,2400
460296,,,,950
460298,,,,1600
460299,,,,3700
460300,,,,1100
460301,,,,6800
460302,,,,3300
460303,,,,5900
460304,,,,6100
460305,57034,58500,60000,
460306,,,,6500
460307,,,,6100
460308,26278,28124,29369,30245
460309,,,,2500
460310,,,,2700
460311,,,,3000
460312,,,,3500
460313,,,,1200
460314,,,,5100
460315,12248,10669,11621,10763
460316,,,,3300
460317,,,,2200
460359,,10998,11884,11758
461601,12400,12200,11200,12900
461602,3700,3600,3500,3900
461603,8900,11000,10500,9500
461604,15900,14500,17500,17900
461605,6400,5900,5700,5200
461606,12900,13000,12000,13000
461607,7900,13000,13300,14500
461609,,65000,68000,68000
461610,4000,3800,3900,4200
461612,10200,9700,8700,9700
461613,2600,2000,2200,2100
461614,15800,14500,17000,17000
461615,36000,34500,38000,35500
461616,29500,33500,36000,38000
461618,15800,17000,17800,18500
461619,6800,7300,7200,7900
461620,29000,27000,29000,30500
461621,9000,10700,11000,11400
461622,14200,11100,10900,11000
461623,15300,15000,15500,17000
461624,26000,26000,24000,26000
461625,6600,6700,7300,7400
461626,5800,5400,5700,6200
461627,19900,22000,28000,28500
461629,3100,3300,3400,3300
461630,25000,24500,28500,30500
461631,5800,6300,7100,8000
461632,17300,18700,22500,21500
461633,6400,6200,6700,7000
461634,12000,12500,12000,13000
461635,20100,21500,25500,29000
461636,17000,18500,20000,22000
461637,10300,9300,9700,10000
461639,5300,5200,5600,5600
461640,13500,15000,14500,15500
461641,7000,5000,4900,5700
461642,,,,9800
465003,21500,20700,25000,26500
465004,14500,13300,17000,19500
465005,6600,6500,7300,8400
465006,,2100,2300,2700
465007,,12500,7800,6300
465008,,100,150,150
465009,,5800,5500,5600
465010,3300,3100,3300,3300
465011,22000,23500,26500,25000
465012,,,11500,8400
465013,,,4900,3000
465014,,,3700,3700
465015,,,5500,5300
465016,12300,12000,12000,12500
465017,,,850,850
465018,,,,1800
465019,3100,3400,2900,3400
465020,,,,4800
465021,,,1200,1300
465022,17200,15800,15500,17300
465023,,,2800,2600
465025,14300,16200,16400,17100
465027,8200,7400,7500,7300
465028,15000,13900,13200,13300
465032,10500,10500,10300,9800
465033,14400,15500,16900,17900
465035,13600,14700,14700,16900
465037,20500,22000,25000,30500
465038,24857,25909,30360,30804
465040,24500,23500,25500,24500
465043,30500,30500,33500,30000
465046,7400,6900,6100,7100
465048,6700,5900,6700,6400
465049,8500,7100,7800,7700
465050,7100,6500,7200,6900
465051,11500,12500,13500,12000
465053,19000,18500,19500,19500
465054,16000,15500,16000,15500
465055,13100,11000,10900,11500
465056,8600,7700,7500,8100
465057,3900,4100,4100,4300
465058,2900,2700,2800,2700
465059,2400,1300,1400,1100
465063,1900,2300,2300,2500
465067,20877,21500,19949,20740
465068,17300,16900,16600,18100
465069,22500,23000,21000,23500
465073,15700,17000,16500,15700
465075,16100,15500,12000,13500
465076,12400,11500,7900,10500
465077,5600,6100,3400,4500
465080,14300,14400,9900,11700
465082,35500,37000,38500,38000
465087,29500,34000,35000,40500
465089,5100,5400,6100,6000
465091,10300,9100,9500,9900
465093,7800,7500,8600,8900
465098,13000,13500,13000,15100
465101,7500,7500,7800,9200
465104,2500,2400,2100,1900
465105,,1800,1800,1800
465106,2800,2900,2600,2600
465107,3900,4200,4400,4700
465116,9100,9400,10500,8700
465118,3400,3700,3700,3700
465119,2700,2800,2700,2600
465120,1200,900,1000,1100
465124,5400,5400,5700,6500
465125,26500,28000,33000,34500
465127,7400,7200,6700,7700
465130,5900,5900,6000,5600
465131,32000,31500,32500,32500
465132,9400,9300,10500,11000
465133,5100,5400,6300,5500
465138,750,750,850,850
465139,850,800,900,1000
465140,3700,3000,2700,2100
465142,32500,32500,33000,30500
465144,2600,2300,2100,2000
465145,20000,22500,24000,22000
465146,2500,2900,2300,2600
465147,16200,18500,19500,19000
465148,3100,3100,3100,3300
465149,3800,3900,4300,3400
465150,4600,5100,5300,5200
465151,6100,5500,5800,5800
465152,13800,12500,12900,11800
465153,6700,6900,8000,7400
465157,7500,8000,7400,7500
465158,21000,24000,27500,27000
465160,2400,2100,2200,2500
465161,29500,30500,31500,36500
465163,5600,4600,4900,4600
465164,2150,2100,2300,2600
465166,6500,4900,4500,5300
465167,15000,14500,17700,18100
465169,18500,21500,25000,27500
465170,6600,6100,6000,6800
465171,6200,6000,6400,6300
465172,6100,5800,6200,6800
465173,5800,5500,5900,6900
465174,3100,2900,2700,3200
465176,10100,10000,9000,9600
465177,3600,3400,3400,3500
465178,10400,10700,10400,10500
465179,5300,4900,5500,5800
465180,6600,6500,6800,7200
465181,22500,22500,22000,24500
465182,29000,28500,28000,29000
465183,8000,8300,8400,8100
465184,3600,3400,3900,5100
465185,13500,12500,12500,13000
465188,7900,7800,7300,8200
465189,13500,13500,13400,15700
465190,6700,7000,6500,7300
465191,8200,7600,7900,8200
465192,11300,10000,9700,10500
465193,36000,40500,40000,45000
465194,35000,32500,34500,37500
465195,17200,19500,19400,22500
465196,23000,19400,28500,33000
465197,22000,20700,26500,28500
465198,32618,33449,34447,34653
465199,3800,4400,4600,4300
465200,30500,30000,30000,33500
465201,5200,5200,5700,5900
465202,7600,7500,6800,7400
465203,22500,24000,28000,29000
465204,31000,30500,35000,32000
465205,8800,9100,10000,10000
465206,4600,5000,5500,5400
465208,17500,19000,21000,23500
465209,8100,7600,8100,8800
465211,30500,29500,37500,39500
465212,13500,13400,13800,14600
465213,1700,1900,1700,1800
465214,3100,3700,4100,3100
465215,7500,8000,8200,8400
465216,13800,14500,14500,14500
465217,14300,14100,14200,13900
465218,11500,12700,11500,12000
465219,12500,13000,12500,12200
465220,10000,9600,10500,11000
465221,53500,57000,56500,62500
465222,21400,21300,22300,25000
465224,6000,5800,5200,6100
465225,6300,6300,6300,6500
465226,5600,6700,8100,7300
469907,14115,14500,14996,15169
470002,3700,3900,3700,3700
470003,600,600,700,750
470004,1600,1750,1550,1600
470006,4500,5000,4800,4700
470013,1100,1100,1100,1100
470014,750,750,700,700
470015,300,300,450,350
470016,400,400,500,450
470017,1400,1400,1800,1600
470018,550,550,550,550
470019,1400,1400,1600,1400
470020,450,450,500,500
470034,,,4100,4200
470035,4500,4700,4500,4700
470036,4500,4600,4800,5200
470037,2700,3000,2400,2600
470038,2800,5100,4900,5000
470039,6100,5800,5500,5300
470044,1550,1650,1450,1600
470054,1100,1100,1300,1300
470055,500,500,500,500
470056,90,90,1300,1200
470058,650,650,650,600
470059,1700,1700,1400,1400
470101,4600,5900,4500,4600
470105,900,700,950,900
470106,2000,2000,1800,1900
470114,550,550,550,550
470132,1300,1300,1500,1500
470134,950,950,1400,1100
470173,8963,8858,8946,9035
470328,2551,2495,2606,2692
470337,3680,3692,3714,3783
471502,4400,4500,4400,4200
471503,3100,3300,3000,3200
471504,8400,10500,9200,9000
471506,11700,11500,11500,12500
475006,5400,6100,5600,6300
475010,8300,8900,9300,8800
475017,2100,2100,2200,2100
475019,2800,2900,4000,2900
479944,1572,1567,1589,1555
480001,,80,80,100
480002,,2500,600,650
480003,10400,11100,11100,13200
480004,,800,950,1100
480005,,2300,2400,2600
480006,,2300,2100,2000
480032,26000,30000,34000,32000
480033,2300,2100,2100,2500
480034,,1800,1700,1800
480044,1500,1400,1600,1600
480046,1400,1400,1500,1550
480048,4977,4849,4993,5120
480105,9000,10000,10500,10500
480106,3300,3200,3400,3600
480145,4300,4300,4600,4600
480150,3700,4800,4700,5600
480155,15500,14500,16000,15000
480156,30637,30546,32252,34122
480200,,4000,4100,4200
480201,,7500,7800,8300
480203,10100,9600,10200,10200
480204,,1050,850,1200
480218,11100,11700,,
480235,5400,5800,6700,6800
480243,5198,5115,5239,5490
480248,1700,1500,1800,2000
480254,4600,4600,4800,5200
480255,3400,3100,3400,3400
480262,8300,7900,8100,8600
480268,3000,2600,2700,3000
480282,26113,25983,26836,26627
480297,5700,5500,6300,5900
480299,5200,5200,5100,5200
480325,11032,11386,12058,12082
480328,4900,4700,5700,6500
480340,4100,3900,4100,4400
480348,7702,7851,8106,8028
480363,20000,21000,20000,22500
480380,25500,31000,,
480381,2600,2700,3200,2600
480382,26000,28000,,
480386,3400,3200,3500,3700
480415,,5900,6200,6400
480416,6800,6900,7600,8000
480417,2500,2400,2600,2600
480418,,,3800,3900
480419,2400,2400,2400,2300
480420,,,200,150
480421,1900,1800,2000,2100
480422,500,450,600,700
480423,300,300,350,450
480424,1200,900,1200,1300
480425,1600,1400,1800,2100
480426,1100,1000,1000,1100
480427,400,350,450,500
480428,1000,850,950,1100
480431,550,450,600,700
480432,250,150,200,200
480435,,9400,11000,10500
480436,,4700,6900,5900
480444,450,500,500,500
480446,20500,19500,19800,18200
480447,4200,4700,5000,5100
480448,8500,7900,,
480449,14200,14000,14800,15200
480452,15500,16500,16500,16000
480453,9200,9100,12200,12400
480454,11400,12500,14800,15000
480455,1900,2400,2900,2900
480458,1800,2200,2800,2700
480460,9600,9600,10300,9900
480461,9200,10500,10500,11000
480464,14000,14500,16000,16000
480498,1300,1400,1600,1700
480500,2700,2700,2600,3100
480501,,4900,3600,3200
480521,1700,5200,2000,2000
480523,550,500,550,600
480529,550,650,650,850
480533,,8800,6100,5800
480534,15000,14500,15000,16500
480535,7000,7500,7700,8400
480537,14100,14700,17000,16900
480538,16800,15500,15900,15600
480540,19400,20000,21500,21000
480543,27500,28000,30000,30000
480544,22500,22000,,
480545,14600,14100,15900,14600
480552,5800,,,
480553,9800,10100,10100,11300
480554,16500,18600,19800,20500
480556,15500,15500,17500,18500
480557,,100,400,100
480559,10000,10000,10500,11000
480560,,,39484,41000
482003,30000,31000,27500,32500
482005,43000,39500,40500,42500
482006,56000,55000,57000,58000
482008,56500,59500,59500,59500
482010,62000,56000,56000,56000
482012,57500,56500,56500,56500
482013,69500,70000,72000,74000
482015,42500,40000,43000,44000
482017,50500,51000,51000,51000
482018,39500,39000,40000,44000
482601,1400,1200,1200,1300
482602,3100,3300,3500,3900
482603,8500,9400,8200,8500
482604,3000,3200,3500,3900
482605,9600,8600,8900,9200
482606,1100,1000,1200,1300
482607,2600,2500,2700,3000
482608,4100,4000,4000,4300
482609,6200,5900,6000,6000
482610,8400,8300,7900,9000
482611,9400,9200,9700,11000
482612,850,800,350,500
482613,10000,10500,11500,11500
482614,10500,10000,11000,12000
482615,5600,5600,5300,5300
484001,29500,29500,31500,27000
484002,25500,24000,26500,27500
484003,32500,32500,33500,34500
484004,29000,28000,27500,27000
484005,21500,23000,26000,25000
484006,15000,16100,18300,20000
484007,5000,4800,4800,5100
484009,14500,14300,15400,14700
484010,5600,5700,6200,5800
484011,24576,25500,27206,28363
484012,54500,57500,56500,62000
484013,18500,19000,19500,21000
484014,20000,18100,20000,20000
484015,19500,20000,19500,21000
484016,14500,13500,14300,13900
484017,10500,9500,11500,10000
484018,22500,23500,22500,23500
484019,35500,35000,36500,34000
484020,42000,31500,26500,29000
484021,14000,13500,15000,16000
484022,46000,42000,41500,45000
484023,20500,21500,22000,23000
484024,6100,6000,7200,6800
484025,26000,24500,27000,25500
484026,15900,15900,16900,18000
484027,16100,17200,18700,21100
484028,7500,9400,10100,10700
484030,16500,14500,15500,16500
484031,27000,25000,27500,29000
484032,19300,18900,20000,17900
484033,1800,1900,2000,2000
484034,18900,19800,22000,22500
484035,24000,24000,23500,21000
484036,40000,37000,38000,38000
484037,50000,42500,44500,42000
484038,31000,30500,32500,35500
484039,36000,35000,40000,39500
484040,25500,27000,29000,32500
484041,17100,14400,16300,16700
484042,14900,14100,15100,17500
484043,12400,13600,15900,16700
484044,9000,10000,10800,10400
484045,12000,11000,11500,12500
484046,39500,40500,40500,40500
484047,8200,7300,7500,7800
484048,19100,16500,18800,20900
484049,29500,27000,27000,33500
484050,12100,11800,12800,13200
484051,14500,16500,15500,17000
484052,41000,38500,39500,43000
484053,15000,17000,17000,17000
484054,36000,35000,35000,38500
484055,8500,10000,9700,10000
484056,37500,36500,,
484057,23500,23000,23500,25000
484058,10500,10500,11500,12000
484059,16500,16500,17000,18000
484060,9700,9700,11500,7800
484061,24500,23000,23500,24500
484062,10700,9300,10900,11400
484063,34500,30500,34500,32000
484064,17400,17800,17500,18300
484065,7400,7400,7800,8400
484066,17500,16500,17500,18500
484067,21500,17000,17800,25500
484068,2300,2100,2500,2800
484069,22500,22000,23500,24000
484072,18500,22500,24500,27000
484073,5300,5900,5700,6000
484074,,10500,10500,
485001,,8100,,
485002,,3800,4100,4300
485003,,23500,26000,26500
485004,19600,19700,22000,21500
485005,22000,21500,23000,21000
485006,26000,28000,30000,31000
485007,29500,29500,29000,30000
485008,23500,23500,25500,26000
485010,18500,20000,23500,20500
485011,24000,23500,,
485012,,4200,4000,4300
485013,24500,22000,22000,19200
485014,,9300,4100,4500
485015,19100,16700,18100,17700
485016,16200,14700,15400,16900
485017,12100,11700,12000,12600
485018,8600,8700,9800,8700
485019,24000,23000,23000,24000
485020,,1700,1500,1500
485022,,12000,12400,12600
485023,10800,10800,11300,11700
485024,,2800,2900,3400
485027,,,3800,4200
485028,2700,2900,3100,5200
485029,2500,2200,3800,
485030,3900,3500,3800,10100
485031,17000,15500,17000,18500
485032,,3200,3400,2900
485035,,,4700,4500
485036,,,2900,1800
485037,,10000,7700,10000
485038,19300,19000,21000,17500
485039,8900,8600,9500,8500
485040,,3700,4400,4700
485041,9100,9100,9700,9600
485042,,4700,1500,1600
485043,24000,23500,24000,23500
485044,,3100,3300,3500
485046,,1400,1500,1400
485047,4100,3900,4400,4100
485048,,1400,1700,1600
485049,16900,18500,20500,20200
485050,21000,21000,23500,23500
485051,24000,23500,,
485052,33500,34000,37000,36000
485053,32500,34756,37813,35799
485054,,450,250,300
485056,,13000,14200,14600
485057,17000,17500,19000,18000
485058,4700,4400,5200,5600
485059,5600,6000,6100,5500
485060,19000,19500,,
485061,8500,8400,8500,9400
485062,39000,38500,39000,41000
485063,4700,5100,5600,5900
485064,24000,24000,,
485065,33500,34500,34000,34500
485066,15000,17200,18500,20000
485067,41000,33500,36000,35500
485068,33500,40500,35500,40000
485069,31000,31500,28148,27706
485070,27000,28500,29500,30000
485071,14900,14000,17400,17200
485072,15000,14800,15500,17000
485073,9000,8100,9000,9200
485074,29500,26000,,
485076,5000,5600,3500,4600
485077,24000,23000,23000,24000
485078,2400,2300,2500,2700
485079,16500,15500,18500,19600
485080,35000,35000,32000,38500
485082,12000,12000,14000,13500
485083,10700,10600,10800,10100
485084,9800,10000,10500,10500
485086,,,2900,3000
485087,,6000,6300,6700
485088,19400,19000,19500,21000
485089,,9200,9100,9600
485090,8400,7400,7600,8500
485091,9100,9200,10000,10500
485092,,3200,3200,3400
485093,,450,1900,2000
485094,33500,31500,31000,28500
485095,44500,45000,47000,42000
485096,7700,6300,6700,6200
485097,,10500,10500,9700
485098,,6500,6600,6900
485099,13100,14000,15100,15800
485100,,4000,4900,4800
485101,24500,22500,25000,24500
485102,,2000,1700,1900
485103,11000,11200,,
485104,,700,650,750
485105,16600,16900,17700,18800
485106,35500,28000,28000,29000
485107,27000,26500,,
485108,28000,28500,29500,31000
485109,30500,28500,32500,30500
485110,30500,31000,30500,30500
485111,17800,17800,18000,17000
485112,2500,2900,,
485113,35500,33000,34000,35000
485114,,1400,1500,1300
485115,7300,7600,8600,9500
485116,,,,1950
485117,5300,4700,5300,5000
485118,5900,5600,5700,5900
485119,23500,21500,,
485120,19800,17700,,
485121,2100,2200,2400,2400
485122,,4100,4400,3800
485123,2300,2500,2400,2500
485124,6300,5200,5200,5200
485125,2600,2400,2600,2300
485126,26500,25500,26000,26500
485127,7200,7100,7100,6800
485128,27500,27500,27000,26500
485129,31000,30000,31500,28500
485130,20000,20000,21000,22000
485131,,2800,3000,2800
485132,5900,5900,6500,7000
485133,,,6700,7400
485134,3700,3500,3800,3700
485135,28500,29000,29500,28000
485136,15200,16300,17200,19600
485137,,2100,2400,1900
485140,4800,4700,5200,5300
485142,11500,11000,12500,11000
485144,7300,6700,8500,7700
485145,9100,8800,9200,9000
485146,15000,15000,15500,16500
485148,9100,9200,9600,8800
485150,12500,12500,12000,11000
485151,21000,25000,24500,28000
485154,32500,31500,,
485155,28500,26500,,
485156,33500,33500,36500,37000
485158,16500,16500,17500,17000
485161,2800,3600,3700,4200
485162,2600,2400,,
485164,45500,46000,47000,45500
485166,29000,28500,27500,28500
485167,25500,25500,,
485169,16400,16200,16800,18200
485171,24000,23500,24500,25500
485173,25500,23500,25000,26500
485177,11800,12600,13500,14000
485178,22000,28000,28000,26000
485180,16300,17900,17800,18000
485181,,,11000,11500
485182,12700,11500,11900,11600
485184,10100,9900,10400,10700
485185,7500,7500,8000,7600
485186,27500,29000,30500,33500
485187,22000,24000,24500,27000
485190,5000,4500,4400,3700
485191,3400,4100,4200,3200
485192,10100,9800,10000,10000
485193,11600,12200,12300,12200
485194,11700,12900,13000,13700
485197,14900,16500,16000,16900
485198,21500,21500,21000,19500
485199,42000,42500,,
485200,28000,28000,29000,28000
485201,22000,22500,23500,23000
485202,34000,32500,32000,32000
485203,6400,5700,4700,5600
485204,15500,19500,21500,23500
485205,12900,13000,13600,13800
485206,23500,22500,23000,23000
485207,15500,15800,17200,17600
485209,16500,17000,17000,17500
485210,29800,29500,28300,28000
485211,,3200,2600,2700
485212,,2800,3300,2500
485213,,900,750,1000
485214,,5300,4000,4200
485215,,3900,4600,4400
485216,,,6100,6600
485217,,3100,3400,3600
485218,,200,300,250
485219,,1500,2500,2400
485222,7500,8400,8600,10000
485223,4600,5000,5700,6300
485224,4600,4400,4500,4800
485225,6600,6100,7200,6500
485226,6900,7100,7100,7700
485227,5000,5200,5800,6300
485228,12400,11900,12900,12300
485229,200,200,300,300
485230,3300,3500,4300,3700
485231,200,200,200,200
485232,7700,8100,9300,8600
485233,16100,17000,19100,20400
485234,3900,3900,4400,4500
485235,3600,3500,3800,3700
485238,3600,3600,3500,5200
485239,11100,12100,,
485240,4300,3200,3300,4700
485241,1000,1400,1300,1300
485242,,1600,1700,1900
485243,150,150,200,250
485244,350,350,350,350
485245,3200,3500,3800,6300
485246,3500,3700,4100,7000
485247,3400,3400,3700,3600
485248,2800,2800,3200,3000
485249,15900,16900,,
485250,32500,28500,29500,30500
485251,1700,1850,1950,3500
485252,550,700,600,600
485253,900,750,650,700
485254,450,550,450,450
485255,2100,2600,2700,1600
485256,1800,2000,2600,4200
485257,3850,3950,5000,7500
485258,8900,9300,9200,10000
485259,18800,18700,19000,21700
485260,1400,1900,1700,1900
485261,1000,1100,1200,1300
485262,3300,4000,3900,4400
485263,18000,19000,21000,21000
485264,3600,3800,4000,4300
485265,5600,5800,4900,5500
485266,17000,16500,17000,17500
485267,20000,21000,19500,21500
485268,2800,3000,3500,3700
485269,1700,1700,1800,1800
485270,1700,1700,1900,1700
485271,38000,38500,32500,34500
485272,,2500,2700,2800
485273,350,300,400,300
485274,550,550,650,750
485275,42500,42500,43000,44500
485276,,3500,4600,4400
485277,3100,3400,3300,3600
485278,8800,9800,9900,11000
485279,2200,2100,2300,2400
485280,30500,32500,33500,33000
485282,7100,7000,8000,8800
485283,19700,21500,22500,23500
485284,10600,11400,11700,12100
485285,11300,10700,12800,14500
485286,4200,9600,4700,4900
485287,600,600,500,650
485288,10600,5700,9600,10200
485289,20100,20200,20300,23500
485290,700,700,750,900
485291,1400,1600,1600,1600
485292,2700,2700,3000,3100
485293,2300,2200,2500,5000
485294,16600,16300,17600,15600
485295,5300,4900,5400,3600
485296,47000,47500,50500,46500
485297,21500,23500,24500,23000
485298,15500,19400,22000,21500
485299,26000,28500,27000,28000
485300,24500,24000,28500,27500
485301,19000,19400,21000,21500
485302,17000,18300,19700,22000
485303,26500,28500,30000,30000
485304,17800,19600,19900,21500
485305,7500,8000,9000,8700
485306,15500,16000,16500,17500
485307,4400,4500,4600,4600
485308,5500,6100,6200,6500
485309,3100,3300,3800,4200
485310,21500,21300,21500,21000
485311,9600,16700,19200,18700
485312,22500,25000,23500,26000
485313,18400,18400,20500,18000
485314,14600,14600,15600,16000
485315,12000,12000,13000,13500
485316,12800,13000,14400,15600
489916,31947,32433,33438,35000
489924,52441,55000,57000,
490001,,,2900,2900
490003,5300,5000,5300,4800
490004,1450,1550,1400,1500
490009,4200,4200,4300,3800
490011,3800,4100,3700,3900
490030,1500,1400,1550,1250
490034,4200,3900,4300,3800
490036,2400,2100,2400,1900
490045,1300,900,1200,800
490060,3303,3288,3414,3233
490102,1850,2000,1950,1500
490111,4500,4400,4400,4100
490121,950,900,1400,1300
490125,4200,4500,3800,3800
490126,3200,3100,3000,2800
490244,690,707,753,800
491501,7800,4700,7000,6000
491502,7800,7600,7300,7200
491503,2200,2300,2300,2100
491504,1400,1600,1500,1300
491505,12300,12000,10500,13000
491601,4200,5400,4800,4700
491603,1200,1300,1400,1900
491604,6600,6000,6000,5800
500001,850,850,,
500002,,3200,3500,3300
500004,,,3700,4200
500010,1600,1500,1600,1350
500011,4600,4800,4800,4600
500012,2700,2700,2100,2000
500013,4700,4700,5300,4600
500018,5800,5900,5500,5700
500026,6900,7800,8400,8100
500027,3800,4500,4300,4600
500028,1400,1200,900,900
500029,3000,2900,3100,3400
500038,17600,19400,17800,18900
500045,8300,5700,7300,6000
500054,7728,8434,8546,8348
500069,6000,6500,5600,5700
500072,4800,4000,3600,4000
500073,2700,3500,2600,2800
500076,4500,3700,3600,3300
500110,20000,18300,16200,17400
500115,2300,2400,2400,2400
500117,5700,5900,5500,5700
500145,4200,4100,3800,3700
500165,14300,15700,13500,14300
500166,2600,2800,2500,2600
500170,2800,2800,2500,3000
500197,850,900,850,950
500210,11800,13000,12100,10900
500217,1250,1250,950,900
500219,2000,2000,1400,1500
500220,27001,27965,29128,29228
500221,,200,550,600
500228,3200,3100,3100,3500
500237,1000,1000,1000,1000
500238,1600,1700,1400,1700
500239,2400,2500,2400,2600
500250,1200,1400,1600,1400
500262,1900,2100,2100,2000
500263,4500,5100,4500,4600
500264,1800,1900,1900,2000
500269,,350,450,450
500271,850,850,800,1000
500272,800,750,800,750
500273,,450,450,500
500274,600,450,400,450
500278,1000,1000,1000,950
500280,1500,1300,1200,1400
500281,1728,1713,1762,1706
500286,,,2100,2200
500289,450,450,400,300
500292,2800,2700,2600,2800
500293,1400,1300,1600,1500
500294,1400,1300,1500,1400
500301,350,350,300,400
500303,950,1100,1000,1100
500304,,,,3400
500305,,,,2800
500306,650,600,600,650
500312,,,350,250
500321,16400,18100,17600,17000
500322,4400,5000,4600,5200
500323,600,450,500,600
500324,1900,1600,1700,1700
500325,4700,4900,4500,4400
501501,3300,3700,3400,3300
501502,4800,4500,4600,4500
501503,12600,13800,12600,12200
501504,17800,24000,18200,19700
501505,8100,11700,10500,
501506,14100,15200,13100,14900
501507,4000,4500,4100,4600
501508,2900,2900,2600,2600
501509,7300,7600,6800,6600
501601,14500,13900,12800,13400
501602,12500,13100,13300,14800
501603,11100,10900,9300,10600
501604,750,700,1100,1300
501605,4100,4300,4100,4400
501606,1700,1800,1800,1900
501607,2400,2500,2300,2300
501608,,800,800,1100
501701,9800,11000,10500,11000
501702,7300,6800,7400,6900
501703,3000,3700,3100,2900
501704,4600,4700,4500,4400
501705,1400,1300,1300,1500
502001,15400,19100,19000,19600
502003,20500,21500,19900,20500
502005,23000,22000,22500,25500
505001,,900,950,900
505002,,1500,1500,2400
505006,,1500,1600,1700
505008,,1200,900,1100
505010,,1300,1800,1800
505011,,1300,1250,1300
505012,6600,7500,6900,6200
505013,3800,4100,3800,4200
505014,,6800,6200,6900
505015,6400,6400,6700,5500
505016,5500,5400,5600,6100
505017,,2300,2000,2400
505018,5200,5000,5400,5600
505019,5600,4600,5000,5600
505020,,2800,2000,2200
505021,,1650,1500,1700
505022,15200,16200,15500,14600
505023,,3800,3700,3800
505026,19600,23000,19300,18900
505030,9400,11400,10400,10800
505031,9900,10900,11400,11600
505034,6500,7600,6600,7300
505036,9000,9400,8900,9800
505037,4300,4100,4100,4600
505039,3600,3800,3400,3700
505042,1800,1800,1600,1700
505043,19300,19500,17800,17200
505049,4300,4900,4000,4400
505050,4300,5400,4700,4700
505051,4900,6100,4900,5500
505052,6100,6700,6100,6900
505054,2900,3600,3400,3600
505056,4100,5400,4000,4400
