,BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,AdjustedForecast
453,,2006.0,1959,,3.0,WI,No Tolls on 1+ lane,22400,2008.0,1.0,2006.0,1-State DOT,1-Traffic count trend,,58-6291-1959-,,58-22395-401607,2008.0,17500.0,401607.0,Wisconsin,58-22395-401607,4-Minor Arterial,22400.0
454,,2006.0,1959,,3.0,WI,No Tolls on 1+ lane,3300,2008.0,1.0,2006.0,1-State DOT,1-Traffic count trend,,58-6292-1959-,,58-22397-401678,2008.0,4800.0,401678.0,Wisconsin,58-22397-401678,4-Minor Arterial,3300.0
455,,2006.0,1959,,3.0,WI,No Tolls on 1+ lane,17600,2008.0,1.0,2006.0,1-State DOT,1-Traffic count trend,,58-6293-1959-,,58-22399-401604,2008.0,14900.0,401604.0,Wisconsin,58-22399-401604,4-Minor Arterial,17600.0
456,,2006.0,2198,,3.0,WI,No Tolls on 1+ lane,20500,2007.0,1.0,2006.0,1-State DOT,1-Traffic count trend,,58-6294-2198-,,58-22401-401331,2007.0,18100.0,401331.0,Wisconsin,58-22401-401331,3-Principal Arterial,20500.0
457,,2006.0,1959,,3.0,WI,No Tolls on 1+ lane,9800,2008.0,1.0,2006.0,1-State DOT,1-Traffic count trend,,58-6295-1959-,,58-22403-401603,2008.0,9000.0,401603.0,Wisconsin,58-22403-401603,4-Minor Arterial,9800.0
458,,2006.0,2322,,3.0,WI,No Tolls on 1+ lane,23800,2009.0,1.0,2006.0,1-State DOT,1-Traffic count trend,,58-6296-2322-,,58-22405-400860,2009.0,38000.0,400860.0,Wisconsin,58-22405-400860,3-Principal Arterial,23800.0
459,,2006.0,2322,,3.0,WI,No Tolls on 1+ lane,22300,2009.0,1.0,2006.0,1-State DOT,1-Traffic count trend,,58-6297-2322-,,58-22407-402013,2009.0,31100.0,402013.0,Wisconsin,58-22407-402013,3-Principal Arterial,22300.0
460,,2010.0,3609,,3.0,WI,No Tolls on 1+ lane,40000,2011.0,1.0,2010.0,1-State DOT,1-Traffic count trend,,58-6298-3609-,,58-22409-401540,2011.0,37700.0,401540.0,Wisconsin,58-22409-401540,3-Principal Arterial,40000.0
461,,2006.0,2320,,3.0,WI,No Tolls on 1+ lane,30000,2007.0,1.0,2006.0,1-State DOT,1-Traffic count trend,,58-6299-2320-,,58-22411-401359,2007.0,25800.0,401359.0,Wisconsin,58-22411-401359,3-Principal Arterial,30000.0
462,,2010.0,3609,,3.0,WI,No Tolls on 1+ lane,36600,2011.0,1.0,2010.0,1-State DOT,1-Traffic count trend,,58-6300-3609-,,58-22413-401615,2011.0,33700.0,401615.0,Wisconsin,58-22413-401615,3-Principal Arterial,36600.0
463,,2010.0,3558,,3.0,WI,No Tolls on 1+ lane,4300,2011.0,1.0,2010.0,1-State DOT,1-Traffic count trend,,58-6301-3558-,,58-22415-404449,2011.0,4100.0,404449.0,Wisconsin,58-22415-404449,5-Major Collector,4300.0
464,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8250,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 5Between Birch Street RampsEB",28-6711-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23191-,2010.0,9500.0,,Minnesota,28-23191-,,8250.0
465,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8250,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 5Between Birch Street RampsWB",28-6712-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23191-,2010.0,9500.0,,Minnesota,28-23191-,,8250.0
466,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8400,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 5Birch StreetCR 30EB",28-6713-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23192-,2010.0,7900.0,,Minnesota,28-23192-,,8400.0
467,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8400,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 5Birch StreetCR 30WB",28-6714-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,8400.0
468,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8300,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 5Between CR 30 RampsEB",28-6715-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,8300.0
469,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8300,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , WB",28-6716-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,8300.0
470,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,11300,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 5Between CR 30 RampsEB",28-6717-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,11300.0
471,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,11300,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , WB",28-6718-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,11300.0
472,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8125,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 5Between CR 30 RampsEB",28-6719-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,8125.0
473,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8125,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , WB",28-6720-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,8125.0
474,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8425,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 5CR 30Scandia RdEB",28-6721-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,8425.0
475,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8425,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , WB",28-6722-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,8425.0
476,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8325,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 5Between Scandia Road RampsEB",28-6723-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,8325.0
477,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8325,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , WB",28-6724-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,8325.0
478,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8525,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 5Scandia RoadIsland View RampsEB",28-6725-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,8525.0
479,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8525,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , WB",28-6726-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,8525.0
480,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8425,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 5Between Island View RampsEB",28-6727-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,8425.0
481,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8425,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , WB",28-6728-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23193-,2010.0,7900.0,,Minnesota,28-23193-,,8425.0
482,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8675,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 5East of Island View RampsEB",28-6729-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23194-,2010.0,7900.0,,Minnesota,28-23194-,,8675.0
483,Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),1991.0,TA-M372B,,4.0,MN,No Tolls on 1+ lane,8675,2010.0,1.0,1991.0,1-State DOT,1-Traffic count trend,", , , WB",28-6730-TA-M372B-Proposed New Alignments on TH 5 and County Road 30 from Birch Street to Isalnd View Road (Waconia),,28-23195-,2010.0,7900.0,,Minnesota,28-23195-,,8675.0
484,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,29500,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , TH 610Proposed TH 252West River RoadEB",28-6755-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23196-,2000.0,29000.0,,Minnesota,28-23196-,,29500.0
485,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,29500,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , WB",28-6756-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23197-,2000.0,29000.0,,Minnesota,28-23197-,,29500.0
486,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,29500,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , TH 610West River RoadEast River RoadEB",28-6757-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23198-,2000.0,29000.0,,Minnesota,28-23198-,,29500.0
487,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,29500,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , WB",28-6758-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23199-,2000.0,29000.0,,Minnesota,28-23199-,,29500.0
488,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,22100,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , TH 610East River RoadCoons Rapids BlvdEB",28-6759-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23200-,2000.0,20500.0,,Minnesota,28-23200-,,22100.0
489,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,22100,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , WB",28-6760-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23201-,2000.0,20500.0,,Minnesota,28-23201-,,22100.0
490,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,14800,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , TH 610Between Coon Rapids Blvd RampsEB",28-6761-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23201-,2000.0,20500.0,,Minnesota,28-23201-,,14800.0
491,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,14800,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , WB",28-6762-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23201-,2000.0,20500.0,,Minnesota,28-23201-,,14800.0
492,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,18550,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , TH 610Coons Rapids BlvdTH 47EB",28-6763-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23202-,2000.0,14500.0,,Minnesota,28-23202-,,18550.0
493,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,18550,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , WB",28-6764-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23203-,2000.0,14500.0,,Minnesota,28-23203-,,18550.0
494,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,14750,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , TH 610TH 47University AveEB",28-6765-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23203-,2000.0,14500.0,,Minnesota,28-23203-,,14750.0
495,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,14750,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , WB",28-6766-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23203-,2000.0,14500.0,,Minnesota,28-23203-,,14750.0
496,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,9500,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , TH 610Just west of University AvenueEB",28-6767-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23203-,2000.0,14500.0,,Minnesota,28-23203-,,9500.0
497,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,9500,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , WB",28-6768-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23203-,2000.0,14500.0,,Minnesota,28-23203-,,9500.0
498,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,27150,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , TH 610Just east of University AvenueEB",28-6769-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23203-,2000.0,14500.0,,Minnesota,28-23203-,,27150.0
499,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,27150,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , WB",28-6770-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23203-,2000.0,14500.0,,Minnesota,28-23203-,,27150.0
500,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,31950,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 10University AveTH 65EB",28-6771-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23204-,2000.0,30000.0,,Minnesota,28-23204-,,31950.0
501,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,31950,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , WB",28-6772-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23205-,2000.0,30000.0,,Minnesota,28-23205-,,31950.0
502,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,31950,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 10TH 65Airport AccessEB",28-6773-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23206-,2000.0,30500.0,,Minnesota,28-23206-,,31950.0
503,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,31950,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , WB",28-6774-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23207-,2000.0,30500.0,,Minnesota,28-23207-,,31950.0
504,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,25250,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 10Between Airport Access RampsEB",28-6775-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23207-,2000.0,30500.0,,Minnesota,28-23207-,,25250.0
505,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,25250,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , WB",28-6776-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23207-,2000.0,30500.0,,Minnesota,28-23207-,,25250.0
506,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,27950,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 10Airport AccessTH 35WEB",28-6777-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23208-,2000.0,31000.0,,Minnesota,28-23208-,,27950.0
507,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,27950,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , WB",28-6778-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23209-,2000.0,31000.0,,Minnesota,28-23209-,,27950.0
508,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,23000,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 169South of TH 610NB",28-6779-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23210-,2000.0,22500.0,,Minnesota,28-23210-,,23000.0
509,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,23000,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , SB",28-6780-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23211-,2000.0,22500.0,,Minnesota,28-23211-,,23000.0
510,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,14500,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 169Between TH 610 RampsNB",28-6781-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23211-,2000.0,22500.0,,Minnesota,28-23211-,,14500.0
511,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,14500,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , SB",28-6782-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23211-,2000.0,22500.0,,Minnesota,28-23211-,,14500.0
512,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,20200,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 169North of TH 610 RampsNB",28-6783-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23212-,2000.0,20250.0,,Minnesota,28-23212-,,20200.0
513,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,20200,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , SB",28-6784-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23213-,2000.0,20250.0,,Minnesota,28-23213-,,20200.0
514,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,25700,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , Proposed TH 252South of TH 610NB",28-6785-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23214-,2000.0,25000.0,,Minnesota,28-23214-,,25700.0
515,PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,1985.0,TA-M329,,4.0,MN,No Tolls on 1+ lane,25700,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , SB",28-6786-TA-M329-PropTH 10/TH 610 from Prop TH169(Osseo By-Pass) to TH35W,,28-23215-,2000.0,25000.0,,Minnesota,28-23215-,,25700.0
516,CSAH 14 from CSAH 17 to East Carver County Line,1985.0,TA-M335,,4.0,MN,No Tolls on 1+ lane,3600,2003.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , CSAH 14East of CSAH 17",28-6787-TA-M335-CSAH 14 from CSAH 17 to East Carver County Line,,28-23216-,2003.0,11000.0,,Minnesota,28-23216-,,3600.0
517,CSAH 14 from CSAH 17 to East Carver County Line,1985.0,TA-M335,,4.0,MN,No Tolls on 1+ lane,3150,2003.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , CSAH 14West of TH 101",28-6788-TA-M335-CSAH 14 from CSAH 17 to East Carver County Line,,28-23217-,2003.0,7800.0,,Minnesota,28-23217-,,3150.0
518,CSAH 14 from CSAH 17 to East Carver County Line,1985.0,TA-M335,,4.0,MN,No Tolls on 1+ lane,4050,2003.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , CSAH 14East of TH 101",28-6789-TA-M335-CSAH 14 from CSAH 17 to East Carver County Line,,28-23218-,2003.0,7900.0,,Minnesota,28-23218-,,4050.0
519,TH35W From TH694 to Prop TH10,1985.0,TA-M336,,4.0,MN,No Tolls on 1+ lane,48450,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , TH 35WSouth of TH 694NB",28-6790-TA-M336-TH35W From TH694 to Prop TH10,,28-23219-,2000.0,58500.0,,Minnesota,28-23219-,,48450.0
520,TH35W From TH694 to Prop TH10,1985.0,TA-M336,,4.0,MN,No Tolls on 1+ lane,48450,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , SB",28-6791-TA-M336-TH35W From TH694 to Prop TH10,,28-23220-,2000.0,58500.0,,Minnesota,28-23220-,,48450.0
521,TH35W From TH694 to Prop TH10,1985.0,TA-M336,,4.0,MN,No Tolls on 1+ lane,31950,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , TH 35WBetween TH 694 RampsNB",28-6792-TA-M336-TH35W From TH694 to Prop TH10,,28-23220-,2000.0,58500.0,,Minnesota,28-23220-,,31950.0
522,TH35W From TH694 to Prop TH10,1985.0,TA-M336,,4.0,MN,No Tolls on 1+ lane,31950,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , SB",28-6793-TA-M336-TH35W From TH694 to Prop TH10,,28-23220-,2000.0,58500.0,,Minnesota,28-23220-,,31950.0
523,TH35W From TH694 to Prop TH10,1985.0,TA-M336,,4.0,MN,No Tolls on 1+ lane,42500,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , TH 35WTH 694Co Rd GNB",28-6794-TA-M336-TH35W From TH694 to Prop TH10,,28-23221-,2000.0,55500.0,,Minnesota,28-23221-,,42500.0
524,TH35W From TH694 to Prop TH10,1985.0,TA-M336,,4.0,MN,No Tolls on 1+ lane,42500,2000.0,1.0,1985.0,1-State DOT,1-Traffic count trend,", , , SB",28-6795-TA-M336-TH35W From TH694 to Prop TH10,,28-23222-,2000.0,55500.0,,Minnesota,28-23222-,,42500.0
