BriefDescription,County,ForecastMethodology,ForecastYear,ForecastYearType,FunctionalClass,ImprovementType,InternalProjectID,Length_miles,SegmentDescription,SegmentID,State,TollType,TrafficForecast,YearForecastProduced,Year_ofObservation,Count,main_ProjectInformation_ProjectID,main_TrafficForecast_ProjectID,AdjustedForecast,n,Error,PercentError,AbsPE
TH 51 From TH 36 To Hamline Ave,Ramsey,1.00,1990,1,8,12,TAS 3081A-14,0.300000012,", , , SB",,28,1,19900,1968,1990,19000,28-7853-TAS 3081A-14-TH 51 From TH 36 To Hamline Ave,7853,19900,14,-900,-4.522613065,4.522613065
TH 51 From TH 36 To Hamline Ave,Ramsey,1.00,1990,1,8,12,TAS 3081A-14,0.140000001,", , , TH 51North Of TH 36South Of County Road B-2NB",,28,1,19300,1968,1990,19500,28-7854-TAS 3081A-14-TH 51 From TH 36 To Hamline Ave,7854,19300,14,200,1.03626943,1.03626943
TH 51 From TH 36 To Hamline Ave,Ramsey,1.00,1990,1,8,12,TAS 3081A-14,0.140000001,", , , SB",,28,1,19300,1968,1990,19500,28-7855-TAS 3081A-14-TH 51 From TH 36 To Hamline Ave,7855,19300,14,200,1.03626943,1.03626943
TH 51 From TH 36 To Hamline Ave,Ramsey,1.00,1990,1,8,12,TAS 3081A-14,0.389999986,", , , TH 51North of County Road B-2South Of County Road CNB",,28,1,13700,1968,1990,18000,28-7856-TAS 3081A-14-TH 51 From TH 36 To Hamline Ave,7856,13700,14,4300,31.38686131,31.38686131
TH 51 From TH 36 To Hamline Ave,Ramsey,1.00,1990,1,8,12,TAS 3081A-14,0.389999986,", , , SB",,28,1,13700,1968,1990,18000,28-7857-TAS 3081A-14-TH 51 From TH 36 To Hamline Ave,7857,13700,14,4300,31.38686131,31.38686131
TH 51 From TH 36 To Hamline Ave,Ramsey,1.00,1990,1,8,12,TAS 3081A-14,0.479999989,", , , TH 51North Of County Road CSouth Of Proposed County Road C-2NB",,28,1,12000,1968,1990,16000,28-7858-TAS 3081A-14-TH 51 From TH 36 To Hamline Ave,7858,12000,14,4000,33.33333333,33.33333333
TH 51 From TH 36 To Hamline Ave,Ramsey,1.00,1990,1,8,12,TAS 3081A-14,0.479999989,", , , SB",,28,1,12000,1968,1990,16000,28-7859-TAS 3081A-14-TH 51 From TH 36 To Hamline Ave,7859,12000,14,4000,33.33333333,33.33333333
TH 51 From TH 36 To Hamline Ave,Ramsey,1.00,1990,1,8,12,TAS 3081A-14,0.75999999,", , , TH 51North of Proposed County Road C-2South Of Hamiline AveNB",,28,1,9900,1968,1990,14750,28-7860-TAS 3081A-14-TH 51 From TH 36 To Hamline Ave,7860,9900,14,4850,48.98989899,48.98989899
TH 51 From TH 36 To Hamline Ave,Ramsey,1.00,1990,1,8,12,TAS 3081A-14,0.75999999,", , , SB",,28,1,9900,1968,1990,14750,28-7861-TAS 3081A-14-TH 51 From TH 36 To Hamline Ave,7861,9900,14,4850,48.98989899,48.98989899
TH 51 From TH 36 To Hamline Ave,Ramsey,1.00,1990,1,8,12,TAS 3081A-14,,", , , TH 51Between Hamline AveNB",,28,1,8500,1968,1990,14750,28-7862-TAS 3081A-14-TH 51 From TH 36 To Hamline Ave,7862,8500,14,6250,73.52941176,73.52941176
TH 51 From TH 36 To Hamline Ave,Ramsey,1.00,1990,1,8,12,TAS 3081A-14,,", , , SB",,28,1,8500,1968,1990,14750,28-7863-TAS 3081A-14-TH 51 From TH 36 To Hamline Ave,7863,8500,14,6250,73.52941176,73.52941176
TH 51 From TH 36 To Hamline Ave,Ramsey,1.00,1990,1,8,12,TAS 3081A-14,0.360000014,", , , TH 51North Of Hamline AveNB",,28,1,10500,1968,1990,15250,28-7864-TAS 3081A-14-TH 51 From TH 36 To Hamline Ave,7864,10500,14,4750,45.23809524,45.23809524
TH 51 From TH 36 To Hamline Ave,Ramsey,1.00,1990,1,8,12,TAS 3081A-14,0.360000014,", , , SB",,28,1,10500,1968,1990,15250,28-7865-TAS 3081A-14-TH 51 From TH 36 To Hamline Ave,7865,10500,14,4750,45.23809524,45.23809524
TH 694 From TH35E To TH 36,Ramsey,1.00,1986,1,8,12,TAU 3061A,0.730000019,", , , I-694West Of TH 61EB",,28,1,21100,1965,1986,22000,28-7866-TAU 3061A-TH 694 From TH35E To TH 36,7866,21100,10,900,4.265402844,4.265402844
TH 694 From TH35E To TH 36,Ramsey,1.00,1986,1,8,12,TAU 3061A,0.730000019,", , , WB",,28,1,21100,1965,1986,22000,28-7867-TAU 3061A-TH 694 From TH35E To TH 36,7867,21100,10,900,4.265402844,4.265402844
TH 694 From TH35E To TH 36,Ramsey,1.00,1986,1,8,12,TAU 3061A,1.190000057,", , , I-694East of TH 61West of White Bear AveEB",,28,1,13800,1965,1986,19500,28-7868-TAU 3061A-TH 694 From TH35E To TH 36,7868,13800,10,5700,41.30434783,41.30434783
TH 694 From TH35E To TH 36,Ramsey,1.00,1986,1,8,12,TAU 3061A,1.190000057,", , , WB",,28,1,13800,1965,1986,19500,28-7869-TAU 3061A-TH 694 From TH35E To TH 36,7869,13800,10,5700,41.30434783,41.30434783
TH 694 From TH35E To TH 36,Ramsey,1.00,1986,1,8,12,TAU 3061A,0.610000014,", , , I-694East Of White Bear AvenueWest Of McKnight RoadEB",,28,1,16000,1965,1986,19500,28-7870-TAU 3061A-TH 694 From TH35E To TH 36,7870,16000,10,3500,21.875,21.875
TH 694 From TH35E To TH 36,Ramsey,1.00,1986,1,8,12,TAU 3061A,0.610000014,", , , WB",,28,1,16000,1965,1986,19500,28-7871-TAU 3061A-TH 694 From TH35E To TH 36,7871,16000,10,3500,21.875,21.875
TH 694 From TH35E To TH 36,Ramsey,1.00,1986,1,8,12,TAU 3061A,1.00999999,", , , I-694East Of McKnight RoadWest of TH 100EB",,28,1,16000,1965,1986,18250,28-7872-TAU 3061A-TH 694 From TH35E To TH 36,7872,16000,10,2250,14.0625,14.0625
TH 694 From TH35E To TH 36,Ramsey,1.00,1986,1,8,12,TAU 3061A,1.00999999,", , , WB",,28,1,16000,1965,1986,18250,28-7873-TAU 3061A-TH 694 From TH35E To TH 36,7873,16000,10,2250,14.0625,14.0625
TH 694 From TH35E To TH 36,Washington,1.00,1986,1,8,12,TAU 3061A,0.600000024,", , , I-694East Of TH 100EB",,28,1,16700,1965,1986,14000,28-7874-TAU 3061A-TH 694 From TH35E To TH 36,7874,16700,10,-2700,-16.16766467,16.16766467
TH 694 From TH35E To TH 36,Washington,1.00,1986,1,8,12,TAU 3061A,0.600000024,", , , WB",,28,1,16700,1965,1986,14000,28-7875-TAU 3061A-TH 694 From TH35E To TH 36,7875,16700,10,-2700,-16.16766467,16.16766467
TH 55 From Western City Limits To TH61,Dakota,1.00,2008,1,8,12,TA-M300,0.129999995,", , , TH 55East Of Pine StEB",,28,1,6750,1983,2008,8000,28-7880-TA-M300-TH 55 From Western City Limits To TH61,7880,6750,14,1250,18.51851852,18.51851852
TH 55 From Western City Limits To TH61,Dakota,1.00,2008,1,8,12,TA-M300,0.129999995,", , , WB",,28,1,6750,1983,2008,8000,28-7881-TA-M300-TH 55 From Western City Limits To TH61,7881,6750,14,1250,18.51851852,18.51851852
TH 55 From Western City Limits To TH61,Dakota,1.00,2008,1,8,12,TA-M300,,", , , TH 55West Of Westview DriveEB",,28,1,4510,1983,2008,8000,28-7882-TA-M300-TH 55 From Western City Limits To TH61,7882,4510,14,3490,77.38359202,77.38359202
TH 55 From Western City Limits To TH61,Dakota,1.00,2008,1,8,12,TA-M300,,", , , WB",,28,1,4510,1983,2008,8000,28-7883-TA-M300-TH 55 From Western City Limits To TH61,7883,4510,14,3490,77.38359202,77.38359202
TH 55 From Western City Limits To TH61,Dakota,1.00,2008,1,8,12,TA-M300,,", , , TH 55Between Westview DriveEB",,28,1,3740,1983,2008,8000,28-7884-TA-M300-TH 55 From Western City Limits To TH61,7884,3740,14,4260,113.9037433,113.9037433
TH 55 From Western City Limits To TH61,Dakota,1.00,2008,1,8,12,TA-M300,,", , , WB",,28,1,3740,1983,2008,8000,28-7885-TA-M300-TH 55 From Western City Limits To TH61,7885,3740,14,4260,113.9037433,113.9037433
TH 55 From Western City Limits To TH61,Dakota,1.00,2008,1,8,12,TA-M300,0.280000001,", , , TH 55East Of Westview DriveEB",,28,1,6855,1983,2008,10000,28-7886-TA-M300-TH 55 From Western City Limits To TH61,7886,6855,14,3145,45.8789205,45.8789205
TH 55 From Western City Limits To TH61,Dakota,1.00,2008,1,8,12,TA-M300,0.280000001,", , , WB",,28,1,6855,1983,2008,10000,28-7887-TA-M300-TH 55 From Western City Limits To TH61,7887,6855,14,3145,45.8789205,45.8789205
TH 55 From Western City Limits To TH61,Dakota,1.00,2008,1,8,12,TA-M300,0.370000005,", , , TH 55West Of Pleasant DriveEB",,28,1,3675,1983,2008,8000,28-7888-TA-M300-TH 55 From Western City Limits To TH61,7888,3675,14,4325,117.6870748,117.6870748
TH 55 From Western City Limits To TH61,Dakota,1.00,2008,1,8,12,TA-M300,0.370000005,", , , WB",,28,1,3675,1983,2008,8000,28-7889-TA-M300-TH 55 From Western City Limits To TH61,7889,3675,14,4325,117.6870748,117.6870748
TH 55 From Western City Limits To TH61,Dakota,1.00,2008,1,8,12,TA-M300,,", , , TH 55Between Pleasant DriveEB",,28,1,3080,1983,2008,8000,28-7890-TA-M300-TH 55 From Western City Limits To TH61,7890,3080,14,4920,159.7402597,159.7402597
TH 55 From Western City Limits To TH61,Dakota,1.00,2008,1,8,12,TA-M300,,", , , WB",,28,1,3080,1983,2008,8000,28-7891-TA-M300-TH 55 From Western City Limits To TH61,7891,3080,14,4920,159.7402597,159.7402597
TH 55 From Western City Limits To TH61,Dakota,1.00,2008,1,8,12,TA-M300,,", , , TH 55East Of Pleasant DriveEB",,28,1,4515,1983,2008,8000,28-7892-TA-M300-TH 55 From Western City Limits To TH61,7892,4515,14,3485,77.18715393,77.18715393
TH 55 From Western City Limits To TH61,Dakota,1.00,2008,1,8,12,TA-M300,,", , , WB",,28,1,4515,1983,2008,8000,28-7893-TA-M300-TH 55 From Western City Limits To TH61,7893,4515,14,3485,77.18715393,77.18715393
TH 94 Vicinity Of Sixth Street In St. Paul,Ramsey,1.00,1985,1,8,12,TAS 3066A-14,0.100000001,", , , WB",,28,1,49400,1969,1985,49750,28-7894-TAS 3066A-14-TH 94 Vicinity Of Sixth Street In St. Paul,7894,49400,7,350,0.708502024,0.708502024
TH 94 Vicinity Of Sixth Street In St. Paul,Ramsey,1.00,1985,1,8,12,TAS 3066A-14,0.159999996,", , , I-94East Of Western 6th St RampsWest Of Lafayette RoadEB",,28,1,40400,1969,1985,49750,28-7895-TAS 3066A-14-TH 94 Vicinity Of Sixth Street In St. Paul,7895,40400,7,9350,23.14356436,23.14356436
TH 94 Vicinity Of Sixth Street In St. Paul,Ramsey,1.00,1985,1,8,12,TAS 3066A-14,0.159999996,", , , WB",,28,1,51100,1969,1985,49750,28-7896-TAS 3066A-14-TH 94 Vicinity Of Sixth Street In St. Paul,7896,51100,7,-1350,-2.641878669,2.641878669
TH 94 Vicinity Of Sixth Street In St. Paul,Ramsey,1.00,1985,1,8,12,TAS 3066A-14,0.170000002,", , , I-94East Of Lafayette RdWest Of Eastern 6th St RampsEB",,28,1,55900,1969,1985,41225,28-7897-TAS 3066A-14-TH 94 Vicinity Of Sixth Street In St. Paul,7897,55900,7,-14675,-26.25223614,26.25223614
TH 94 Vicinity Of Sixth Street In St. Paul,Ramsey,1.00,1985,1,8,12,TAS 3066A-14,0.219999999,", , , WB",,28,1,57600,1969,1985,41225,28-7898-TAS 3066A-14-TH 94 Vicinity Of Sixth Street In St. Paul,7898,57600,7,-16375,-28.42881944,28.42881944
TH 94 Vicinity Of Sixth Street In St. Paul,Ramsey,1.00,1985,1,8,12,TAS 3066A-14,0.119999997,", , , I-94East Of Eastern 6th St RampsEB",,28,1,39900,1969,1985,34200,28-7899-TAS 3066A-14-TH 94 Vicinity Of Sixth Street In St. Paul,7899,39900,7,-5700,-14.28571429,14.28571429
TH 94 Vicinity Of Sixth Street In St. Paul,Ramsey,1.00,1985,1,8,12,TAS 3066A-14,0.119999997,", , , WB",,28,1,41600,1969,1985,34200,28-7900-TAS 3066A-14-TH 94 Vicinity Of Sixth Street In St. Paul,7900,41600,7,-7400,-17.78846154,17.78846154
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,1,", , , I-494East Of I-35EEB",,28,1,32600,1983,2000,48000,"28-7901-TA-M292-Airport South Study (TH77, I-494, TH5)",7901,32600,104,15400,47.2392638,47.2392638
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,1,", , , WB",,28,1,32600,1983,2000,48000,"28-7902-TA-M292-Airport South Study (TH77, I-494, TH5)",7902,32600,104,15400,47.2392638,47.2392638
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , I-494Between I-35EEB",,28,1,22400,1983,2000,48000,"28-7903-TA-M292-Airport South Study (TH77, I-494, TH5)",7903,22400,104,25600,114.2857143,114.2857143
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , WB",,28,1,22400,1983,2000,48000,"28-7904-TA-M292-Airport South Study (TH77, I-494, TH5)",7904,22400,104,25600,114.2857143,114.2857143
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,1.090000033,", , , I-494West Of I-35EEast Of CSAH 31EB",,28,1,27100,1983,2000,48500,"28-7905-TA-M292-Airport South Study (TH77, I-494, TH5)",7905,27100,104,21400,78.96678967,78.96678967
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,1.090000033,", , , WB",,28,1,27100,1983,2000,48500,"28-7906-TA-M292-Airport South Study (TH77, I-494, TH5)",7906,27100,104,21400,78.96678967,78.96678967
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , I-494Between CSAH 31EB",,28,1,23300,1983,2000,48500,"28-7907-TA-M292-Airport South Study (TH77, I-494, TH5)",7907,23300,104,25200,108.1545064,108.1545064
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , WB",,28,1,23300,1983,2000,48500,"28-7908-TA-M292-Airport South Study (TH77, I-494, TH5)",7908,23300,104,25200,108.1545064,108.1545064
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,2.089999914,", , , I-494West Of CSAH 31East Of TH5EB",,28,1,28500,1983,2000,50500,"28-7909-TA-M292-Airport South Study (TH77, I-494, TH5)",7909,28500,104,22000,77.19298246,77.19298246
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,2.089999914,", , , WB",,28,1,28500,1983,2000,50500,"28-7910-TA-M292-Airport South Study (TH77, I-494, TH5)",7910,28500,104,22000,77.19298246,77.19298246
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , I-494Between TH 5EB",,28,1,24500,1983,2000,50500,"28-7911-TA-M292-Airport South Study (TH77, I-494, TH5)",7911,24500,104,26000,106.122449,106.122449
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , WB",,28,1,24500,1983,2000,50500,"28-7912-TA-M292-Airport South Study (TH77, I-494, TH5)",7912,24500,104,26000,106.122449,106.122449
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.800000012,", , , I-494West Of TH 5East Of 34th StreetEB",,28,1,46250,1983,2000,80000,"28-7913-TA-M292-Airport South Study (TH77, I-494, TH5)",7913,46250,104,33750,72.97297297,72.97297297
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.800000012,", , , WB",,28,1,46250,1983,2000,80000,"28-7914-TA-M292-Airport South Study (TH77, I-494, TH5)",7914,46250,104,33750,72.97297297,72.97297297
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , I-494Between 34th StreetEB",,28,1,40750,1983,2000,80000,"28-7915-TA-M292-Airport South Study (TH77, I-494, TH5)",7915,40750,104,39250,96.3190184,96.3190184
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , WB",,28,1,40750,1983,2000,80000,"28-7916-TA-M292-Airport South Study (TH77, I-494, TH5)",7916,40750,104,39250,96.3190184,96.3190184
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.720000029,", , , I-494West Of 34th StreetEast Of 24th StreetEB",,28,1,46750,1983,2000,85000,"28-7917-TA-M292-Airport South Study (TH77, I-494, TH5)",7917,46750,104,38250,81.81818182,81.81818182
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.720000029,", , , WB",,28,1,46750,1983,2000,85000,"28-7918-TA-M292-Airport South Study (TH77, I-494, TH5)",7918,46750,104,38250,81.81818182,81.81818182
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , I-494Between 24th StreetEB",,28,1,44000,1983,2000,85000,"28-7919-TA-M292-Airport South Study (TH77, I-494, TH5)",7919,44000,104,41000,93.18181818,93.18181818
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , WB",,28,1,44000,1983,2000,85000,"28-7920-TA-M292-Airport South Study (TH77, I-494, TH5)",7920,44000,104,41000,93.18181818,93.18181818
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.479999989,", , , I-494West Of 24th StreetEast Of Cedar AveEB",,28,1,51250,1983,2000,70500,"28-7921-TA-M292-Airport South Study (TH77, I-494, TH5)",7921,51250,104,19250,37.56097561,37.56097561
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.479999989,", , , WB",,28,1,51250,1983,2000,70500,"28-7922-TA-M292-Airport South Study (TH77, I-494, TH5)",7922,51250,104,19250,37.56097561,37.56097561
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , I-494Between Cedar AveEB",,28,1,41050,1983,2000,70500,"28-7923-TA-M292-Airport South Study (TH77, I-494, TH5)",7923,41050,104,29450,71.74177832,71.74177832
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , WB",,28,1,41050,1983,2000,70500,"28-7924-TA-M292-Airport South Study (TH77, I-494, TH5)",7924,41050,104,29450,71.74177832,71.74177832
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.519999981,", , , I-494West Of Cedar AveEast Of 12th AveEB",,28,1,57250,1983,2000,80250,"28-7925-TA-M292-Airport South Study (TH77, I-494, TH5)",7925,57250,104,23000,40.17467249,40.17467249
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.519999981,", , , WB",,28,1,57250,1983,2000,80250,"28-7926-TA-M292-Airport South Study (TH77, I-494, TH5)",7926,57250,104,23000,40.17467249,40.17467249
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.5,", , , I-494West Of 12th AveEast Of Portland AveEB",,28,1,50350,1983,2000,74500,"28-7927-TA-M292-Airport South Study (TH77, I-494, TH5)",7927,50350,104,24150,47.96425025,47.96425025
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.5,", , , WB",,28,1,50350,1983,2000,74500,"28-7928-TA-M292-Airport South Study (TH77, I-494, TH5)",7928,50350,104,24150,47.96425025,47.96425025
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.5,", , , I-494West Of Portland Ave.East Of Nicollet AveEB",,28,1,59850,1983,2000,80000,"28-7929-TA-M292-Airport South Study (TH77, I-494, TH5)",7929,59850,104,20150,33.66750209,33.66750209
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.5,", , , WB",,28,1,59850,1983,2000,80000,"28-7930-TA-M292-Airport South Study (TH77, I-494, TH5)",7930,59850,104,20150,33.66750209,33.66750209
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , I-494Between Nicollet Ave.EB",,28,1,52850,1983,2000,80000,"28-7931-TA-M292-Airport South Study (TH77, I-494, TH5)",7931,52850,104,27150,51.371807,51.371807
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , WB",,28,1,52850,1983,2000,80000,"28-7932-TA-M292-Airport South Study (TH77, I-494, TH5)",7932,52850,104,27150,51.371807,51.371807
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.49000001,", , , I-494West Of Nicollet Ave.East Of Lyndale AveEB",,28,1,60850,1983,2000,80000,"28-7933-TA-M292-Airport South Study (TH77, I-494, TH5)",7933,60850,104,19150,31.47082991,31.47082991
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.49000001,", , , WB",,28,1,60850,1983,2000,80000,"28-7934-TA-M292-Airport South Study (TH77, I-494, TH5)",7934,60850,104,19150,31.47082991,31.47082991
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , I-494Between Lyndale AveEB",,28,1,55150,1983,2000,80000,"28-7935-TA-M292-Airport South Study (TH77, I-494, TH5)",7935,55150,104,24850,45.05893019,45.05893019
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , WB",,28,1,55150,1983,2000,80000,"28-7936-TA-M292-Airport South Study (TH77, I-494, TH5)",7936,55150,104,24850,45.05893019,45.05893019
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.5,", , , I-494West of Lyndale AveEast Of I-35WEB",,28,1,62650,1983,2000,80500,"28-7937-TA-M292-Airport South Study (TH77, I-494, TH5)",7937,62650,104,17850,28.49162011,28.49162011
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.5,", , , WB",,28,1,62650,1983,2000,80500,"28-7938-TA-M292-Airport South Study (TH77, I-494, TH5)",7938,62650,104,17850,28.49162011,28.49162011
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , I-494Between I-35WEB",,28,1,47150,1983,2000,80500,"28-7939-TA-M292-Airport South Study (TH77, I-494, TH5)",7939,47150,104,33350,70.73170732,70.73170732
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,,", , , WB",,28,1,47150,1983,2000,80500,"28-7940-TA-M292-Airport South Study (TH77, I-494, TH5)",7940,47150,104,33350,70.73170732,70.73170732
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.5,", , , I-494West Of I-35WEB",,28,1,69150,1983,2000,87500,"28-7941-TA-M292-Airport South Study (TH77, I-494, TH5)",7941,69150,104,18350,26.53651482,26.53651482
"Airport South Study (TH77, I-494, TH5)",,1.00,2000,1,8,12,TA-M292,0.5,", , , WB",,28,1,69150,1983,2000,87500,"28-7942-TA-M292-Airport South Study (TH77, I-494, TH5)",7942,69150,104,18350,26.53651482,26.53651482
"Airport South Study (TH77, I-494, TH5)",Dakota,1.00,2000,1,8,12,TA-M292,0.25,", , , I-35ENorth Of I-494NB",,28,1,24800,1983,2000,36500,"28-7943-TA-M292-Airport South Study (TH77, I-494, TH5)",7943,24800,104,11700,47.17741935,47.17741935
"Airport South Study (TH77, I-494, TH5)",Dakota,1.00,2000,1,8,12,TA-M292,0.25,", , , SB",,28,1,24800,1983,2000,36500,"28-7944-TA-M292-Airport South Study (TH77, I-494, TH5)",7944,24800,104,11700,47.17741935,47.17741935
"Airport South Study (TH77, I-494, TH5)",Dakota,1.00,2000,1,8,12,TA-M292,,", , , I-35EBetween I-494NB",,28,1,20000,1983,2000,36500,"28-7945-TA-M292-Airport South Study (TH77, I-494, TH5)",7945,20000,104,16500,82.5,82.5
"Airport South Study (TH77, I-494, TH5)",Dakota,1.00,2000,1,8,12,TA-M292,,", , , SB",,28,1,20000,1983,2000,36500,"28-7946-TA-M292-Airport South Study (TH77, I-494, TH5)",7946,20000,104,16500,82.5,82.5
"Airport South Study (TH77, I-494, TH5)",Dakota,1.00,2000,1,8,12,TA-M292,0.25,", , , I-35ESouth of I-494NB",,28,1,30100,1983,2000,51500,"28-7947-TA-M292-Airport South Study (TH77, I-494, TH5)",7947,30100,104,21400,71.09634551,71.09634551
"Airport South Study (TH77, I-494, TH5)",Dakota,1.00,2000,1,8,12,TA-M292,0.25,", , , SB",,28,1,30100,1983,2000,51500,"28-7948-TA-M292-Airport South Study (TH77, I-494, TH5)",7948,30100,104,21400,71.09634551,71.09634551
"Airport South Study (TH77, I-494, TH5)",Hennepin,1.00,2000,1,8,12,TA-M292,0.170000002,", , , Cedar Ave (TH 77)North Of I-494NB",,28,1,20800,1983,2000,37000,"28-7949-TA-M292-Airport South Study (TH77, I-494, TH5)",7949,20800,104,16200,77.88461538,77.88461538
"Airport South Study (TH77, I-494, TH5)",Hennepin,1.00,2000,1,8,12,TA-M292,0.170000002,", , , SB",,28,1,20800,1983,2000,37000,"28-7950-TA-M292-Airport South Study (TH77, I-494, TH5)",7950,20800,104,16200,77.88461538,77.88461538
"Airport South Study (TH77, I-494, TH5)",Hennepin,1.00,2000,1,8,12,TA-M292,,", , , Cedar Ave (TH 77)Between I-494NB",,28,1,12800,1983,2000,37000,"28-7951-TA-M292-Airport South Study (TH77, I-494, TH5)",7951,12800,104,24200,189.0625,189.0625
"Airport South Study (TH77, I-494, TH5)",Hennepin,1.00,2000,1,8,12,TA-M292,,", , , SB",,28,1,12800,1983,2000,37000,"28-7952-TA-M292-Airport South Study (TH77, I-494, TH5)",7952,12800,104,24200,189.0625,189.0625
"Airport South Study (TH77, I-494, TH5)",Hennepin,1.00,2000,1,8,12,TA-M292,0.300000012,", , , Cedar Ave (TH 77)South of I-494NB",,28,1,31200,1983,2000,47500,"28-7953-TA-M292-Airport South Study (TH77, I-494, TH5)",7953,31200,104,16300,52.24358974,52.24358974
"Airport South Study (TH77, I-494, TH5)",Hennepin,1.00,2000,1,8,12,TA-M292,0.300000012,", , , SB",,28,1,31200,1983,2000,47500,"28-7954-TA-M292-Airport South Study (TH77, I-494, TH5)",7954,31200,104,16300,52.24358974,52.24358974
"Airport South Study (TH77, I-494, TH5)",Hennepin,1.00,2000,1,8,12,TA-M292,0.25,", , , I-35WNorth Of I-494NB",,28,1,42500,1983,2000,49000,"28-7955-TA-M292-Airport South Study (TH77, I-494, TH5)",7955,42500,104,6500,15.29411765,15.29411765
"Airport South Study (TH77, I-494, TH5)",Hennepin,1.00,2000,1,8,12,TA-M292,0.25,", , , SB",,28,1,42500,1983,2000,49000,"28-7956-TA-M292-Airport South Study (TH77, I-494, TH5)",7956,42500,104,6500,15.29411765,15.29411765
"Airport South Study (TH77, I-494, TH5)",Hennepin,1.00,2000,1,8,12,TA-M292,,", , , I-35WBetween I-494NB",,28,1,25000,1983,2000,49000,"28-7957-TA-M292-Airport South Study (TH77, I-494, TH5)",7957,25000,104,24000,96,96
"Airport South Study (TH77, I-494, TH5)",Hennepin,1.00,2000,1,8,12,TA-M292,,", , , SB",,28,1,25000,1983,2000,49000,"28-7958-TA-M292-Airport South Study (TH77, I-494, TH5)",7958,25000,104,24000,96,96
"Airport South Study (TH77, I-494, TH5)",Hennepin,1.00,2000,1,8,12,TA-M292,0.219999999,", , , I-35WSouth of I-494NB",,28,1,45000,1983,2000,59500,"28-7959-TA-M292-Airport South Study (TH77, I-494, TH5)",7959,45000,104,14500,32.22222222,32.22222222
