BriefDescription,Length_miles,FunctionalClass,ImprovementType,State,InternalProjectID,main_ProjectInformation_ProjectID,County,TollType,ForecastYear,TrafficForecast,ForecastYearType,YearForecastProduced,ForecastMethodology,SegmentDescription,main_TrafficForecast_ProjectID,SegmentID,Year_ofObservation,Count,DiffYear
,,,,,80169,,,1,2008,10602.5,1,2006,6,,,,2008,9530,0
,,,,,80183,,,1,2010,5270,1,2006,6,,,,2010,4440,0
,,,,,79449,,,1,2010,5969.166667,1,2006,6,,,,2010,5290,0
,,,,,80395,,,1,2008,19430,1,2007,6,,,,2008,17340,0
,,,,,78043,,,1,2010,37127,1,2007,6,,,,2010,31410,0
,,,,,76536,,,1,2011,7261,1,2007,6,,,,2011,6080,0
,,,,,23574,,,1,2010,7940,1,2007,6,,,,2010,6070,0
,,,,,23574,,,1,2010,7401,1,2007,6,,,,2010,6640,0
,,,,,23574,,,1,2010,4504.5,1,2007,6,,,,2010,4630,0
,,,,,23574,,,1,2010,5251,1,2007,6,,,,2010,4590,0
,,,,,80173,,,1,2009,3280,1,2007,6,,,,2009,2990,0
,,,,,80173,,,1,2009,3550,1,2007,6,,,,2009,2990,0
,,,,,80173,,,1,2009,2900,1,2007,6,,,,2009,2380,0
,,,,,80173,,,1,2009,4360,1,2007,6,,,,2009,3330,0
,,,,,80173,,,1,2009,6110,1,2007,6,,,,2009,5220,0
,,,,,80173,,,1,2009,4520,1,2007,6,,,,2009,5720,0
,,,,,80173,,,1,2009,4510,1,2007,6,,,,2009,4570,0
,,,,,80173,,,1,2009,3200,1,2007,6,,,,2009,3730,0
,,,,,77562,,,1,2008,1671.5,1,2007,6,,,,2008,1600,0
,,,,,79029,,,1,2008,10343.65,1,2007,6,,,,2008,11040,0
,,,,,79029,,,1,2008,11520,1,2007,6,,,,2008,11040,0
,,,,,79029,,,1,2008,11340,1,2007,6,,,,2008,11040,0
,,,,,79029,,,1,2008,12880,1,2007,6,,,,2008,11040,0
,,,,,79029,,,1,2008,12770,1,2007,6,,,,2008,11040,0
,,,,,79029,,,1,2008,11690,1,2007,6,,,,2008,11040,0
,,,,,79029,,,1,2008,15340,1,2007,6,,,,2008,13700,0
,,,,,79029,,,1,2008,16650,1,2007,6,,,,2008,13700,0
,,,,,79029,,,1,2008,6755,1,2007,6,,,,2008,6780,0
,,,,,19567,,,1,2009,6120,1,2007,6,,,,2009,4390,0
,,,,,79029,,,1,2008,9393,1,2007,6,,,,2008,5990,0
,,,,,79029,,,1,2008,16778,1,2007,6,,,,2008,13180,0
,,,,,79029,,,1,2008,15492.5,1,2007,6,,,,2008,13180,0
,,,,,79029,,,1,2008,14555,1,2007,6,,,,2008,13180,0
,,,,,79029,,,1,2008,14066.5,1,2007,6,,,,2008,13180,0
,,,,,79029,,,1,2008,13374,1,2007,6,,,,2008,13180,0
,,,,,79029,,,1,2008,12873,1,2007,6,,,,2008,13180,0
,,,,,79029,,,1,2008,12044,1,2007,6,,,,2008,13180,0
,,,,,79029,,,1,2008,12026,1,2007,6,,,,2008,13180,0
,,,,,79029,,,1,2008,7438,1,2007,6,,,,2008,7760,0
,,,,,79029,,,1,2008,8877,1,2007,6,,,,2008,8190,0
,,,,,76990,,,1,2007,2351,1,2007,6,,,,2007,2380,0
,,,,,22245,,,1,2009,24740,1,2008,6,,,,2009,19340,0
,,,,,22245,,,1,2009,23650,1,2008,6,,,,2009,19170,0
,,,,,25575,,,1,2010,21148.33333,1,2008,6,,,,2010,17970,0
,,,,,25575,,,1,2010,21857.5,1,2008,6,,,,2010,19000,0
,,,,,83273,,,1,2009,62100,1,2008,6,,,,2009,48840,0
,,,,,83273,,,1,2009,67000,1,2008,6,,,,2009,52430,0
,,,,,22245,,,1,2009,9910,1,2008,6,,,,2009,1640,0
,,,,,81485,,,1,2009,16510,1,2008,6,,,,2009,15110,0
,,,,,81485,,,1,2009,18030,1,2008,6,,,,2009,15150,0
,,,,,23800,,,1,2010,26430.83333,1,2008,6,,,,2010,22200,0
,,,,,84353,,,1,2010,6672,1,2008,6,,,,2010,6000,0
,,,,,23022,,,1,2010,3519,1,2008,6,,,,2010,3600,0
,,,,,22245,,,1,2009,27770,1,2008,6,,,,2009,19170,0
,,,,,22245,,,1,2009,30910,1,2008,6,,,,2009,23070,0
,,,,,84096,,,1,2010,161933.5,1,2008,6,,,,2010,141060,0
,,,,,83273,,,1,2009,66900,1,2008,6,,,,2009,57610,0
,,,,,83273,,,1,2010,82000,1,2008,6,,,,2010,63540,0
,,,,,83273,,,1,2010,99830,1,2008,6,,,,2010,79840,0
,,,,,83273,,,1,2010,106830,1,2008,6,,,,2010,86170,0
,,,,,83273,,,1,2010,104905,1,2008,6,,,,2010,84460,0
,,,,,83273,,,1,2010,102770,1,2008,6,,,,2010,82670,0
,,,,,83273,,,1,2010,106455,1,2008,6,,,,2010,87560,0
,,,,,23799,,,1,2008,31243.33333,1,2008,6,,,,2008,33740,0
,,,,,23799,,,1,2008,38340,1,2008,6,,,,2008,41350,0
,,,,,23799,,,1,2008,45719.16667,1,2008,6,,,,2008,48410,0
,,,,,23800,,,1,2010,32864.16667,1,2008,6,,,,2010,28490,0
,,,,,22245,,,1,2009,15730,1,2008,6,,,,2009,4690,0
,,,,,86769,,,1,2009,2990,1,2009,6,,,,2009,2990,0
,,,,,77568,,,1,2010,91017.5,1,2009,6,,,,2010,86960,0
,,,,,25528,,,1,2010,107203.3333,1,2009,6,,,,2010,90150,0
,,,,,25528,,,1,2010,93022.5,1,2009,6,,,,2010,77990,0
,,,,,25528,,,1,2010,91126.66667,1,2009,6,,,,2010,76290,0
,,,,,25528,,,1,2010,85234.16667,1,2009,6,,,,2010,64800,0
,,,,,87349,,,1,2008,75090,1,2009,6,,,,2008,70890,0
,,,,,21927,,,1,2010,9250,1,2005,6,,,,2010,9710,0
,,,,,21927,,,1,2010,12450,1,2005,6,,,,2010,12860,0
,,,,,21927,,,1,2010,32310,1,2005,6,,,,2010,29070,0
,,,,,21927,,,1,2010,18980,1,2005,6,,,,2010,16580,0
,,,,,21927,,,1,2010,19140,1,2005,6,,,,2010,10900,0
,,,,,21927,,,1,2010,12320,1,2005,6,,,,2010,10900,0
,,,,,22200,,,1,2010,64960,1,2006,6,,,,2010,61100,0
,,,,,22200,,,1,2010,117320,1,2006,6,,,,2010,107250,0
,,,,,22200,,,1,2010,102450,1,2006,6,,,,2010,95930,0
,,,,,22200,,,1,2010,127440,1,2006,6,,,,2010,121500,0
,,,,,22200,,,1,2010,83210,1,2006,6,,,,2010,72690,0
,,,,,23835,,,1,2010,38310,1,2007,6,,,,2010,27030,0
,,,,,23835,,,1,2008,42030,1,2007,6,,,,2008,34800,0
,,,,,23835,,,1,2008,41578,1,2007,6,,,,2008,33820,0
,,,,,23835,,,1,2008,40523,1,2007,6,,,,2008,32540,0
,,,,,23835,,,1,2008,38912,1,2007,6,,,,2008,31250,0
,,,,,23835,,,1,2008,37106,1,2007,6,,,,2008,29780,0
,,,,,80613,,,1,2008,4057,1,2007,6,,,,2008,2670,0
,,,,,83301,,,1,2009,80240,1,2007,6,,,,2009,61970,0
,,,,,83301,,,1,2010,91200,1,2007,6,,,,2010,65300,0
,,,,,83301,,,1,2010,84070,1,2007,6,,,,2010,63710,0
,,,,,83301,,,1,2010,78530,1,2007,6,,,,2010,56200,0
,,,,,83301,,,1,2010,87630,1,2007,6,,,,2010,63540,0
,,,,,83301,,,1,2010,108110,1,2007,6,,,,2010,79840,0
,,,,,83301,,,1,2010,110490,1,2007,6,,,,2010,82670,0
,,,,,83301,,,1,2010,113350,1,2007,6,,,,2010,87560,0
,,,,,83301,,,1,2010,102690,1,2007,6,,,,2010,90150,0
,,,,,21147,,,1,2008,14284,1,2007,6,,,,2008,8670,0
,,,,,82505,,,1,2009,19521,1,2007,6,,,,2009,21020,0
,,,,,82505,,,1,2009,38626,1,2007,6,,,,2009,33860,0
,,,,,82505,,,1,2009,38660,1,2007,6,,,,2009,33850,0
,,,,,82505,,,1,2009,33560,1,2007,6,,,,2009,26910,0
,,,,,82505,,,1,2009,28290,1,2007,6,,,,2009,27000,0
,,,,,82505,,,1,2009,18460,1,2007,6,,,,2009,19290,0
,,,,,80145,,,1,2008,6991,1,2007,6,,,,2008,7200,0
,,,,,25203,,,1,2010,49110,1,2008,6,,,,2010,47810,0
,,,,,25203,,,1,2010,48870,1,2008,6,,,,2010,47220,0
,,,,,79745,,,1,2009,11805,1,2008,6,,,,2009,11690,0
,,,,,79745,,,1,2009,11983.75,1,2008,6,,,,2009,11370,0
,,,,,77318,,,1,2009,18082.5,1,2008,6,,,,2009,14700,0
,,,,,81243,,,1,2009,9223,1,2008,6,,,,2009,7090,0
,,,,,81243,,,1,2009,7181.5,1,2008,6,,,,2009,7090,0
,,,,,82824,,,1,2009,19585.5,1,2008,6,,,,2009,19070,0
,,,,,83621,,,1,2010,10100,1,2008,6,,,,2010,6680,0
,,,,,83621,,,1,2010,7100,1,2008,6,,,,2010,5320,0
,,,,,82298,,,1,2008,11419,1,2008,6,,,,2008,8880,0
,,,,,82298,,,1,2009,11631.5,1,2008,6,,,,2009,8880,0
,,,,,82298,,,1,2009,12313,1,2008,6,,,,2009,9660,0
,,,,,80178,,,1,2009,3375.833333,1,2008,6,,,,2009,2820,0
,,,,,80178,,,1,2009,2993.333333,1,2008,6,,,,2009,2600,0
,,,,,25667,,,1,2010,2700,1,2008,6,,,,2010,2240,0
,,,,,25667,,,1,2010,2670,1,2008,6,,,,2010,1940,0
,,,,,25667,,,1,2010,2970,1,2008,6,,,,2010,2180,0
,,,,,82275,,,1,2010,4720,1,2008,6,,,,2010,4630,0
,,,,,81918,,,1,2008,5531,1,2008,6,,,,2008,5680,0
,,,,,80182,,,1,2010,5600,1,2008,6,,,,2010,5090,0
,,,,,80182,,,1,2010,8470,1,2008,6,,,,2010,7270,0
,,,,,80182,,,1,2010,11080,1,2008,6,,,,2010,8870,0
,,,,,84778,,,1,2010,2530,1,2008,6,,,,2010,2360,0
,,,,,80174,,,1,2009,2218.333333,1,2008,6,,,,2009,2150,0
,,,,,80174,,,1,2009,2625.833333,1,2008,6,,,,2009,2260,0
,,,,,80174,,,1,2009,1925.833333,1,2008,6,,,,2009,1740,0
,,,,,80174,,,1,2009,3175.833333,1,2008,6,,,,2009,2940,0
,,,,,80174,,,1,2009,3782.5,1,2008,6,,,,2009,3480,0
,,,,,80174,,,1,2009,4580,1,2008,6,,,,2009,3950,0
,,,,,80174,,,1,2009,1940,1,2008,6,,,,2009,2200,0
,,,,,80174,,,1,2009,2020.833333,1,2008,6,,,,2009,1840,0
,,,,,81243,,,1,2009,13120,1,2008,6,,,,2009,11640,0
,,,,,81243,,,1,2009,6310,1,2008,6,,,,2009,5630,0
,,,,,82812,,,1,2009,1232.5,1,2008,6,,,,2009,1230,0
,,,,,75444,,,1,2008,1111,1,2008,6,,,,2008,820,0
,,,,,84483,,,1,2010,139230,1,2008,6,,,,2010,121010,0
,,,,,80030,,,1,2009,55001,1,2008,6,,,,2009,42360,0
,,,,,80030,,,1,2009,70561,1,2008,6,,,,2009,55080,0
,,,,,82030,,,1,2010,18110,1,2008,6,,,,2010,14860,0
,,,,,82298,,,1,2009,9728,1,2008,6,,,,2009,7760,0
,,,,,21755,,,1,2007,25320,1,2008,6,,,,2007,16180,0
,,,,,21755,,,1,2007,16564,1,2008,6,,,,2007,29190,0
,,,,,21755,,,1,2007,16566,1,2008,6,,,,2007,16560,0
,,,,,81405,,,1,2010,22810,1,2008,6,,,,2010,21990,0
,,,,,81405,,,1,2010,17990,1,2008,6,,,,2010,17440,0
,,,,,81405,,,1,2010,13660,1,2008,6,,,,2010,12870,0
,,,,,82030,,,1,2010,36410,1,2008,6,,,,2010,35440,0
,,,,,18232,,,1,2008,6617,1,2008,6,,,,2008,8020,0
,,,,,18241,,,1,2009,47524.5,1,2009,6,,,,2009,42100,0
,,,,,18242,,,1,2009,46785.5,1,2009,6,,,,2009,41170,0
,,,,,83620,,,1,2009,57406.5,1,2009,6,,,,2009,44930,0
,,,,,86369,,,1,2008,6963,1,2009,6,,,,2008,7240,0
,,,,,86369,,,1,2008,6765,1,2009,6,,,,2008,4120,0
,,,,,23738,,,1,2009,12795,1,2009,6,,,,2009,10970,0
,,,,,77349,,,1,2007,7102.5,1,2009,6,,,,2007,7100,0
,,,,,81269,,,1,2008,6470,1,2009,6,,,,2008,6460,0
,,,,,86816,,,1,2009,7254.166667,1,2009,6,,,,2009,7250,0
,,,,,86816,,,1,2009,3358.333333,1,2009,6,,,,2009,3360,0
,,,,,86816,,,1,2009,3546.666667,1,2009,6,,,,2009,3550,0
,,,,,86816,,,1,2009,3546.666667,1,2009,6,,,,2009,3550,0
,,,,,86816,,,1,2009,2514.166667,1,2009,6,,,,2009,2510,0
,,,,,86816,,,1,2009,2623.333333,1,2009,6,,,,2009,2620,0
,,,,,86369,,,1,2008,2652,1,2009,6,,,,2008,1990,0
,,,,,86369,,,1,2008,1050,1,2009,6,,,,2008,1080,0
,,,,,82040,,,1,2010,4340,1,2009,6,,,,2010,4980,0
,,,,,82040,,,1,2010,6340,1,2009,6,,,,2010,7760,0
,,,,,82040,,,1,2010,5350,1,2009,6,,,,2010,5380,0
,,,,,81934,,,1,2009,3660,1,2009,6,,,,2009,4570,0
,,,,,83359,,,1,2008,10198,1,2009,6,,,,2008,9120,0
,,,,,83359,,,1,2008,4412,1,2009,6,,,,2008,4270,0
,,,,,83359,,,1,2008,7990,1,2009,6,,,,2008,7020,0
,,,,,83359,,,1,2008,8392,1,2009,6,,,,2008,7290,0
,,,,,19571,,,1,2009,1367,1,2009,6,,,,2009,1000,0
,,,,,19601,,,1,2009,1488.5,1,2009,6,,,,2009,1470,0
,,,,,82040,,,1,2010,2350,1,2009,6,,,,2010,2180,0
,,,,,18241,,,1,2009,3176,1,2009,6,,,,2009,2940,0
,,,,,18242,,,1,2009,1816.5,1,2009,6,,,,2009,1700,0
,,,,,13364,,,1,2010,4910,1,2009,6,,,,2010,4610,0
,,,,,16592,,,1,2010,2790,1,2009,6,,,,2010,2040,0
,,,,,79357,,,1,2010,143890,1,2009,6,,,,2010,139740,0
,,,,,79357,,,1,2010,68700,1,2009,6,,,,2010,63940,0
,,,,,79357,,,1,2010,71960,1,2009,6,,,,2010,67560,0
,,,,,79357,,,1,2010,81510,1,2009,6,,,,2010,77080,0
,,,,,79357,,,1,2010,75190,1,2009,6,,,,2010,72720,0
,,,,,86653,,,1,2008,34720,1,2009,6,,,,2008,35860,0
,,,,,86653,,,1,2008,38573.33333,1,2009,6,,,,2008,48730,0
,,,,,83965,,,1,2009,64360.83333,1,2009,6,,,,2009,59640,0
,,,,,83901,,,1,2010,68760,1,2009,6,,,,2010,62680,0
,,,,,86215,,,1,2010,148840,1,2009,6,,,,2010,119000,0
,,,,,79853,,,1,2008,8078.333333,1,2009,6,,,,2008,8650,0
,,,,,79853,,,1,2008,60265,1,2009,6,,,,2008,59970,0
,,,,,79853,,,1,2008,52035,1,2009,6,,,,2008,52020,0
,,,,,79853,,,1,2008,53623.33333,1,2009,6,,,,2008,53590,0
,,,,,79853,,,1,2008,61111.66667,1,2009,6,,,,2008,61100,0
,,,,,77873,,,1,2008,39716,1,2009,6,,,,2008,37210,0
,,,,,77873,,,1,2008,32194,1,2009,6,,,,2008,28800,0
,,,,,78248,,,1,2010,9440,1,2009,6,,,,2010,8960,0
,,,,,78248,,,1,2010,18020,1,2009,6,,,,2010,4770,0
,,,,,78248,,,1,2010,14090,1,2009,6,,,,2010,10880,0
,,,,,83620,,,1,2010,71330,1,2009,6,,,,2010,58810,0
,,,,,79853,,,1,2008,52186.66667,1,2009,6,,,,2008,56000,0
,,,,,79357,,,1,2010,19800,1,2009,6,,,,2010,18140,0
,,,,,79357,,,1,2010,28050,1,2009,6,,,,2010,24370,0
,,,,,79357,,,1,2010,22530,1,2009,6,,,,2010,16430,0
,,,,,79357,,,1,2010,21680,1,2009,6,,,,2010,16430,0
,,,,,86653,,,1,2008,16383.33333,1,2009,6,,,,2008,31890,0
,,,,,18221,,,1,2009,9880,1,2009,6,,,,2009,7760,0
,,,,,78248,,,1,2010,9640,1,2009,6,,,,2010,6830,0
,,,,,81504,,,1,2007,12344.5,1,2009,6,,,,2007,12480,0
,,,,,81504,,,1,2007,8942.5,1,2009,6,,,,2007,9050,0
,,,,,85347,,,1,2010,107450,1,2010,6,,,,2010,96110,0
,,,,,82606,,,1,2009,21099,1,2007,6,,,,2009,17290,0
,,,,,82606,,,1,2009,20427,1,2007,6,,,,2009,17290,0
,,,,,80057,,,1,2009,802,1,2007,6,,,,2009,830,0
,,,,,24947,,,1,2010,11515.5,1,2007,6,,,,2010,8370,0
,,,,,24947,,,1,2010,7275.5,1,2007,6,,,,2010,6030,0
,,,,,24947,,,1,2010,17212.5,1,2007,6,,,,2010,12670,0
,,,,,24947,,,1,2010,16761.5,1,2007,6,,,,2010,8460,0
,,,,,24947,,,1,2010,10053.5,1,2007,6,,,,2010,7920,0
,,,,,86712,,,1,2010,1224,1,2009,6,,,,2010,1310,0
,,,,,84749,,,1,2008,522,1,2009,6,,,,2008,370,0
,,,,,80172,,,1,2009,2371.666667,1,2010,6,,,,2009,1650,0
,,,,,80172,,,1,2009,4380,1,2010,6,,,,2009,2830,0
,,,,,83414,,,1,2010,987.5,1,2010,6,,,,2010,660,0
,,,,,83414,,,1,2010,2680,1,2010,6,,,,2010,2240,0
,,,,,83414,,,1,2010,1763.333333,1,2010,6,,,,2010,1080,0
,,,,,83415,,,1,2010,1524.166667,1,2010,6,,,,2010,1370,0
,,,,,83415,,,1,2010,954.1666667,1,2010,6,,,,2010,850,0
,,,,,83415,,,1,2010,1260.833333,1,2010,6,,,,2010,990,0
,,,,,84280,,,1,2011,5360,1,2010,6,,,,2011,3970,0
,,,,,80170,,,1,2009,1248.333333,1,2010,6,,,,2009,720,0
,,,,,80170,,,1,2009,893.3333333,1,2010,6,,,,2009,830,0
,,,,,80170,,,1,2009,1113.333333,1,2010,6,,,,2009,1080,0
,,,,,80170,,,1,2009,670,1,2010,6,,,,2009,560,0
,,,,,83410,,,1,2010,654.1666667,1,2010,6,,,,2010,500,0
,,,,,83410,,,1,2010,792.5,1,2010,6,,,,2010,730,0
,,,,,83410,,,1,2010,921.6666667,1,2010,6,,,,2010,850,0
,,,,,80172,,,1,2009,6560,1,2010,6,,,,2009,5110,0
,,,,,80172,,,1,2009,4906.666667,1,2010,6,,,,2009,4100,0
,,,,,80172,,,1,2009,3828.333333,1,2010,6,,,,2009,2380,0
,,,,,80172,,,1,2009,2788.333333,1,2010,6,,,,2009,2330,0
,,,,,80172,,,1,2009,2971.666667,1,2010,6,,,,2009,2020,0
,,,,,80197,,,1,2012,3130,1,2007,6,,,,2012,3220,0
,,,,,80198,,,1,2012,2080,1,2007,6,,,,2012,1150,0
,,,,,83079,,,1,2009,22871.5,1,2008,6,,,,2009,22200,0
,,,,,83079,,,1,2009,21957,1,2008,6,,,,2009,28180,0
,,,,,75529,,,1,2010,54336,1,2009,6,,,,2010,47190,0
,,,,,77592,,,1,2011,10330.5,1,2009,6,,,,2011,8160,0
,,,,,77592,,,1,2011,11066.5,1,2009,6,,,,2011,9230,0
,,,,,81328,,,1,2010,2989,1,2009,6,,,,2010,3150,0
,,,,,77592,,,1,2011,3432,1,2009,6,,,,2011,3460,0
,,,,,77592,,,1,2011,3168.5,1,2009,6,,,,2011,3010,0
,,,,,87441,,,1,2011,2237,1,2009,6,,,,2011,2230,0
,,,,,79535,,,1,2009,48261.5,1,2009,6,,,,2009,37760,0
,,,,,83489,,,1,2012,72520,1,2009,6,,,,2012,73371,0
,,,,,84280,,,1,2010,11789,1,2009,6,,,,2010,8680,0
,,,,,87437,,,1,2010,4478,1,2009,6,,,,2010,4970,0
,,,,,89171,,,1,2011,17163,1,2010,6,,,,2011,16360,0
,,,,,80130,,,1,2012,35380,1,2010,6,,,,2012,28863,0
,,,,,82771,,,1,2012,3090,1,2010,6,,,,2012,3090,0
,,,,,82771,,,1,2012,3080,1,2010,6,,,,2012,3200,0
,,,,,82771,,,1,2012,3620,1,2010,6,,,,2012,3600,0
,,,,,82771,,,1,2012,3570,1,2010,6,,,,2012,3250,0
,,,,,88754,,,1,2010,23216,1,2010,6,,,,2010,23210,0
,,,,,81539,,,1,2011,6126,1,2010,6,,,,2011,7740,0
,,,,,81539,,,1,2011,7710,1,2010,6,,,,2011,6720,0
,,,,,81539,,,1,2011,7399,1,2010,6,,,,2011,7680,0
,,,,,19654,,,1,2012,6340,1,2010,6,,,,2012,6010,0
,,,,,16669,,,1,2010,81416,1,2010,6,,,,2010,71800,0
,,,,,16669,,,1,2010,71873,1,2010,6,,,,2010,61590,0
,,,,,85220,,,1,2010,62282,1,2010,6,,,,2010,60970,0
,,,,,82961,,,1,2009,44542.5,1,2010,6,,,,2009,31290,0
,,,,,82961,,,1,2009,56330,1,2010,6,,,,2009,41410,0
,,,,,83388,,,1,2009,67126,1,2010,6,,,,2009,56270,0
,,,,,82507,,,1,2009,23129.5,1,2010,6,,,,2009,23740,0
,,,,,82507,,,1,2009,22044.5,1,2010,6,,,,2009,22050,0
,,,,,89505,,,1,2012,15230,1,2010,6,,,,2012,22970,0
,,,,,83418,,,1,2012,3590,1,2011,6,,,,2012,3930,0
,,,,,83418,,,1,2012,3030,1,2011,6,,,,2012,3360,0
,,,,,83418,,,1,2010,2840,1,2011,6,,,,2010,2840,0
,,,,,85276,,,1,2012,58650,1,2011,6,,,,2012,58830,0
,,,,,91588,,,1,2012,49580,1,2011,6,,,,2012,46120,0
,,,,,85240,,,1,2010,80567,1,2011,6,,,,2010,80570,0
,,,,,23736,,,1,2010,17931.66667,1,2011,6,,,,2010,16480,0
,,,,,23736,,,1,2010,17161.66667,1,2011,6,,,,2010,15600,0
,,,,,23736,,,1,2010,17618.33333,1,2011,6,,,,2010,16200,0
,,,,,23736,,,1,2010,16836.66667,1,2011,6,,,,2010,16780,0
,,,,,85240,,,1,2010,58806,1,2011,6,,,,2010,58810,0
,,,,,85240,,,1,2012,46750,1,2011,6,,,,2012,40354,0
,,,,,90726,,,1,2010,42509,1,2011,6,,,,2010,42510,0
,,,,,79455,,,1,2011,6190.833333,1,2011,6,,,,2011,6190,0
,,,,,79455,,,1,2011,9619.166667,1,2011,6,,,,2011,9620,0
,,,,,79455,,,1,2011,11816.66667,1,2011,6,,,,2011,11820,0
,,,,,79455,,,1,2011,11399.16667,1,2011,6,,,,2011,11400,0
,,,,,79455,,,1,2011,5449.166667,1,2011,6,,,,2011,5450,0
,,,,,79455,,,1,2011,5100,1,2011,6,,,,2011,5100,0
,,,,,88655,,,1,2012,4800,1,2011,6,,,,2012,5510,0
,,,,,88655,,,1,2012,10700,1,2011,6,,,,2012,11100,0
,,,,,88655,,,1,2012,12850,1,2011,6,,,,2012,13240,0
,,,,,90726,,,1,2010,25558,1,2011,6,,,,2010,31290,0
,,,,,83481,,,1,2010,15423,1,2012,6,,,,2010,13140,0
,,,,,83481,,,1,2010,9897,1,2012,6,,,,2010,9800,0
,,,,,16144,,,1,2009,14305.78947,1,2007,6,,,,2009,11810,0
,,,,,16144,,,1,2009,23528.94737,1,2007,6,,,,2009,18100,0
,,,,,16144,,,1,2009,17218.94737,1,2007,6,,,,2009,18100,0
,,,,,16144,,,1,2009,12889.47368,1,2007,6,,,,2009,18100,0
,,,,,16144,,,1,2009,14900.52632,1,2007,6,,,,2009,11670,0
,,,,,83540,,,1,2012,2647,1,2008,6,,,,2012,2010,0
,,,,,83571,,,1,2013,34030,1,2008,6,,,,2013,24700,0
,,,,,83571,,,1,2013,32950,1,2008,6,,,,2013,24700,0
,,,,,83571,,,1,2013,33470,1,2008,6,,,,2013,24700,0
,,,,,83571,,,1,2013,33050,1,2008,6,,,,2013,24700,0
,,,,,83571,,,1,2013,31040,1,2008,6,,,,2013,24700,0
,,,,,83571,,,1,2013,33420,1,2008,6,,,,2013,24700,0
,,,,,83571,,,1,2013,32350,1,2008,6,,,,2013,24700,0
,,,,,83571,,,1,2013,23190,1,2008,6,,,,2013,22480,0
,,,,,83571,,,1,2013,33090,1,2008,6,,,,2013,30470,0
,,,,,83571,,,1,2013,23990,1,2008,6,,,,2013,24200,0
,,,,,84506,,,1,2013,117450,1,2009,6,,,,2013,78450,0
,,,,,84506,,,1,2013,136940,1,2009,6,,,,2013,105700,0
,,,,,84506,,,1,2013,136280,1,2009,6,,,,2013,107760,0
,,,,,84506,,,1,2013,123760,1,2009,6,,,,2013,101770,0
,,,,,84506,,,1,2013,99000,1,2009,6,,,,2013,93050,0
,,,,,84506,,,1,2013,124430,1,2009,6,,,,2013,116450,0
,,,,,75518,,,1,2008,9082.5,1,2010,6,,,,2008,8970,0
,,,,,86944,,,1,2013,2190,1,2010,6,,,,2013,1846,0
,,,,,20383,,,1,2009,3978,1,2010,6,,,,2009,3590,0
,,,,,83964,,,1,2009,84068,1,2010,6,,,,2009,72930,0
,,,,,87920,,,1,2013,49170,1,2011,6,,,,2013,49460,0
,,,,,22598,,,1,2013,13070,1,2011,6,,,,2013,13440,0
,,,,,89506,,,1,2009,6880,1,2011,6,,,,2009,6880,0
,,,,,85052,,,1,2013,5510,1,2011,6,,,,2013,6530,0
,,,,,85052,,,1,2013,6020,1,2011,6,,,,2013,5300,0
,,,,,85052,,,1,2013,6950,1,2011,6,,,,2013,7168,0
,,,,,85052,,,1,2013,5630,1,2011,6,,,,2013,7168,0
,,,,,82773,,,1,2011,13088.33333,1,2011,6,,,,2011,12390,0
,,,,,82773,,,1,2011,9698.333333,1,2011,6,,,,2011,8380,0
,,,,,82773,,,1,2011,11666.66667,1,2011,6,,,,2011,11060,0
,,,,,90351,,,1,2009,9656,1,2011,6,,,,2009,9660,0
,,,,,90359,,,1,2009,1138,1,2011,6,,,,2009,960,0
,,,,,90357,,,1,2013,3560,1,2011,6,,,,2013,4060,0
,,,,,76411,,,1,2011,38232,1,2011,6,,,,2011,34830,0
,,,,,88591,,,1,2013,120850,1,2011,6,,,,2013,107760,0
,,,,,76174,,,1,2013,95520,1,2011,6,,,,2013,69330,0
,,,,,76174,,,1,2013,75170,1,2011,6,,,,2013,61900,0
,,,,,87130,,,1,2013,36190,1,2011,6,,,,2013,34930,0
,,,,,87920,,,1,2013,36190,1,2011,6,,,,2013,34930,0
,,,,,87920,,,1,2013,57540,1,2011,6,,,,2013,56060,0
,,,,,87920,,,1,2013,36150,1,2011,6,,,,2013,36360,0
,,,,,87920,,,1,2013,62370,1,2011,6,,,,2013,61550,0
,,,,,90434,,,1,2009,6703.333333,1,2011,6,,,,2009,6700,0
,,,,,90434,,,1,2013,20710,1,2011,6,,,,2013,5690,0
,,,,,90434,,,1,2013,19190,1,2011,6,,,,2013,22250,0
,,,,,82773,,,1,2011,8660,1,2011,6,,,,2011,7810,0
,,,,,89506,,,1,2009,10790,1,2011,6,,,,2009,10790,0
,,,,,89506,,,1,2009,10030,1,2011,6,,,,2009,10030,0
,,,,,90434,,,1,2013,10760,1,2011,6,,,,2013,12100,0
,,,,,81940,,,1,2013,8680,1,2011,6,,,,2013,9165,0
,,,,,84527,,,1,2013,13330,1,2011,6,,,,2013,12802,0
,,,,,89506,,,1,2009,2130,1,2011,6,,,,2009,2130,0
,,,,,89506,,,1,2009,2650,1,2011,6,,,,2009,2650,0
,,,,,78245,,,1,2013,17600,1,2012,6,,,,2013,16583,0
,,,,,90423,,,1,2013,11000,1,2012,6,,,,2013,9740,0
,,,,,88759,,,1,2013,1800,1,2012,6,,,,2013,920,0
,,,,,76174,,,1,2013,84140,1,2012,6,,,,2013,75300,0
,,,,,76174,,,1,2013,92520,1,2012,6,,,,2013,69330,0
