PID,County,Rte,Log,FUN CLASS,Project Description,Project Type,Who,Year Forecast Made,"Forecast 
Method",Opening Year,OY ADT Forecast,Design Year,DY ADT Forecast,Notes,Near Actual Open Year,Near Open Yr Count,Recent Cnt Yr or Near DY,Recent or Near DY Count,Revised Design Year Reg.,Adj Rev DY Reg.,Physical Work Complete Date,,Methodology,State,Count Units,Toll Type,CLASS-from Func(check previous excel),Functional Class,Improment Type
21616,HAN,75,3.78,1,HAN-75-3.22,minor rehab/resurfacing,US,2005,RC,2007,37930,2027,45900,,2007,32090,2010,28090,43713,38195,10/23/2007,,6,41,1,1,,1,1
23832,WYA,23,15.89,2,WYA-23-15.89,minor rehab,US,2005,RC,2007,14380,2027,19350,,2007,13900,2010,13810,17177,16515,10/20/2007,,6,41,1,1,,3,1
18604,WAY,250,0,2,WAY-0250-00.00,resurfacing,US,2005,RC,2007,6950,2019,8160,,2006,4600,2009,4620,5695,5175,9/10/2007,,6,41,1,1,,3,1
18630,RIC,13,5.61,2,RIC-0013-05.62,resurfacing,US,2005,MR,2007,10980,2019,12220,,2008,8200,2008,8200,8790,8140,8/7/2007,,6,41,1,1,,3,1
18630,RIC,13,10.58,2,RIC-0013-05.62,resurfacing,US,2005,MR,2007,12980,2019,14320,,2008,10080,2008,10080,12096,10391,8/7/2007,,6,41,1,1,,3,1
19598,TUS,39,9.38,6,TUS-0039-09.38,design designations,US,2005,UNK,2007,10560,2027,16110,,2006,10260,2010,10600,13758,13854,5/13/2010,,6,41,1,1,,4,1
76009,COL,170,13.6,7,COL-170-13.60,Realignment,US,2005,RC,2007,3970,2018,4620,,2006,2730,2009,3310,3021,3193,#N/A,,6,41,1,1,,5,1
77877,LOR,162,0.00,7,LOR-0162-00.00,resurfacing,US,2005,RC,2007,790,2019,830,,2008,790,2008,790,848,837,11/6/2007,,6,41,1,1,,5,1
77877,LOR,162,1.79,7,LOR-0162-00.00,resurfacing,US,2005,RC,2007,960,2019,1140,,2008,900,2008,900,1079,1043,11/6/2007,,6,41,1,1,,5,1
77877,LOR,162,6.19,7,LOR-0162-00.00,resurfacing,US,2005,RC,2007,1680,2019,2050,,2008,1610,2008,1610,1935,1903,11/6/2007,,6,41,1,1,,5,1
25665,ASD,89,0.00,7,ASD-0089-00.00,Resurfacing,US,2005,RC,2007,1640,2019,2280,,2006,1210,2009,1480,1995,1952,8/28/2008,,6,41,1,1,,5,1
25665,ASD,89,3.64,7,ASD-0089-00.00,Resurfacing,US,2005,RC,2007,1520,2019,1810,,2006,1240,2009,1470,1564,1622,8/28/2008,,6,41,1,1,,5,1
25665,ASD,89,5.00,7,ASD-0089-00.00,Resurfacing,US,2005,RC,2007,2430,2019,2870,,2006,1450,2009,2000,1531,1794,8/28/2008,,6,41,1,1,,5,1
25665,ASD,89,5.43,7,ASD-0089-00.00,Resurfacing,US,2005,RC,2007,1800,2019,2150,,2006,1000,2009,1110,1035,1029,8/28/2008,,6,41,1,1,,5,1
25665,ASD,89,9.04,7,ASD-0089-00.00,Resurfacing,US,2005,RC,2007,2070,2019,2560,,2006,1430,2009,1770,1825,1935,8/28/2008,,6,41,1,1,,5,1
25676,WAY,95,0,7,WAY-0095-00.00,resurfacing,US,2005,RC,2007,1190,2019,1450,Forecast over multiple log points,2006,530,2009,560,591,539,10/29/2007,,6,41,1,1,,5,1
23577,ERI,60,3.43,7,ERI-0060-03.43,resurfacing,US,2005,RC,2007,3520,2019,3920,,2006,3880,2010,3650,4296,4090,7/20/2007,,6,41,1,1,,5,1
23577,ERI,60,6.14,7,ERI-0060-03.43,resurfacing,US,2005,RC,2007,5660,2019,6270,,2006,5640,2010,5090,4959,4811,7/20/2007,,6,41,1,1,,5,1
23577,ERI,60,7.45,7,ERI-0060-03.43,resurfacing,US,2005,RC,2007,8600,2019,9350,,2006,8690,2010,8150,7927,7858,7/20/2007,,6,41,1,1,,5,1
25665,ASD,179,0.00,8,ASD-0179-00.00,Resurfacing,US,2005,RC,2007,900,2019,970,,2006,840,2009,860,839,858,8/28/2008,,6,41,1,1,,6,1
25665,ASD,179,5.27,8,ASD-0179-00.00,Resurfacing,US,2005,RC,2007,1260,2019,1540,,2006,810,2009,960,1121,1047,8/28/2008,,6,41,1,1,,6,1
25665,ASD,179,9.74,8,ASD-0179-00.00,Resurfacing,US,2005,RC,2007,2850,2019,3210,,2006,1960,2009,2030,2427,2158,8/28/2008,,6,41,1,1,,6,1
78990,MOT,675,1.61,11,MOT-675-1.61,Interstate Bridge work,US,2005,UNK,2007,58200,2027,79700,,2006,54120,2009,51620,87606,80375,9/25/2008,,6,41,1,1,,1,12
75253,WAY,30,11.28,12,WAY-0030-11.28 ,12-year pavement design,US,2005,UNK,2007,15320,2019,17900,,2006,20780,2009,22300,23282,27963,#N/A,,6,41,1,1,,1,1
24691,HAM,50,19.38,12,HAM-50-19.38,resurfacing,US,2005,MR,2007,31680,2019,32500,,2005,31610,2009,36860,35735,36345,11/1/2006,,6,41,1,1,,1,1
18296,ERI,2,16.07,12,ERI-0002-16.07,resurfacing,US,2005,RC,2007,27890,2019,38410,,2006,19700,2010,22230,28633,26974,7/11/2007,,6,41,1,1,,1,1
25700,ASD,250,16.30,14,ASD-0250-16.30,Resurfacing,US,2005,MR,2007,13230,2019,16650,,2006,16630,2009,18170,20858,21930,9/4/2007,,6,41,1,1,,3,1
25700,ASD,60,16.56,14,ASD-0060-16.56,Resurfacing,US,2005,MR,2007,7720,2019,8390,,2006,6580,2009,6200,6620,6132,9/4/2007,,6,41,1,1,,3,1
25700,ASD,60,17.58,14,ASD-0060-16.56,Resurfacing,US,2005,MR,2007,10740,2019,11570,,2006,9860,2009,7780,10818,8673,9/4/2007,,6,41,1,1,,3,1
25700,ASD,60,18.23,14,ASD-0060-16.56,Resurfacing,US,2005,MR,2007,7040,2019,7680,,2006,5600,2009,4390,2056,2063,9/4/2007,,6,41,1,1,,3,1
25700,ASD,60,18.31,14,ASD-0060-16.56,Resurfacing,US,2005,MR,2007,16530,2019,21940,,2006,11290,2009,10790,#VALUE!,#VALUE!,9/4/2007,,6,41,1,1,,3,1
25700,ASD,60,18.50,14,ASD-0060-16.56,Resurfacing,US,2005,MR,2007,10980,2019,12250,,2006,9500,2009,8490,10256,8823,9/4/2007,,6,41,1,1,,3,1
25700,ASD,60,19.17,14,ASD-0060-16.56,Resurfacing,US,2005,MR,2007,5300,2019,5630,,2006,5610,2009,4670,4368,4005,9/4/2007,,6,41,1,1,,3,1
25661,ERI,250,1.13,14,ERI-0250-01.13,resurfacing,US,2005,RC,2007,30590,2019,35750,,2006,15080,2010,22420,18917,22590,7/11/2007,,6,41,1,1,,3,1
18235,MED,18,13.25,14,MED-0018-13.45,resurfacing,US,2005,RC,2007,21010,2019,24420,,2007,17080,2010,17540,16023,16319,5/13/2008,,6,41,1,1,,3,1
18235,MED,18,14.61,14,MED-0018-13.45,resurfacing,US,2005,RC,2007,28430,2019,34190,,2007,26230,2010,26300,29401,28583,5/13/2008,,6,41,1,1,,3,1
75297,CLE,125,0.78,14,CLE-125-1.93,turn lanes,US,2005,MR,2007,43820,2027,49730,,2006,39020,2006,39020,37984,37511,12/4/2008,,6,41,1,1,,3,2
75297,CLE,125,1.96,14,CLE-125-1.93,turn lanes,US,2005,MR,2007,40020,2027,44510,,2006,27540,2006,27540,22171,20227,12/4/2008,,6,41,1,1,,3,2
24247,ALL,309,7.18,14,ALL-309-7.05,widening,US,2005,MR,2007,26980,2027,29670,,2008,12360,2008,12360,11662,10504,#N/A,,6,41,1,1,,3,3
24247,ALL,309,8.67,14,ALL-309-7.05,widening,US,2005,MR,2007,30400,2027,32600,,2008,22870,2008,22870,30163,29041,#N/A,,6,41,1,1,,3,3
24247,ALL,309,9.79,14,ALL-309-7.05,widening,US,2005,MR,2007,27780,2027,32890,"Forecasts significantly larger than counts, Walmart",2008,10800,2011,10250,5782,5745,#N/A,,6,41,1,1,,3,3
24247,ALL,309,9.79,14,ALL-309-7.05,widening,US,2005,MR,2007,28890,2027,34000,"Forecasts significantly larger than counts, Walmart",2008,10800,2011,10250,5782,5745,#N/A,,6,41,1,1,,3,3
24247,ALL,309,10.98,14,ALL-309-7.05,widening,US,2005,MR,2007,15150,2027,16420,,2008,11560,2008,11560,13310,12315,#N/A,,6,41,1,1,,3,3
77198,SUM,261,11.33,14,SUM-0261-11.60,widening,US,2005,UNK,2007,22860,2027,30200,,2007,18490,2010,16040,16582,15306,#N/A,,6,41,1,1,,3,3
77198,SUM,261,11.89,14,SUM-0261-11.60,widening,US,2005,UNK,2007,18630,2027,23100,,2007,16870,2010,16510,15928,15335,#N/A,,6,41,1,1,,3,3
77198,SUM,261,12.49,14,SUM-0261-11.60,widening,US,2005,UNK,2007,26360,2027,32680,,2007,15180,2010,12630,8912,8341,#N/A,,6,41,1,1,,3,3
77034,MUS,146,13.25,16,MUS-146-13.25,intersection improvement,US,2005,RC,2007,10740,2027,13430,,2006,9110,2010,14150,13996,16084,7/10/2008,,6,41,1,1,,4,2
77034,MUS,60NDA,0.33,16,MUS-146-13.25,intersection improvement,US,2005,RC,2007,12770,2027,14420,,2006,12600,2010,11880,10575,10167,7/10/2008,,6,41,1,1,,4,2
77034,MUS,60NDA,0.74,16,MUS-146-13.25,intersection improvement,US,2005,RC,2007,11750,2027,14490,,2006,8710,2010,12240,10452,11467,7/10/2008,,6,41,1,1,,4,2
25700,ASD,96,5.65,16,ASD-0096-5.65,Resurfacing,US,2005,MR,2007,11410,2019,14410,,2006,8560,2009,9770,#VALUE!,#VALUE!,9/4/2007,,6,41,1,1,,4,1
23577,ERI,60,8.13,16,ERI-0060-03.43,resurfacing,US,2005,RC,2007,11350,2019,13200,,2006,9280,2010,10220,10627,10421,7/20/2007,,6,41,1,1,,4,1
21250,ROS,104,14.38,16,ROS-104-14.38,"signals, etc. ",US,2005,MR,2007,10798,2027,12809,,2006,9290,2010,10900,14526,14351,#N/A,,6,41,1,1,,4,12
14821,MED,303,7.13,16,MED-Carpenter Road North,widening,US,2005,MR,2007,27650,2027,29870,,2007,30300,2010,29920,36973,35833,#N/A,,6,41,1,1,,4,3
14821,MED,303,8.98,16,MED-Carpenter Road North,widening,US,2005,MR,2007,28830,2027,31700,,2007,39500,2010,38970,50785,49202,#N/A,,6,41,1,1,,4,3
78044,ATB,531,3.35,17,ATB-0531-03.35-(Temp.),landslide repair,US,2005,RC,2007,3120,2027,3440,,2006,4060,2009,3130,2780,2728,6/6/2007,,6,41,1,1,,5,1
25676,WAY,95,7.17,17,WAY-0095-00.00,resurfacing,US,2005,RC,2007,2390,2019,2770,,2006,1960,2009,2020,2618,2375,10/29/2007,,6,41,1,1,,5,1
25661,ERI,601,0,17,ERI-0601-0.00,resurfacing,US,2005,RC,2007,4860,2019,5750,,2006,4530,2010,4560,5242,5121,7/11/2007,,6,41,1,1,,5,1
80065,BEL,70,5.04,1,BEL-70-5.040,Maintenance,US,2006,RC,2007,29280,2019,34420,,2008,30680,2008,30680,35142,35565,11/8/2007,,6,41,1,1,,1,1
25668,HUR,250,5.11,2,HUR-0250-05.11,Maintenance,US,2006,RC,2007,8700,2019,10210,,2006,6910,2009,6760,8689,7649,8/3/2007,,6,41,1,1,,3,1
25668,HUR,250,14.85,2,HUR-0250-05.11,Maintenance,US,2006,RC,2007,11370,2019,14760,,2006,7750,2009,7150,10582,8642,8/3/2007,,6,41,1,1,,3,1
25668,HUR,250,15.49,2,HUR-0250-05.11,Maintenance,US,2006,RC,2007,9360,2019,12310,,2006,6550,2009,5400,8760,6740,8/3/2007,,6,41,1,1,,3,1
75408,HAS,22,9.89,2,HAS-22-15.25,Maintenance,US,2006,RC,2007,2220,2019,2660,,2008,2050,2008,2050,2528,2421,11/28/2007,,6,41,1,1,,3,1
75408,HAS,22,16.64,2,HAS-22-15.25,Maintenance,US,2006,RC,2007,5260,2019,6510,,2008,4680,2008,4680,5953,5704,11/28/2007,,6,41,1,1,,3,1
75408,HAS,22,17.49,2,HAS-22-15.25,Maintenance,US,2006,RC,2007,6360,2019,7280,,2008,5440,2008,5440,6701,6599,11/28/2007,,6,41,1,1,,3,1
23737,JEF,7,1.31,2,JEF-7-0.20,Maintenance,US,2006,RC,2007,14440,2019,18290,,2007,15440,2007,15440,18988,18995,11/8/2007,,6,41,1,1,,3,1
23737,JEF,7,2.64,2,JEF-7-0.20,Maintenance,US,2006,RC,2007,12030,2019,12640,,2007,14950,2007,14950,19322,19560,11/8/2007,,6,41,1,1,,3,1
25658,RIC,13,5.11,2,RIC-0097-03.60,Maintenance,US,2006,RC,2007,7980,2019,8330,,2008,6270,2008,6270,4773,4818,5/30/2008,,6,41,1,1,,3,1
25658,RIC,13,5.45,2,RIC-0097-03.60,Maintenance,US,2006,RC,2007,9890,2019,10970,,2008,8200,2008,8200,8790,8140,5/30/2008,,6,41,1,1,,3,1
25681,ASD,58,0.57,6,ASD-0058-00.60,Maintenance,US,2006,RC,2007,4820,2019,5440,,2006,4840,2009,4070,5392,4717,8/31/2007,,6,41,1,1,,4,1
25681,ASD,58,3.31,6,ASD-0058-00.60,Maintenance,US,2006,RC,2007,3630,2019,3870,,2006,1860,2009,1600,1722,1074,8/31/2007,,6,41,1,1,,4,1
25681,ASD,58,7.59,6,ASD-0058-00.60,Maintenance,US,2006,RC,2007,1800,2019,2180,,2006,1360,2009,1290,1337,1235,8/31/2007,,6,41,1,1,,4,1
25681,ASD,58,9.15,6,ASD-0058-00.60,Maintenance,US,2006,RC,2007,3880,2019,4770,,2006,3290,2009,3280,4387,3996,8/31/2007,,6,41,1,1,,4,1
25681,ASD,58,11.64,6,ASD-0058-00.60,Maintenance,US,2006,RC,2007,5210,2019,6280,,2006,3710,2009,3500,4806,3997,8/31/2007,,6,41,1,1,,4,1
25679,RIC,309,2.97,6,RIC-309-0.00,Maintenance,US,2006,RC,2007,9470,2019,11140,,2008,4530,2008,4530,6437,4156,8/9/2007,,6,41,1,1,,4,1
25658,RIC,97,5.64,7,RIC-0097-03.60,Maintenance,US,2006,RC,2007,8800,2019,10800,,2008,7790,2008,7790,9608,9112,5/30/2008,,6,41,1,1,,5,1
25658,RIC,97,6.22,7,RIC-0097-03.60,Maintenance,US,2006,RC,2007,7380,2019,7750,,2008,10080,2008,10080,9030,10799,5/30/2008,,6,41,1,1,,5,1
25658,RIC,97,6.65,7,RIC-0097-03.60,Maintenance,US,2006,RC,2007,5540,2019,6660,,2008,3720,2008,3720,4376,3667,5/30/2008,,6,41,1,1,,5,1
25658,RIC,97,9.61,7,RIC-0097-03.60,Maintenance,US,2006,RC,2007,4380,2019,4670,,2008,3760,2008,3760,3225,3182,5/30/2008,,6,41,1,1,,5,1
25658,RIC,97,13.54,7,RIC-0097-03.60,Maintenance,US,2006,RC,2007,4790,2019,5110,,2008,4450,2008,4450,3280,3551,5/30/2008,,6,41,1,1,,5,1
25658,RIC,97,14.81,7,RIC-0097-03.60,Maintenance,US,2006,RC,2007,3340,2019,3490,,2008,3180,2008,3180,3102,3088,5/30/2008,,6,41,1,1,,5,1
25658,RIC,97,15.51,7,RIC-0097-03.60,Maintenance,US,2006,RC,2007,2500,2019,2990,,2008,2220,2008,2220,1963,1941,5/30/2008,,6,41,1,1,,5,1
25658,RIC,97,16.53,7,RIC-0097-03.60,Maintenance,US,2006,RC,2007,1290,2019,1540,,2008,1260,2008,1260,1475,1455,5/30/2008,,6,41,1,1,,5,1
25658,RIC,95,4.11,7,RIC-0097-03.60,Maintenance,US,2006,RC,2007,3850,2019,4300,,2008,3540,2008,3540,3914,3774,5/30/2008,,6,41,1,1,,5,1
81359,CUY,90,16.76,11,CUY-090-16.76,Maintenance,US,2006,MR,2007,124260,2027,130220,,2007,124000,2010,135340,154295,157222,8/24/2007,,6,41,1,1,,1,1
79951,FRA,270,39.53,11,FRA-270-41.32,Maintenance,US,2006,MR,2007,130960,2027,151160,,2006,120100,2010,117930,190572,175145,11/1/2007,,6,41,1,1,,1,1
79951,FRA,270,41.32,11,FRA-270-41.32,Maintenance,US,2006,MR,2007,122890,2027,140000,,2006,112240,2010,110880,174026,161594,11/1/2007,,6,41,1,1,,1,1
79951,FRA,270,42.82,11,FRA-270-41.32,Maintenance,US,2006,MR,2007,92420,2027,123940,,2006,73960,2010,71800,119065,109331,11/1/2007,,6,41,1,1,,1,1
79951,FRA,70,21.33,11,FRA-270-41.32,Maintenance,US,2006,MR,2007,98420,2027,104130,,2006,99030,2010,93360,111554,104787,11/1/2007,,6,41,1,1,,1,1
79951,FRA,70,22.73,11,FRA-270-41.32,Maintenance,US,2006,MR,2007,130390,2027,147510,,2006,130010,2010,122640,163507,152163,11/1/2007,,6,41,1,1,,1,1
81281,FRA,71,19.09,11,FRA-71-19.09,Maintenance,US,2006,MR,2007,157050,2027,176480,,2006,155990,2010,150460,179262,170015,9/2/2009,,6,41,1,1,,1,1
81281,FRA,71,19.61,11,FRA-71-19.09,Maintenance,US,2006,MR,2007,146770,2027,164790,,2006,148550,2010,143380,166853,159183,9/2/2009,,6,41,1,1,,1,1
81281,FRA,71,20.08,11,FRA-71-19.09,Maintenance,US,2006,MR,2007,141630,2027,158910,,2006,143360,2010,138700,161388,154381,9/2/2009,,6,41,1,1,,1,1
81281,FRA,71,21.26,11,FRA-71-19.09,Maintenance,US,2006,MR,2007,141580,2027,158710,,2006,142750,2010,138420,155529,149692,9/2/2009,,6,41,1,1,,1,1
81281,FRA,71,21.91,11,FRA-71-19.09,Maintenance,US,2006,MR,2007,139660,2027,155500,,2006,139770,2010,134940,153082,146869,9/2/2009,,6,41,1,1,,1,1
81281,FRA,71,22.39,11,FRA-71-19.09,Maintenance,US,2006,MR,2007,134370,2027,151010,,2006,137770,2010,129240,148953,141433,9/2/2009,,6,41,1,1,,1,1
81281,FRA,71,23.46,11,FRA-71-19.09,Maintenance,US,2006,MR,2007,125180,2027,143830,,2006,128550,2010,125000,143088,138263,9/2/2009,,6,41,1,1,,1,1
81281,FRA,71,24.51,11,FRA-71-19.09,Maintenance,US,2006,MR,2007,118360,2027,135430,,2006,118470,2010,115660,138428,133427,9/2/2009,,6,41,1,1,,1,1
22246,LUC,280,0.27,11,LUC-280-0.27,Maintenance,US,2006,MR,2007,49190,2027,66120,,2007,35540,2010,40400,45035,46149,10/14/2008,,6,41,1,1,,1,1
75884,LUC,75,3.14,11,LUC-75-3.14-(lincoln-brdg),Maintenance,US,2006,UNK,2007,110890,2027,114830,,2007,104670,2010,86170,116425,99153,10/11/2008,,6,41,1,1,,1,1
80931,HAM,71,0.00,11,Overlay of approach bridges to the Brent Spence Bridge,Resurfacing,US,2006,MR,2007,167040,2019,191980,,2009,172000,2009,172000,202252,204317,9/20/2007,,6,41,1,1,,1,1
23737,JEF,7,0.16,12,JEF-7-0.20,Maintenance,US,2006,RC,2007,16380,2019,20270,,2007,17280,2007,17280,20932,20953,11/8/2007,,6,41,1,1,,1,1
25553,JEF,22,10.21,12,JEF-22-10.21,Maintenance,US,2006,MR,2007,16190,2019,17310,,2007,14870,2007,14870,6788,7872,12/2/2008,,6,41,1,1,,1,1
25553,JEF,22,12.30,12,JEF-22-10.21,Maintenance,US,2006,MR,2007,16390,2019,18750,,2007,19090,2007,19090,15215,15958,12/2/2008,,6,41,1,1,,1,1
25553,JEF,22,13.93,12,JEF-22-10.21,Maintenance,US,2006,MR,2007,19840,2019,22160,,2007,27240,2007,27240,31766,31137,12/2/2008,,6,41,1,1,,1,1
X,COL,30,18.5,14,COL-30-18.13-18.96 ,Intersection Improvement,CON,2006,RC,2007,12160,2027,13780,,2006,9740,2009,8580,8377,6998,#N/A,,6,41,1,1,,3,2
81535,LUC/WOO,20,13.41,14,LUC/WOO-US-20-8.00/2.41-(Safety),Intersection Improvement,US,2006,MR,2007,24620,2027,24630,,2007,25590,2010,25140,24395,23772,5/8/2009,,6,41,1,1,,3,2
81535,LUC/WOO,20,14.94,14,LUC/WOO-US-20-8.00/2.41-(Safety),Intersection Improvement,US,2006,MR,2007,23300,2027,23310,,2007,25240,2010,27130,24716,24349,5/8/2009,,6,41,1,1,,3,2
81535,LUC/WOO,2,10.67,14,LUC/WOO-US-20-8.00/2.41-(Safety),Intersection Improvement,US,2006,MR,2007,23560,2027,23810,,2007,29630,2010,27260,27281,25468,5/8/2009,,6,41,1,1,,3,2
81535,LUC/WOO,2,11.71,14,LUC/WOO-US-20-8.00/2.41-(Safety),Intersection Improvement,US,2006,MR,2007,16280,2027,17090,,2007,15960,2010,19630,16982,19036,5/8/2009,,6,41,1,1,,3,2
80491,SUM,91,13.1,14,SUM-0091-13.10,Intersection Improvement,US,2006,MR,2007,20620,2027,20620,,2007,22350,2010,18140,20414,19008,#N/A,,6,41,1,1,,3,2
80491,SUM,91,13.1,14,SUM-0091-13.10,Intersection Improvement,US,2006,MR,2007,17180,2027,17610,,2007,22350,2010,18140,20414,19008,#N/A,,6,41,1,1,,3,2
81066,SUM,8,12.54,14,SUM-0303-10.53,Intersection Improvement,US,2006,MR,2007,55660,2027,62320,,2007,52300,2010,55460,86003,81930,5/2/2008,,6,41,1,1,,3,2
81066,SUM,8,12.72,14,SUM-0303-10.53,Intersection Improvement,US,2006,MR,2007,54590,2027,57860,,2007,48110,2010,52020,78286,74277,5/2/2008,,6,41,1,1,,3,2
79951,FRA,40,21.40,14,FRA-270-41.32,Maintenance,US,2006,MR,2007,28050,2027,31900,,2006,21200,2010,24740,16102,19005,11/1/2007,,6,41,1,1,,3,1
79951,FRA,40,21.80,14,FRA-270-41.32,Maintenance,US,2006,MR,2007,30830,2027,33850,,2006,38770,2010,29950,33663,27059,11/1/2007,,6,41,1,1,,3,1
79951,FRA,40,22.16,14,FRA-270-41.32,Maintenance,US,2006,MR,2007,36200,2027,38740,,2006,27440,2010,28200,30795,29591,11/1/2007,,6,41,1,1,,3,1
25679,CRA,309,4.98,14,CRA-0181-00.00,Maintenance,US,2006,RC,2007,7780,2019,8670,,2007,4080,2010,3400,4126,2504,8/9/2007,,6,41,1,1,,3,1
77975,CRA,4,8.82,14,CRA-0004-08.82,Maintenance,US,2006,MR,2007,10430,2027,12520,,2007,10100,2010,9640,10289,9591,#N/A,,6,41,1,1,,3,1
13136,ERI,250,19.742,14,ERI-0250-19.742,Maintenance,US,2006,MR,2007,18860,2027,21210,,2006,16510,2010,17630,14368,15362,9/22/2009,,6,41,1,1,,3,1
25679,RIC,309,0,14,RIC-309-0.00,Maintenance,US,2006,RC,2007,7380,2019,8040,Drop in count between year 5 and opening year,2008,3170,2008,3170,3810,2003,8/9/2007,,6,41,1,1,,3,1
81066,SUM,303,8.96,16,SUM-0303-10.53,Intersection Improvement,US,2006,MR,2007,13160,2027,16350,,2007,8830,2010,9040,9275,9376,5/2/2008,,6,41,1,1,,4,2
81066,SUM,303,10.48,16,SUM-0303-10.53,Intersection Improvement,US,2006,MR,2007,17220,2027,20850,,2007,14350,2010,15270,16535,17355,5/2/2008,,6,41,1,1,,4,2
81066,SUM,303,10.48,16,SUM-0303-10.53,Intersection Improvement,US,2006,MR,2007,18730,2027,21850,,2007,14350,2010,15270,16535,17355,5/2/2008,,6,41,1,1,,4,2
81066,SUM,303,10.48,16,SUM-0303-10.53,Intersection Improvement,US,2006,MR,2007,21230,2027,24490,,2007,14350,2010,15270,16535,17355,5/2/2008,,6,41,1,1,,4,2
81066,SUM,303,10.48,16,SUM-0303-10.53,Intersection Improvement,US,2006,MR,2007,13650,2027,18200,,2007,14350,2010,15270,16535,17355,5/2/2008,,6,41,1,1,,4,2
25658,RIC,97,3.6,16,RIC-0097-03.60,Maintenance,US,2006,RC,2007,5570,2019,6920,,2008,4780,2008,4780,5422,5211,5/30/2008,,6,41,1,1,,4,1
16054,LOR,301,23.49,16,LOR-0301-40.673,,US,2006,MR,2007,9810,2027,14080,,2008,9530,2008,9530,13687,13238,5/23/2008,,6,41,1,1,,4,12
25679,CRA,181,0,17,CRA-0181-00.00,Maintenance,US,2006,RC,2007,2350,2019,2630,,2007,5440,2010,5440,6127,6894,8/9/2007,,6,41,1,1,,5,1
25679,CRA,181,0.16,17,CRA-0181-00.00,Maintenance,US,2006,RC,2007,1220,2019,1500,,2007,1400,2010,1230,1240,1227,8/9/2007,,6,41,1,1,,5,1
82154,WOO,420,2.13,2,OTT/WOO-53/420-State/Libby-Intr,Intersection Improvement,US,2007,MR,2007,11710,2027,17610,,2009,10980,2009,10980,6660,7165,12/4/2007,,6,41,1,1,,3,2
82154,WOO,420,2.13,2,OTT/WOO-53/420-State/Libby-Intr,Intersection Improvement,US,2007,MR,2007,14850,2027,21210,,2009,10980,2009,10980,6660,7165,12/4/2007,,6,41,1,1,,3,2
77244,LUC,280,0.00,11,LUC-280/Wheelng-Signl-Phasng-Mod,Intersection Improvement,US,2007,MR,2007,50320,2027,70460,,2007,35540,2010,40400,45035,46149,#N/A,,6,41,1,1,,1,2
77244,LUC,280,1.22,11,LUC-280/Wheelng-Signl-Phasng-Mod,Intersection Improvement,US,2007,MR,2007,43340,2027,62500,,2007,28170,2010,33950,39339,40799,#N/A,,6,41,1,1,,1,2
81137,JAC,93,16.18,14,JAC-9-16.18  Safety Study,Intersection Improvement,US,2007,MR,2007,14500,2027,17300,,2007,14030,2010,13570,12660,12382,#N/A,,6,41,1,1,,3,2
82154,OTT,53,11.64,14,OTT/WOO-53/420-State/Libby-Intr,Intersection Improvement,US,2007,MR,2007,9540,2027,11410,,2009,9410,2009,9410,13031,12149,12/4/2007,,6,41,1,1,,3,2
82154,OTT,53,12.41,14,OTT/WOO-53/420-State/Libby-Intr,Intersection Improvement,US,2007,MR,2007,9810,2027,11730,,2009,9410,2009,9410,13031,12149,12/4/2007,,6,41,1,1,,3,2
21936,LOR,20,16.93,14,LOR-0020-16.93,Maintenance,US,2007,UNK,2007,30220,2027,32700,,2008,26430,2008,26430,41210,38183,#N/A,,6,41,1,1,,3,1
81137,JAC,93,16.18,16,JAC-9-16.18  Safety Study,Intersection Improvement,US,2007,MR,2007,9900,2027,13800,,2007,10180,2010,9430,7830,7519,#N/A,,6,41,1,1,,4,2
81137,JAC,93,16.18,16,JAC-9-16.18  Safety Study,Intersection Improvement,US,2007,MR,2007,6100,2027,77000,,2007,5010,2010,4580,2848,2783,#N/A,,6,41,1,1,,4,2
23109,HUR,250,18.39,2,HUR-0250-18.39,rr grade separation,US,2003,RC,2008,5420,2028,8000,,2009,2990,2009,2990,4717,3888,#N/A,,6,41,1,1,,3,1
20879,FRA,62,1.51,6,FRA-62-1.45,safety project,US,2003,MR,2008,14970,2028,18640,,2006,14170,2010,14020,18133,17062,#N/A,,6,41,1,1,,4,1
20879,FRA,62,1.72,6,FRA-62-1.45,safety project,US,2003,MR,2008,6060,2028,12990,,2006,4410,2010,4070,3619,3383,#N/A,,6,41,1,1,,4,1
76378,HAM,27,10.02,14,HAM-27-10.76 ,intersection improvement,US,2003,MR,2008,26460,2028,31040,,2009,23600,2009,23600,23722,21681,5/5/2008,,6,41,1,1,,3,2
76378,HAM,27,10.02,14,HAM-27-10.76 ,intersection improvement,US,2003,MR,2008,27900,2028,32840,,2009,23600,2009,23600,23722,21681,5/5/2008,,6,41,1,1,,3,2
75472,LOG,68,5.77,2,LOG-68-5.77,major widening,US,2004,UNK,2008,20850,2028,25680,Different log point used,2007,9360,2007,9360,13338,13151,#N/A,,6,41,1,1,,3,3
77454,MIA,41,12.90,7,MIA-41-12.64,intersction redesign,US,2004,UNK,2008,8300,2028,11220,,2009,7650,2009,7650,10037,9881,9/30/2009,,6,41,1,1,,5,2
76374,WAR,122,3.17,7,WAR-122-4.52,intersection improvement,US,2004,MR,2008,8260,2028,9500,,2006,7630,2010,6890,9934,8966,10/28/2013,,6,41,1,1,,5,2
