Project ID,Count ID,InternalProjectID,YEAR TYPE,StationID,Year,Actual AADT,Proj AADT,AADTDifference,AADT%Change,y
41-2111-83421-MED-0057-16.74||Resurfacing---Preliminary-Begin/End-SLMs,41-18179-,83421,1-Opening Year,,2012,"1,210","1,140",-70,-5.79%,1.06
41-2111-83421-MED-0057-16.74||Resurfacing---Preliminary-Begin/End-SLMs,41-18180-,83421,3-Design Year,,2032,"1,140","1,150",10,0.88%,0.99
41-2112-84529-MED-0003-13.54||2-Lane-Resurfacing,41-18181-,84529,1-Opening Year,,2012,"9,260","9,340",80,0.86%,0.99
41-2112-84529-MED-0003-13.54||2-Lane-Resurfacing,41-18182-,84529,3-Design Year,,2024,"8,980","11,510","2,530",28.17%,0.78
41-2113-84529-MED-0003-13.54||2-Lane-Resurfacing,41-18183-,84529,1-Opening Year,,2012,"5,640","6,580",940,16.67%,0.86
41-2113-84529-MED-0003-13.54||2-Lane-Resurfacing,41-18184-,84529,3-Design Year,,2024,"6,330","8,060","1,730",27.33%,0.79
41-2114-84529-MED-0003-13.54||2-Lane-Resurfacing,41-18185-,84529,1-Opening Year,,2012,"4,860","4,750",-110,-2.26%,1.02
41-2114-84529-MED-0003-13.54||2-Lane-Resurfacing,41-18186-,84529,3-Design Year,,2024,"4,660","5,320",660,14.16%,0.88
41-2115-85276-WOO-75-26.03-Resurf||Resurface-IR-75-in-Wood-County-from-SR-199-to-Lucas-County-,41-18187-,85276,1-Opening Year,,2012,"58,830","58,650",-180,-0.31%,1.00
41-2115-85276-WOO-75-26.03-Resurf||Resurface-IR-75-in-Wood-County-from-SR-199-to-Lucas-County-,41-18188-,85276,3-Design Year,,2024,"57,610","62,800","5,190",9.01%,0.92
41-2116-87825-WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,41-18189-,87825,1-Opening Year,,2012,"22,790","19,570","-3,220",-14.13%,1.16
41-2116-87825-WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,41-18190-,87825,3-Design Year,,2024,"19,170","21,180","2,010",10.49%,0.91
41-2117-87825-WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,41-18191-,87825,1-Opening Year,,2012,"26,250","23,660","-2,590",-9.87%,1.11
41-2117-87825-WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,41-18192-,87825,3-Design Year,,2024,"23,070","26,000","2,930",12.70%,0.89
41-2118-87825-WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,41-18193-,87825,1-Opening Year,,2012,"19,690","17,370","-2,320",-11.78%,1.13
41-2118-87825-WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,41-18194-,87825,3-Design Year,,2024,"16,880","19,330","2,450",14.51%,0.87
41-2119-87825-WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,41-18195-,87825,1-Opening Year,,2012,"19,690","28,120","8,430",42.81%,0.70
41-2119-87825-WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,41-18196-,87825,3-Design Year,,2024,"27,540","30,460","2,920",10.60%,0.90
41-2120-90813-WOO-280-3.39 /3.86/4.52 Bdg Pnt,41-18197-,90813,1-Opening Year,,2012,"22,790","19,570","-3,220",-14.13%,1.16
41-2120-90813-WOO-280-3.39 /3.86/4.52 Bdg Pnt,41-18198-,90813,3-Design Year,,2032,"19,170","22,250","3,080",16.07%,0.86
41-2121-90813-WOO-280-3.39 /3.86/4.52 Bdg Pnt,41-18199-,90813,1-Opening Year,,2012,"22,790","19,570","-3,220",-14.13%,1.16
41-2121-90813-WOO-280-3.39 /3.86/4.52 Bdg Pnt,41-18200-,90813,3-Design Year,,2032,"19,170","22,250","3,080",16.07%,0.86
41-2122-90813-WOO-280-3.39 /3.86/4.52 Bdg Pnt,41-18201-,90813,1-Opening Year,,2012,"22,790","18,040","-4,750",-20.84%,1.26
41-2122-90813-WOO-280-3.39 /3.86/4.52 Bdg Pnt,41-18202-,90813,3-Design Year,,2032,"23,070","20,720","-2,350",-10.19%,1.11
41-2123-91588-WOO-75-14.40||The-project-scope-is-to-plane-and-pave-the-all-shoulders-with-1.5q,41-18203-,91588,1-Opening Year,,2012,"46,120","49,580","3,460",7.50%,0.93
41-2123-91588-WOO-75-14.40||The-project-scope-is-to-plane-and-pave-the-all-shoulders-with-1.5q,41-18204-,91588,3-Design Year,,2024,"44,980","52,520","7,540",16.76%,0.86
41-2124-85240-LUC-475/23-8.98/9.63-Resurf||Resurface-IR-475-from-just-south-of-Central-Ave-(US,41-18205-,85240,1-Opening Year,,2012,"74,950","81,570","6,620",8.83%,0.92
41-2124-85240-LUC-475/23-8.98/9.63-Resurf||Resurface-IR-475-from-just-south-of-Central-Ave-(US,41-18206-,85240,3-Design Year,,2032,"80,570","91,600","11,030",13.69%,0.88
41-2125-87825-WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,41-18207-,87825,1-Opening Year,,2012,"42,910","41,070","-1,840",-4.29%,1.04
41-2125-87825-WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,41-18208-,87825,3-Design Year,,2024,"40,400","43,750","3,350",8.29%,0.92
41-2126-87825-WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,41-18209-,87825,1-Opening Year,,2012,"36,550","34,490","-2,060",-5.64%,1.06
41-2126-87825-WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,41-18210-,87825,3-Design Year,,2024,"33,950","36,670","2,720",8.01%,0.93
41-2127-87825-WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,41-18211-,87825,1-Opening Year,,2012,"53,630","50,050","-3,580",-6.68%,1.07
41-2127-87825-WOO/LUC-IR-280-4.00/0.00-Resurf||A-district-allocation-funded-project-to-rehabil,41-18212-,87825,3-Design Year,,2024,"49,380","52,740","3,360",6.80%,0.94
41-2128-23809-LOR-0020-08.56||Minor-Rehabilitation---Asphalt-Overlay-of-Continual-Reinforced-C,41-18213-,23809,1-Opening Year,,2012,"23,711","22,150","-1,561",-6.58%,1.07
41-2128-23809-LOR-0020-08.56||Minor-Rehabilitation---Asphalt-Overlay-of-Continual-Reinforced-C,41-18214-,23809,3-Design Year,,2024,"23,070","22,150",-920,-3.99%,1.04
41-2129-23817-RIC-0030-04.07||Preventive-Maintenance---Surface-Treatment-Smoothseal,41-18215-,23817,1-Opening Year,,2012,"18,030","17,670",-360,-2.00%,1.02
41-2129-23817-RIC-0030-04.07||Preventive-Maintenance---Surface-Treatment-Smoothseal,41-18216-,23817,3-Design Year,,2024,"18,030","21,800","3,770",20.91%,0.83
41-2130-23817-RIC-0030-04.07||Preventive-Maintenance---Surface-Treatment-Smoothseal,41-18217-,23817,1-Opening Year,,2012,"21,124","21,250",126,0.60%,0.99
41-2130-23817-RIC-0030-04.07||Preventive-Maintenance---Surface-Treatment-Smoothseal,41-18218-,23817,3-Design Year,,2024,"20,250","25,970","5,720",28.25%,0.78
41-2131-25498-JEF-22-7.13||overlay-existing-bare-concrete-with-Asphalt,41-18219-,25498,1-Opening Year,,2012,"10,740","11,580",840,7.82%,0.93
41-2131-25498-JEF-22-7.13||overlay-existing-bare-concrete-with-Asphalt,41-18220-,25498,3-Design Year,,2024,"9,580","12,260","2,680",27.97%,0.78
41-2132-25498-JEF-22-7.13||overlay-existing-bare-concrete-with-Asphalt,41-18221-,25498,1-Opening Year,,2012,"8,680","7,560","-1,120",-12.90%,1.15
41-2132-25498-JEF-22-7.13||overlay-existing-bare-concrete-with-Asphalt,41-18222-,25498,3-Design Year,,2024,"8,000","8,390",390,4.88%,0.95
41-2133-25498-JEF-22-7.13||overlay-existing-bare-concrete-with-Asphalt,41-18223-,25498,1-Opening Year,,2012,"18,930","16,450","-2,480",-13.10%,1.15
41-2133-25498-JEF-22-7.13||overlay-existing-bare-concrete-with-Asphalt,41-18224-,25498,3-Design Year,,2024,"16,260","17,650","1,390",8.55%,0.92
41-2134-23736-JEF-7-19.21||FOUR-LANE-MILL-&-FILL,41-18225-,23736,1-Opening Year,,2012,"17,070","18,250","1,180",6.91%,0.94
41-2134-23736-JEF-7-19.21||FOUR-LANE-MILL-&-FILL,41-18226-,23736,3-Design Year,,2024,"16,480","20,160","3,680",22.33%,0.82
41-2135-23736-JEF-7-19.21||FOUR-LANE-MILL-&-FILL,41-18227-,23736,1-Opening Year,,2012,"16,520","17,530","1,010",6.11%,0.94
41-2135-23736-JEF-7-19.21||FOUR-LANE-MILL-&-FILL,41-18228-,23736,3-Design Year,,2024,"15,600","19,740","4,140",26.54%,0.79
41-2136-23736-JEF-7-19.21||FOUR-LANE-MILL-&-FILL,41-18229-,23736,1-Opening Year,,2012,"19,950","17,930","-2,020",-10.13%,1.11
41-2136-23736-JEF-7-19.21||FOUR-LANE-MILL-&-FILL,41-18230-,23736,3-Design Year,,2024,"16,200","19,800","3,600",22.22%,0.82
41-2137-23736-JEF-7-19.21||FOUR-LANE-MILL-&-FILL,41-18231-,23736,1-Opening Year,,2012,"16,340","17,110",770,4.71%,0.95
41-2137-23736-JEF-7-19.21||FOUR-LANE-MILL-&-FILL,41-18232-,23736,3-Design Year,,2024,"16,780","18,750","1,970",11.74%,0.89
41-2138-85240-LUC-475/23-8.98/9.63-Resurf||Resurface-IR-475-from-just-south-of-Central-Ave-(US,41-18233-,85240,1-Opening Year,,2012,"44,000","59,490","15,490",35.20%,0.74
41-2138-85240-LUC-475/23-8.98/9.63-Resurf||Resurface-IR-475-from-just-south-of-Central-Ave-(US,41-18234-,85240,3-Design Year,,2032,"58,810","66,330","7,520",12.79%,0.89
41-2139-85240-LUC-475/23-8.98/9.63-Resurf||Resurface-IR-475-from-just-south-of-Central-Ave-(US,41-18235-,85240,1-Opening Year,,2012,"40,354","46,750","6,396",15.85%,0.86
41-2139-85240-LUC-475/23-8.98/9.63-Resurf||Resurface-IR-475-from-just-south-of-Central-Ave-(US,41-18236-,85240,3-Design Year,,2032,"46,010","54,190","8,180",17.78%,0.85
41-2140-90726-LUC-24-13.98-Median-Barrier||A-safety-funded-project-to-provide-a-median-concret,41-18237-,90726,1-Opening Year,,2012,"44,270","43,340",-930,-2.10%,1.02
41-2140-90726-LUC-24-13.98-Median-Barrier||A-safety-funded-project-to-provide-a-median-concret,41-18238-,90726,3-Design Year,,2032,"42,510","51,650","9,140",21.50%,0.82
41-2141-79455-RIC-0013-15.97||Urban-Paving-within-City-of-MansfieldRIC-013-15.97-(5th-Street/S,41-18239-,79455,1-Opening Year,,2012,"6,190","6,250",60,0.97%,0.99
41-2141-79455-RIC-0013-15.97||Urban-Paving-within-City-of-MansfieldRIC-013-15.97-(5th-Street/S,41-18240-,79455,3-Design Year,,2024,"6,190","6,960",770,12.44%,0.89
41-2142-79455-RIC-0013-15.97||Urban-Paving-within-City-of-MansfieldRIC-013-15.97-(5th-Street/S,41-18241-,79455,1-Opening Year,,2012,"6,216","9,650","3,434",55.24%,0.64
41-2142-79455-RIC-0013-15.97||Urban-Paving-within-City-of-MansfieldRIC-013-15.97-(5th-Street/S,41-18242-,79455,3-Design Year,,2024,"9,620","10,020",400,4.16%,0.96
41-2143-79455-RIC-0013-15.97||Urban-Paving-within-City-of-MansfieldRIC-013-15.97-(5th-Street/S,41-18243-,79455,1-Opening Year,,2012,"11,820","11,890",70,0.59%,0.99
41-2143-79455-RIC-0013-15.97||Urban-Paving-within-City-of-MansfieldRIC-013-15.97-(5th-Street/S,41-18244-,79455,3-Design Year,,2024,"11,820","12,770",950,8.04%,0.93
41-2144-79455-RIC-0013-15.97||Urban-Paving-within-City-of-MansfieldRIC-013-15.97-(5th-Street/S,41-18245-,79455,1-Opening Year,,2012,"11,400","11,480",80,0.70%,0.99
41-2144-79455-RIC-0013-15.97||Urban-Paving-within-City-of-MansfieldRIC-013-15.97-(5th-Street/S,41-18246-,79455,3-Design Year,,2024,"11,400","12,450","1,050",9.21%,0.92
41-2145-79455-RIC-0013-15.97||Urban-Paving-within-City-of-MansfieldRIC-013-15.97-(5th-Street/S,41-18247-,79455,1-Opening Year,,2012,"11,448","5,470","-5,978",-52.22%,2.09
41-2145-79455-RIC-0013-15.97||Urban-Paving-within-City-of-MansfieldRIC-013-15.97-(5th-Street/S,41-18248-,79455,3-Design Year,,2024,"5,450","5,720",270,4.95%,0.95
41-2146-79455-RIC-0013-15.97||Urban-Paving-within-City-of-MansfieldRIC-013-15.97-(5th-Street/S,41-18249-,79455,1-Opening Year,,2012,"5,100","5,130",30,0.59%,0.99
41-2146-79455-RIC-0013-15.97||Urban-Paving-within-City-of-MansfieldRIC-013-15.97-(5th-Street/S,41-18250-,79455,3-Design Year,,2024,"5,100","5,490",390,7.65%,0.93
41-2147-86725-WAY-0057-00.00||Resurfacing-WAY-057-00.00-to-02.19-/-WAY-057-04.82-to-10.85Added,41-18251-,86725,1-Opening Year,,2012,"6,890","6,570",-320,-4.64%,1.05
41-2147-86725-WAY-0057-00.00||Resurfacing-WAY-057-00.00-to-02.19-/-WAY-057-04.82-to-10.85Added,41-18252-,86725,3-Design Year,,2024,"6,480","7,120",640,9.88%,0.91
41-2148-86725-WAY-0057-00.00||Resurfacing-WAY-057-00.00-to-02.19-/-WAY-057-04.82-to-10.85Added,41-18253-,86725,1-Opening Year,,2012,"9,800","9,800",0,0.00%,1.00
41-2148-86725-WAY-0057-00.00||Resurfacing-WAY-057-00.00-to-02.19-/-WAY-057-04.82-to-10.85Added,41-18254-,86725,3-Design Year,,2024,"9,800","9,800",0,0.00%,1.00
41-2149-88655-WAY-0003-10.15||Preliminary-SLMs.-Field-Review-for-exact-begin/endSegment-was-Mi,41-18255-,88655,1-Opening Year,,2012,"5,510","4,800",-710,-12.89%,1.15
41-2149-88655-WAY-0003-10.15||Preliminary-SLMs.-Field-Review-for-exact-begin/endSegment-was-Mi,41-18256-,88655,3-Design Year,,2024,"4,660","5,350",690,14.81%,0.87
41-2150-88655-WAY-0003-10.15||Preliminary-SLMs.-Field-Review-for-exact-begin/endSegment-was-Mi,41-18257-,88655,1-Opening Year,,2012,"11,100","10,700",-400,-3.60%,1.04
41-2150-88655-WAY-0003-10.15||Preliminary-SLMs.-Field-Review-for-exact-begin/endSegment-was-Mi,41-18258-,88655,3-Design Year,,2024,"10,500","11,480",980,9.33%,0.91
41-2151-88655-WAY-0003-10.15||Preliminary-SLMs.-Field-Review-for-exact-begin/endSegment-was-Mi,41-18259-,88655,1-Opening Year,,2012,"13,240","12,850",-390,-2.95%,1.03
41-2151-88655-WAY-0003-10.15||Preliminary-SLMs.-Field-Review-for-exact-begin/endSegment-was-Mi,41-18260-,88655,3-Design Year,,2024,"12,750","13,240",490,3.84%,0.96
41-2152-90726-LUC-24-13.98-Median-Barrier||A-safety-funded-project-to-provide-a-median-concret,41-18261-,90726,1-Opening Year,,2012,"21,120","25,800","4,680",22.16%,0.82
41-2152-90726-LUC-24-13.98-Median-Barrier||A-safety-funded-project-to-provide-a-median-concret,41-18262-,90726,3-Design Year,,2032,"31,290","28,220","-3,070",-9.81%,1.11
41-2153-86843-LUC-20-10.12-(Central/H-Syl)||A-safety-funded-project-to-design,41-18263-,86843,1-Opening Year,,2012,"31,190","27,450","-3,740",-11.99%,1.14
41-2153-86843-LUC-20-10.12-(Central/H-Syl)||A-safety-funded-project-to-design,41-18264-,86843,3-Design Year,,2034,"32,340","28,820","-3,520",-10.88%,1.12
41-2154-86843-LUC-20-10.12-(Central/H-Syl)||A-safety-funded-project-to-design,41-18265-,86843,1-Opening Year,,2012,"31,190","27,520","-3,670",-11.77%,1.13
41-2154-86843-LUC-20-10.12-(Central/H-Syl)||A-safety-funded-project-to-design,41-18266-,86843,3-Design Year,,2034,"32,340","29,790","-2,550",-7.88%,1.09
41-2155-84598-LOR-0254-02.35||Replacement-of-Steel-Culvert-east-of-SR-301,41-18267-,84598,1-Opening Year,,2012,"9,487","10,630","1,143",12.05%,0.89
41-2155-84598-LOR-0254-02.35||Replacement-of-Steel-Culvert-east-of-SR-301,41-18268-,84598,3-Design Year,,2032,"9,790","11,720","1,930",19.71%,0.84
41-2156-83310-MAH-0680-09.23||Bridge-re-deck.--Part-2-to-PID-#22466,41-18269-,83310,1-Opening Year,,2012,"12,380","12,380",0,0.00%,1.00
41-2156-83310-MAH-0680-09.23||Bridge-re-deck.--Part-2-to-PID-#22466,41-18270-,83310,3-Design Year,,2032,"12,380","12,380",0,0.00%,1.00
41-2157-86889-LUC-295-11.80-Resurf||A-2-lane-district-allocation-funded-project-to-resurface-S,41-18271-,86889,1-Opening Year,,2012,"13,220","14,010",790,5.98%,0.94
41-2157-86889-LUC-295-11.80-Resurf||A-2-lane-district-allocation-funded-project-to-resurface-S,41-18272-,86889,3-Design Year,,2032,"13,530","14,620","1,090",8.06%,0.93
41-2158-86889-LUC-295-11.80-Resurf||A-2-lane-district-allocation-funded-project-to-resurface-S,41-18273-,86889,1-Opening Year,,2012,"12,750","14,140","1,390",10.90%,0.90
41-2158-86889-LUC-295-11.80-Resurf||A-2-lane-district-allocation-funded-project-to-resurface-S,41-18274-,86889,3-Design Year,,2032,"13,900","14,530",630,4.53%,0.96
41-2159-84529-MED-0003-13.54||2-Lane-Resurfacing,41-18275-,84529,1-Opening Year,,2012,"8,480","11,190","2,710",31.96%,0.76
41-2159-84529-MED-0003-13.54||2-Lane-Resurfacing,41-18276-,84529,3-Design Year,,2024,"10,860","13,140","2,280",20.99%,0.83
41-2160-84529-MED-0003-13.54||2-Lane-Resurfacing,41-18277-,84529,1-Opening Year,,2012,"14,320","16,870","2,550",17.81%,0.85
41-2160-84529-MED-0003-13.54||2-Lane-Resurfacing,41-18278-,84529,3-Design Year,,2024,"16,530","18,940","2,410",14.58%,0.87
41-2161--WAR-123-14.81,41-18279-,,1-Opening Year,,2012,"7,250","7,700",450,6.21%,0.94
41-2161--WAR-123-14.81,41-18279-,,3-Design Year,,2032,"7,250","12,000","4,750",65.52%,0.60
41-2162--WAR-350-0.00,41-18280-,,1-Opening Year,,2012,"2,810","3,000",190,6.76%,0.94
41-2162--WAR-350-0.00,41-18280-,,3-Design Year,,2032,"2,810","4,600","1,790",63.70%,0.61
41-2163--JEF-150-6.83,41-18281-,,1-Opening Year,,2012,"2,200","2,600",400,18.18%,0.85
41-2163--JEF-150-6.83,41-18281-,,3-Design Year,,2032,"2,200","2,600",400,18.18%,0.85
41-2164--FUL-2-3.86,41-18282-,,1-Opening Year,,2012,"3,754","6,800","3,046",81.14%,0.55
41-2164--FUL-2-3.86,41-18282-,,3-Design Year,,2020,"3,754","6,800","3,046",81.14%,0.55
41-2165--HOL-60-0.00,41-18283-,,1-Opening Year,,2012,784,770,-14,-1.79%,1.02
41-2165--HOL-60-0.00,41-18283-,,3-Design Year,,2032,784,910,126,16.07%,0.86
41-2166-83644-LAK-084-23.91||Resurfacing-South-Ridge-Rd-(SR-84)-from-Shepard-Rd-to-the-Madison,41-18284-,83644,1-Opening Year,,2012,"4,109","4,200",91,2.21%,0.98
41-2166-83644-LAK-084-23.91||Resurfacing-South-Ridge-Rd-(SR-84)-from-Shepard-Rd-to-the-Madison,41-18284-,83644,3-Design Year,,2032,"4,109","4,400",291,7.08%,0.93
41-2167--HUR-547-2.87,41-18285-,,1-Opening Year,,2012,"1,280",990,-290,-22.66%,1.29
41-2167--HUR-547-2.87,41-18285-,,3-Design Year,,2034,"1,280","1,000",-280,-21.88%,1.28
41-2168-88049-FRA-270-52.72,41-18286-,88049,1-Opening Year,,2012,"81,788","83,520","1,732",2.12%,0.98
41-2168-88049-FRA-270-52.72,41-18287-,88049,3-Design Year,,2032,"81,520","103,520","22,000",26.99%,0.79
41-2169-88049-FRA-270-52.73,41-18288-,88049,1-Opening Year,,2012,"81,788","80,180","-1,608",-1.97%,1.02
41-2169-88049-FRA-270-52.73,41-18289-,88049,3-Design Year,,2032,"81,520","99,130","17,610",21.60%,0.82
41-2170-88049-FRA-270-52.74,41-18290-,88049,1-Opening Year,,2012,"81,788","110,720","28,932",35.37%,0.74
41-2170-88049-FRA-270-52.74,41-18291-,88049,3-Design Year,,2032,"81,520","140,790","59,270",72.71%,0.58
41-2171-88049-FRA-270-52.75,41-18292-,88049,1-Opening Year,,2012,"81,788","83,310","1,522",1.86%,0.98
41-2171-88049-FRA-270-52.75,41-18293-,88049,3-Design Year,,2032,"81,520","109,160","27,640",33.91%,0.75
41-2172--HAM-75-13.00,41-18294-,,1-Opening Year,,2012,"110,408","123,840","13,432",12.17%,0.89
41-2172--HAM-75-13.00,41-18295-,,3-Design Year,,2032,"120,200","148,130","27,930",23.24%,0.81
41-2173--ALL-75-8.74,41-18296-,,1-Opening Year,,2012,"33,197","32,000","-1,197",-3.61%,1.04
41-2173--ALL-75-8.74,41-18296-,,3-Design Year,,2032,"33,197","37,000","3,803",11.46%,0.90
41-2174--ALL-75-2.12,41-18297-,,1-Opening Year,,2012,"35,417","35,000",-417,-1.18%,1.01
41-2174--ALL-75-2.12,41-18297-,,3-Design Year,,2022,"35,417","37,000","1,583",4.47%,0.96
41-2175-85456-MED-0042-22.77||Brunswick-Urban-PavingMED-042-22.77-(Sleepy-Hollow)-to-26.94-(Bo,41-18298-,85456,1-Opening Year,,2012,"10,130","12,790","2,660",26.26%,0.79
41-2175-85456-MED-0042-22.77||Brunswick-Urban-PavingMED-042-22.77-(Sleepy-Hollow)-to-26.94-(Bo,41-18299-,85456,3-Design Year,,2024,"12,480","14,670","2,190",17.55%,0.85
41-2176-85456-MED-0042-22.77||Brunswick-Urban-PavingMED-042-22.77-(Sleepy-Hollow)-to-26.94-(Bo,41-18300-,85456,1-Opening Year,,2012,"10,130","16,260","6,130",60.51%,0.62
41-2176-85456-MED-0042-22.77||Brunswick-Urban-PavingMED-042-22.77-(Sleepy-Hollow)-to-26.94-(Bo,41-18301-,85456,3-Design Year,,2024,"15,890","18,450","2,560",16.11%,0.86
41-2177-85456-MED-0042-22.77||Brunswick-Urban-PavingMED-042-22.77-(Sleepy-Hollow)-to-26.94-(Bo,41-18302-,85456,1-Opening Year,,2012,"14,300","12,960","-1,340",-9.37%,1.10
41-2177-85456-MED-0042-22.77||Brunswick-Urban-PavingMED-042-22.77-(Sleepy-Hollow)-to-26.94-(Bo,41-18303-,85456,3-Design Year,,2024,"12,540","15,470","2,930",23.37%,0.81
41-2178--HAM-50-21.42,41-18304-,,1-Opening Year,,2012,"50,220","56,960","6,740",13.42%,0.88
41-2178--HAM-50-21.42,41-18305-,,3-Design Year,,2032,"56,940","57,090",150,0.26%,1.00
41-2179-83481-GEA-306-04.45||Pavement-treatment2012-Pavement,41-18306-,83481,1-Opening Year,,2012,"13,070","15,780","2,710",20.73%,0.83
41-2179-83481-GEA-306-04.45||Pavement-treatment2012-Pavement,41-18307-,83481,3-Design Year,,2032,"13,140","19,350","6,210",47.26%,0.68
41-2180-83481-GEA-306-04.45||Pavement-treatment2012-Pavement,41-18308-,83481,1-Opening Year,,2012,"13,070","10,120","-2,950",-22.57%,1.29
41-2180-83481-GEA-306-04.45||Pavement-treatment2012-Pavement,41-18309-,83481,3-Design Year,,2032,"9,800","12,350","2,550",26.02%,0.79
41-2181--OTT-163-27.25-Culvert-Emergcy||An-emergency-district-funded-project-to-replace/r,41-18310-,,1-Opening Year,,2012,"12,650","12,000",-650,-5.14%,1.05
41-2181--OTT-163-27.25-Culvert-Emergcy||An-emergency-district-funded-project-to-replace/r,41-18310-,,3-Design Year,,2032,"12,650","13,000",350,2.77%,0.97
41-2182-87375-HAM-50-29.75||Project-will-include-access-management-improvements-along-Wooster-,41-18311-,87375,1-Opening Year,,2012,"21,240","20,220","-1,020",-4.80%,1.05
41-2182-87375-HAM-50-29.75||Project-will-include-access-management-improvements-along-Wooster-,41-18312-,87375,3-Design Year,,2032,"17,270","21,480","4,210",24.38%,0.80
41-2183-84296-CUY-174-00.00||Resurfacing-River-Rd-(SR-174)-from-Old-Mill-Rd-to-the-Lake-County,41-18313-,84296,1-Opening Year,,2012,"2,760","3,600",840,30.43%,0.77
41-2183-84296-CUY-174-00.00||Resurfacing-River-Rd-(SR-174)-from-Old-Mill-Rd-to-the-Lake-County,41-18313-,84296,3-Design Year,,2032,"2,760","3,600",840,30.43%,0.77
41-2184-84296-CUY-174-00.00||Resurfacing-River-Rd-(SR-174)-from-Old-Mill-Rd-to-the-Lake-County,41-18314-,84296,1-Opening Year,,2012,"11,290","8,200","-3,090",-27.37%,1.38
41-2184-84296-CUY-174-00.00||Resurfacing-River-Rd-(SR-174)-from-Old-Mill-Rd-to-the-Lake-County,41-18314-,84296,3-Design Year,,2032,"11,290","8,900","-2,390",-21.17%,1.27
41-2185-84296-CUY-174-00.00||Resurfacing-River-Rd-(SR-174)-from-Old-Mill-Rd-to-the-Lake-County,41-18315-,84296,1-Opening Year,,2012,"2,480","2,600",120,4.84%,0.95
41-2185-84296-CUY-174-00.00||Resurfacing-River-Rd-(SR-174)-from-Old-Mill-Rd-to-the-Lake-County,41-18315-,84296,3-Design Year,,2032,"2,480","2,700",220,8.87%,0.92
41-2186-90200-DEL-71-7.91|Tier-2|Preliminary-and-detailed-design-of-a-preferred-alternative-co,41-18316-,90200,1-Opening Year,,2012,"75,040","84,380","9,340",12.45%,0.89
41-2186-90200-DEL-71-7.91|Tier-2|Preliminary-and-detailed-design-of-a-preferred-alternative-co,41-18316-,90200,3-Design Year,,2032,"75,040","125,030","49,990",66.62%,0.60
41-2187-90200-DEL-71-7.91|Tier-2|Preliminary-and-detailed-design-of-a-preferred-alternative-co,41-18317-,90200,1-Opening Year,,2012,"58,700","50,460","-8,240",-14.04%,1.16
41-2187-90200-DEL-71-7.91|Tier-2|Preliminary-and-detailed-design-of-a-preferred-alternative-co,41-18317-,90200,3-Design Year,,2032,"58,700","65,350","6,650",11.33%,0.90
41-2188-90200-DEL-71-9.67,41-18318-,90200,1-Opening Year,,2012,"22,360","26,680","4,320",19.32%,0.84
41-2188-90200-DEL-71-9.67,41-18318-,90200,3-Design Year,,2032,"22,360","53,030","30,670",137.16%,0.42
41-2189-90200-DEL-71-9.67,41-18319-,90200,1-Opening Year,,2012,"23,390","22,730",-660,-2.82%,1.03
41-2189-90200-DEL-71-9.67,41-18319-,90200,3-Design Year,,2032,"23,390","55,190","31,800",135.96%,0.42
41-2190-16144-WOO-25-10.62,41-18320-,16144,1-Opening Year,,2013,"11,440","14,510","3,070",26.84%,0.79
41-2190-16144-WOO-25-10.62,41-18321-,16144,3-Design Year,,2032,"11,810","15,480","3,670",31.08%,0.76
41-2191-16144-WOO-25-10.62,41-18322-,16144,1-Opening Year,,2013,"18,410","23,750","5,340",29.01%,0.78
41-2191-16144-WOO-25-10.62,41-18323-,16144,3-Design Year,,2032,"18,100","24,800","6,700",37.02%,0.73
41-2192-16144-WOO-25-10.62,41-18324-,16144,1-Opening Year,,2013,"18,410","17,600",-810,-4.40%,1.05
41-2192-16144-WOO-25-10.62,41-18325-,16144,3-Design Year,,2032,"18,100","19,410","1,310",7.24%,0.93
41-2193-16144-WOO-25-10.62,41-18326-,16144,1-Opening Year,,2013,"18,410","13,100","-5,310",-28.84%,1.41
41-2193-16144-WOO-25-10.62,41-18327-,16144,3-Design Year,,2032,"18,100","14,100","-4,000",-22.10%,1.28
41-2194-16144-WOO-25-10.62,41-18328-,16144,1-Opening Year,,2013,"11,030","15,490","4,460",40.44%,0.71
41-2194-16144-WOO-25-10.62,41-18329-,16144,3-Design Year,,2032,"11,670","18,290","6,620",56.73%,0.64
