Country,Location,Project,Section,Accuracy1,AMCAccuracy1,Zero,Main1,AMain1,Count1,ACount1,Yforecast,Yestimate,Yconstruct,Ytarget1,Yopen,Mopen,Ycount1
UK,A419,Commonhead Junction,A419 S of Commonhead,-0.04,-0.04,,58770,58770,56575,56575,1999,,2005,2008,2007,3,2008
UK,A419,Commonhead Junction,A419 Flyover,0.02,0.02,,42000,42000,42917,42917,1999,,2005,2008,2007,3,2008
UK,A419,Commonhead Junction,A419 NB Onslip,0.13,0.13,,5168,5168,5862,5862,1999,,2005,2008,2007,3,2008
UK,A419,Commonhead Junction,A419 NB Offslip,-0.27,-0.27,,8580,8580,6284,6284,1999,,2005,2008,2007,3,2008
UK,A419,Commonhead Junction,A419 SB Onslip,-0.10,-0.10,,8190,8190,7374,7374,1999,,2005,2008,2007,3,2008
UK,A419,Commonhead Junction,A419 SB Offslip,-0.27,-0.27,,7020,7020,5154,5154,1999,,2005,2008,2007,3,2008
UK,A419,Commonhead Junction,A4259 W of Junction,-0.42,-0.42,,40000,40000,23229,23229,1999,,2005,2008,2007,3,2008
UK,A419,Commonhead Junction,Existing stretches total,-0.31,-0.31,,68958,68958,47903,47903,1999,,2005,2008,2007,3,2008
UK,A419,Commonhead Junction,New project total,-0.01,-0.01,,105938,105938,105354,105354,1999,,2005,2008,2007,3,2008
UK,A419,Commonhead Junction,New network total,-0.12,-0.12,,174896,174896,153257,153257,1999,,2005,2008,2007,3,2008
UK,A421,Great Barford Bypass,A421 Great Barford Bypass,0.13,0.09,,22000,22794,24841,24841,2002,,2004,2005,2006,8,2007
UK,A421,Great Barford Bypass,"Old Road, West of Great Barford",0.38,0.33,,1600,1658,2206,2206,2002,,2004,2005,2006,8,2007
UK,A421,Great Barford Bypass,"Old Road, East of Great Barford",0.38,0.33,,4700,4870,6490,6490,2002,,2004,2005,2006,8,2007
UK,A421,Great Barford Bypass,Existing stretches total,0.38,0.33,,6300,6528,8696,8696,2002,,2004,2005,2006,8,2007
UK,A421,Great Barford Bypass,New project total,0.38,0.33,,1600,1658,2206,2206,2002,,2004,2005,2006,8,2007
UK,A421,Great Barford Bypass,New network total,0.38,0.33,,7900,8186,10902,10902,2002,,2004,2005,2006,8,2007
UK,A500,"Basford, Hough, Shavington Bypass","A500 Bypass, East",0.26,0.26,,12000,11306,15100,14227,2000,,2001,2008,2003,5,2008
UK,A500,"Basford, Hough, Shavington Bypass","A500 Bypass, West",0.47,0.47,,12600,11872,18500,17430,2000,,2001,2008,2003,5,2008
UK,A500,"Basford, Hough, Shavington Bypass",A500 East of Bypass,0.54,0.54,,10400,9799,16000,15075,2000,,2001,2008,2003,5,2008
UK,A500,"Basford, Hough, Shavington Bypass",A500 West of Bypass,0.20,0.20,,23200,21859,27900,26287,2000,,2001,2008,2003,5,2008
UK,A500,"Basford, Hough, Shavington Bypass",A534 in Crewe,-0.21,-0.21,,30700,28925,24200,22801,2000,,2001,2008,2003,5,2008
UK,A500,"Basford, Hough, Shavington Bypass","Old A500, East of Hough",0.21,0.21,,4300,4051,5200,4899,2000,,2001,2008,2003,5,2008
UK,A500,"Basford, Hough, Shavington Bypass","Old A500, West of Hough",0.24,0.24,,3300,3109,4100,3863,2000,,2001,2008,2003,5,2008
UK,A500,"Basford, Hough, Shavington Bypass",Existing stretches total,0.08,0.08,,71900,67743,77400,72925,2000,,2001,2008,2003,5,2008
UK,A500,"Basford, Hough, Shavington Bypass",New project total,0.37,0.37,,24600,23178,33600,31657,2000,,2001,2008,2003,5,2008
UK,A500,"Basford, Hough, Shavington Bypass",New network total,0.15,0.15,,96500,90921,111000,104582,2000,,2001,2008,2003,5,2008
UK,A500,City Road & Stoke Road Junction Improvements,"A500, N of A50",-0.14,-0.14,,81264,81264,69675,69675,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,"A500 mainline, Stoke Rd-City Rd",-0.08,-0.08,,64990,64990,59856,59856,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,"A500, N of B5054",-0.09,-0.09,,76167,76167,69517,69517,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,"A500 slips (2-way), S of City Rd",-0.35,-0.35,,23445,23445,15130,15130,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,"A500 links (2-way), N of City Rd",-0.38,-0.38,,20594,20594,12806,12806,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,"A500 links (2-way), S of Stoke Rd",-0.47,-0.47,,19500,19500,10343,10343,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,"A500 slips (2-way), N of Stoke Rd",-0.15,-0.15,,20905,20905,17780,17780,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,"Whieldon Rd, E of A500",-0.48,-0.48,,6060,6060,3132,3132,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,"City Rd, E of A500",-0.20,-0.20,,25038,25038,20106,20106,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,"Church St, W of A500",-0.02,-0.02,,8857,8857,8713,8713,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,"Stoke Rd, E of A500",-0.24,-0.24,,17768,17768,13448,13448,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,"Shelton Old Rd, W of Liverpool Rd",-0.23,-0.23,,10004,10004,7657,7657,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,Liverpool Rd,-0.28,-0.28,,6949,6949,5000,5000,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,Existing stretches total,-0.11,-0.11,,222421,222421,199048,199048,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,New project total,-0.28,-0.28,,159120,159120,114115,114115,,,2004,2008,2007,9,2008
UK,A500,City Road & Stoke Road Junction Improvements,New network total,-0.18,-0.18,,381541,381541,313163,313163,,,2004,2008,2007,9,2008
UK,A650,Bingley Relief Road,A650 Bingley Relief Road North,-0.14,-0.14,,34400,33892,29600,29163,,2004,2001,2005,2003,9,2005
UK,A650,Bingley Relief Road,A650 Bingley Relief Road South,-0.16,-0.16,,36400,35862,30600,30148,,2004,2001,2005,2003,9,2005
UK,A650,Bingley Relief Road,‘old’ A650 Main Street Bingley,0.15,0.15,,13700,13498,15800,15567,,2004,2001,2005,2003,9,2005
UK,A650,Bingley Relief Road,Existing stretches total,0.15,0.15,,13700,13498,15800,15567,,2004,2001,2005,2003,9,2005
UK,A650,Bingley Relief Road,New project total,-0.15,-0.15,,70800,69754,60200,59310,,2004,2001,2005,2003,9,2005
UK,A650,Bingley Relief Road,New network total,-0.10,-0.10,,84500,83251,76000,74877,,2004,2001,2005,2003,9,2005
UK,A1033,Hedon Road Improvement,New Hedon Rd (W of Southcoates La),0.12,0.12,,24600,24600,27500,27500,1993,,2001,2004,2003,11,2004
UK,A1033,Hedon Road Improvement,New Hedon Rd (E of Southcoates La),0.09,0.09,,32500,32500,35400,35400,1993,,2001,2004,2003,11,2004
UK,A1033,Hedon Road Improvement,New project total,0.10,0.10,,57100,57100,62900,62900,1993,,2001,2004,2003,11,2004
UK,M1,Junction 31-32 Widening,M1 J31-32 northbound,-0.10,-0.11,,72501,74692,65462,66444,1994,,2007,2007,2008,2,2008
UK,M1,Junction 31-32 Widening,M1 J31-32 southbound,-0.11,-0.12,,73657,75883,65470,66452,1994,,2007,2007,2008,2,2008
UK,M1,Junction 31-32 Widening,New project total,-0.10,-0.12,,146158,150576,130932,132896,1994,,2007,2007,2008,2,2008
UK,M4,Junction 18 Easbound Diverge,,-0.14,-0.14,,50600,50600,43600,43600,2004,,2005,2006,2005,11,2006
UK,M4,Junction 18 Easbound Diverge,New project total,-0.14,-0.14,,50600,50600,43600,43600,2004,,2005,2006,2005,11,2006
UK,M5,Climbing Lanes,Naish,-0.05,-0.05,,49020,49020,46369,46369,,,2005,2007,2006,6,2007
UK,M5,Climbing Lanes,Tickenham,-0.05,-0.05,,50197,50197,47519,47519,,,2005,2007,2006,6,2007
UK,M5,Climbing Lanes,Hallen,-0.06,-0.06,,52527,52527,49473,49473,,,2005,2007,2006,6,2007
UK,M5,Climbing Lanes,New project total,-0.06,-0.06,,151744,151744,143361,143361,,,2005,2007,2006,6,2007
UK,M6,Toll,M6 J3–J3A (E of M6 Toll tie-in),-0.23,-0.23,,164350,148084,126300,113800,2003,,,2011,2003,12,2011
UK,M6,Toll,M6 J11-11A,-0.11,-0.11,,99900,90013,89300,80462,2003,,,2011,2003,12,2011
UK,M6,Toll,M6 J11A -J12,-0.13,-0.13,,145300,130919,126200,113710,2003,,,2011,2003,12,2011
UK,M6,Toll,M6 Toll (T2 - T3),-0.27,-0.27,,57800,52079,42300,38113,2003,,,2011,2003,12,2011
UK,M6,Toll,M6 Toll (T3 - T4),-0.27,-0.27,,58100,52350,42500,38294,2003,,,2011,2003,12,2011
UK,M6,Toll,M6 Toll (T5 - T6),-0.33,-0.33,,67450,60774,45000,40546,2003,,,2011,2003,12,2011
UK,M6,Toll,M6 Toll (T6 - T7),-0.31,-0.31,,65550,59062,45000,40546,2003,,,2011,2003,12,2011
UK,M6,Toll,M6 Toll (T8 - M6 North),-0.17,-0.17,,45500,40997,37700,33969,2003,,,2011,2003,12,2011
UK,M6,Toll,M42 J9 – 10,-0.06,-0.06,,82800,74605,77600,69920,2003,,,2011,2003,12,2011
UK,M6,Toll,A38 A5 - A453 (Canwell Hall),-0.25,-0.25,,42650,38429,32100,28923,2003,,,2011,2003,12,2011
UK,M6,Toll,A5 East of Brownhills (A452-A461),-0.10,-0.10,,21550,19417,19400,17480,2003,,,2011,2003,12,2011
UK,M6,Toll,"A5 Great Wyrley, (E of A34)",-0.12,-0.12,,32500,29283,28500,25679,2003,,,2011,2003,12,2011
UK,M6,Toll,A446 A38-A4091,0.09,0.09,,17750,15993,19400,17480,2003,,,2011,2003,12,2011
UK,M6,Toll,Existing stretches total,-0.10,-0.10,,197250,177728,177000,159482,2003,,,2011,2003,12,2011
UK,M6,Toll,New project total,-0.21,-0.21,,703950,634278,554300,499439,2003,,,2011,2003,12,2011
UK,M6,Toll,New network total,-0.19,-0.19,,901200,812005,731300,658921,2003,,,2011,2003,12,2011
UK,M25,Junction 12-15 Widening,N of J15,0.21,0.21,,75525,75525,91400,91400,1996,,,2006,2005,12,2006
UK,M25,Junction 12-15 Widening,E of J15,-0.05,-0.05,,81125,81125,76900,76900,1996,,,2006,2005,12,2006
UK,M25,Junction 12-15 Widening,W of J15,-0.03,-0.03,,79875,79875,77600,77600,1996,,,2006,2005,12,2006
UK,M25,Junction 12-15 Widening,S of J15,0.01,0.01,,96625,96625,98050,98050,1996,,,2006,2005,12,2006
UK,M25,Junction 12-15 Widening,N of J13,0.05,0.05,,97050,97050,102050,102050,1996,,,2006,2005,12,2006
UK,M25,Junction 12-15 Widening,N of J12,0.05,0.05,,91050,91050,95500,95500,1996,,,2006,2005,12,2006
UK,M25,Junction 12-15 Widening,E of J12,-0.08,-0.08,,36450,36450,33700,33700,1996,,,2006,2005,12,2006
UK,M25,Junction 12-15 Widening,W of J12,-0.08,-0.08,,68125,68125,62700,62700,1996,,,2006,2005,12,2006
UK,M25,Junction 12-15 Widening,S of J12,-0.02,-0.02,,91175,91175,89750,89750,1996,,,2006,2005,12,2006
UK,M25,Junction 12-15 Widening,New project total,0.01,0.01,,717000,717000,727650,727650,1996,,,2006,2005,12,2006
UK,M40 A404,Junction 4 and Handy Cross Junction,Handy Cross r’bt between M40 W/B on slip and M40 E/B off slip,0.13,0.13,,33500,33500,38000,38000,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,M40 Jn 4 E/B Off Slip,0.21,0.21,,13300,13300,16100,16100,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,Exit from r’bt to A4010 N/B,0.10,0.10,,11300,11300,12400,12400,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,Entry to r’bt from A4010 S/B,0.12,0.12,,9300,9300,10400,10400,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,Exit from r’bt to C100 (N) N/B,0.15,0.15,,7800,7800,9000,9000,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,Entry to r’bt from C100 (N) S/B,0.03,0.03,,10200,10200,10500,10500,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,Exit from r’bt to A404 N/B,0.08,0.08,,12000,12000,13000,13000,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,Entry to r’bt from A404 S/B,0.08,0.08,,16400,16400,17700,17700,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,M40 Jn 4 E/B on slip,0.01,0.01,,19700,19700,19900,19900,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,Handy Cross r’bt between M40 E/B on slip and M40 W/B off slip,0.11,0.11,,31300,31300,34600,34600,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,M40 Jn 4 W/B off slip,0.22,0.22,,16800,16800,20500,20500,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,Exit from r’bt to A404 (S) S/B,0.06,0.06,,28800,28800,30600,30600,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,Entry to r’bt from A404 (S)N/B,-0.14,-0.14,,20500,20500,17600,17600,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,Exit from r’bt to C100 (S) S/B,0.10,0.10,,4900,4900,5400,5400,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,Entry to r’bt from C100 (S) N/B,0.06,0.06,,9400,9400,10000,10000,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,M40 Jn 4 W/B on slip,0.10,0.10,,11300,11300,12400,12400,2004,2006,2005,2008,2007,5,2008
UK,M40 A404,Junction 4 and Handy Cross Junction,New project total,0.08,0.08,,256500,256500,278100,278100,2004,2006,2005,2008,2007,5,2008
UK,M60,Junctions 5 - 8 Widenning,J4 - J5,-0.12,-0.12,,80000,80000,70500,70500,1997,1999,2003,2007,2006,6,2007
UK,M60,Junctions 5 - 8 Widenning,J5 - J6,-0.36,-0.02,,111000,111000,70500,109000,1997,1999,2003,2007,2006,6,2007
UK,M60,Junctions 5 - 8 Widenning,J8 - J9,0.06,0.06,,107000,107000,113000,113000,1997,1999,2003,2007,2006,6,2007
UK,M60,Junctions 5 - 8 Widenning,New project total,-0.15,-0.02,,298000,298000,254000,292500,1997,1999,2003,2007,2006,6,2007
