ProjectID,County,GEOID2015
41-2383-76994-JEF-0007-12.35||Bridge-Rehabilitation-by-Replacing-the-Existing-Concrete-Deck.,Jefferson,39081
41-2384-82773-LOR-0058-08.42||Resurfacingcoordinate-with-PID:80196-LOR-SR-0058-09.61---Culvert,Lorain,39093
41-2385-84839-LOR-0611-00.00||Lorain-Urban-Paving---Preliminary-Roadway-segments-entered,Lorain,39093
41-2386-84839-LOR-0611-00.00||Lorain-Urban-Paving---Preliminary-Roadway-segments-entered,Lorain,39093
41-2387-84839-LOR-0611-00.00||Lorain-Urban-Paving---Preliminary-Roadway-segments-entered,Lorain,39093
41-2388-84839-LOR-0611-00.00||Lorain-Urban-Paving---Preliminary-Roadway-segments-entered,Lorain,39093
41-2389-84839-LOR-0611-00.00||Lorain-Urban-Paving---Preliminary-Roadway-segments-entered,Lorain,39093
41-2390-84839-LOR-0611-00.00||Lorain-Urban-Paving---Preliminary-Roadway-segments-entered,Lorain,39093
41-2391-86730-LOR-0058-16.51||Resurfacing-LOR-058-16.51-to-20.97,Lorain,39093
41-2392-86730-LOR-0058-16.51||Resurfacing-LOR-058-16.51-to-20.97,Lorain,39093
41-2393-80094-SCI-52-16.75||It-is-proposed-to-repair-and-the-resurface-the-highway.,Scioto,39145
41-2394-82315-HUR-0250-00.73||Urban-Paving-Program---City-of-NorwalkIncludes-Bridge-Repairs-on,Huron,39077
41-2395-82315-HUR-0250-00.73||Urban-Paving-Program---City-of-NorwalkIncludes-Bridge-Repairs-on,Huron,39077
41-2396-82315-HUR-0250-00.73||Urban-Paving-Program---City-of-NorwalkIncludes-Bridge-Repairs-on,Huron,39077
41-2397-82315-HUR-0250-00.73||Urban-Paving-Program---City-of-NorwalkIncludes-Bridge-Repairs-on,Huron,39077
41-2398-82315-HUR-0250-00.73||Urban-Paving-Program---City-of-NorwalkIncludes-Bridge-Repairs-on,Huron,39077
41-2399-82315-HUR-0250-00.73||Urban-Paving-Program---City-of-NorwalkIncludes-Bridge-Repairs-on,Huron,39077
41-2400-82315-HUR-0250-00.73||Urban-Paving-Program---City-of-NorwalkIncludes-Bridge-Repairs-on,Huron,39077
41-2401-82315-HUR-0250-00.73||Urban-Paving-Program---City-of-NorwalkIncludes-Bridge-Repairs-on,Huron,39077
41-2402-84521-HUR-0061-02.52||2-Lane-Resurfacing,Huron,39077
41-2403-84521-HUR-0061-02.52||2-Lane-Resurfacing,Huron,39077
41-2404-89506-HUR-0020-06.83||Resurfacing---Village-of-MonroevilleHUR-020-06.83---08.56-/-HUR-,Huron,39077
41-2405-89506-HUR-0020-06.83||Resurfacing---Village-of-MonroevilleHUR-020-06.83---08.56-/-HUR-,Huron,39077
41-2406-90434-WAY-0083-10.88||Minor-Rehabilitation/ResurfacingWAY-083-10.88---11.03/WAY-003-14,Wayne,39169
41-2407-84519-CRA-0598-01.54||2-Lane-Resurfacing,Crawford,39033
41-2408-76437-SUM-0093-06.92||Widen-to-a-5-lanes-at-the-intersction-of-Robinson-Avenue,Summit,39153
41-2409-76437-SUM-0093-06.92||Widen-to-a-5-lanes-at-the-intersction-of-Robinson-Avenue,Summit,39153
41-2410-76437-SUM-0093-06.92||Widen-to-a-5-lanes-at-the-intersction-of-Robinson-Avenue,Summit,39153
41-2411-76437-SUM-0093-06.92||Widen-to-a-5-lanes-at-the-intersction-of-Robinson-Avenue,Summit,39153
41-2412-81940-LOR-0082-06.82||Replace-Twin-Pipes,Lorain,39093
41-2413-84527-LOR-0254-00.00||Resurfacing,Lorain,39093
41-2414-81055-MAH-0193-01.17||Install-planted-center-median.--It-will-also-include-a-traffic-s,Mahoning,39099
41-2415-80094-SCI-52-16.75||It-is-proposed-to-repair-and-the-resurface-the-highway.,Scioto,39145
41-2416-80094-SCI-52-16.75||It-is-proposed-to-repair-and-the-resurface-the-highway.,Scioto,39145
41-2417-80094-SCI-52-16.75||It-is-proposed-to-repair-and-the-resurface-the-highway.,Scioto,39145
41-2418-86718-ASD-0096-00.00||Resurfacing-ASD-096-00.00-to-05.46,Ashland,39005
41-2419-82315-HUR-0250-00.73||Urban-Paving-Program---City-of-NorwalkIncludes-Bridge-Repairs-on,Huron,39077
41-2420-84521-HUR-0061-02.52||2-Lane-Resurfacing,Huron,39077
41-2421-90424-MED-0057-10.29||Culvert-Replacement---existing-3-x-5-BoxClear-Zone-grading-right,Medina,39103
41-2422-80912-HOC-33-7.640||Realign-ramps-at-HOC-US-33-and-SR-664-interchange.--HOC-US-33-7.64,Hocking,39073
41-2423-80912-HOC-33-7.640||Realign-ramps-at-HOC-US-33-and-SR-664-interchange.--HOC-US-33-7.64,Hocking,39073
41-2424-82315-HUR-0250-00.73||Urban-Paving-Program---City-of-NorwalkIncludes-Bridge-Repairs-on,Huron,39077
41-2425-82315-HUR-0250-00.73||Urban-Paving-Program---City-of-NorwalkIncludes-Bridge-Repairs-on,Huron,39077
41-2426-84521-HUR-0061-02.52||2-Lane-Resurfacing,Huron,39077
41-2427-84521-HUR-0061-02.52||2-Lane-Resurfacing,Huron,39077
41-2428-89506-HUR-0020-06.83||Resurfacing---Village-of-MonroevilleHUR-020-06.83---08.56-/-HUR-,Huron,39077
41-2429-89506-HUR-0020-06.83||Resurfacing---Village-of-MonroevilleHUR-020-06.83---08.56-/-HUR-,Huron,39077
41-2430-77355-BEL-70-15.720||prev.-maint.:-1-in.-overlay-w/-Fine-Graded-Poly.-Mod.-Asphalt,Belmont,39013
41-2431-77355-BEL-70-15.720||prev.-maint.:-1-in.-overlay-w/-Fine-Graded-Poly.-Mod.-Asphalt,Belmont,39013
41-2432-77451-RIC-0071-13.45-PM||Preventive-Maintenance---Surface-Treatment,Richland,39139
41-2433-76980-ASD-0071-08.93-PM||Preventive-Maintenance---Surface-TreatmentAdded-PID:77478--WA,Ashland,39005
41-2434-76980-ASD-0071-08.93-PM||Preventive-Maintenance---Surface-TreatmentAdded-PID:77478--WA,Wayne,39169
41-2435-76980-ASD-0071-08.93-PM||Preventive-Maintenance---Surface-TreatmentAdded-PID:77478--WA,Wayne,39169
41-2436-78245-TUS-77-0.00 Minor Rehab,Tuscarawas,39157
41-2437-76353-FAY-71-9.47||MINOR-PAVEMENT-REHABILITATIONIn-House-Designer:-Carthel-Ransaw,Fayette,39047
41-2438-80095-SCI-52-16.75||It-is-proposed-to-repair-and-the-resurface-the-highway.,Scioto,39145
41-2439-91924-D09-Culvert-Replacement-2013||D09-Culvert-Replacement,Ross,39141
41-2440-93590-BEL-7-6.850||Provide-new-MSC-overlay-after-removing-existing-MSC-overlay-using-h,Belmont,39013
41-2441--HEN-24-10.13,Henry,39069
41-2442--HEN-24-9.61,Henry,39069
41-2443--WIL-6-10.98,Williams,39171
41-2444--COL-30-0.00,Columbiana,39029
41-2445-90423-MED-0224-14.46||Culvert-Replacement---Replace-ends-of-pipe/Pipeliner-under-Roadw,Medina,39103
41-2446--MUS-146-1.97,Muskingum,39119
41-2447--CLE-131-6.20,Clermont,39025
41-2448-83406-ASD-0511-00.00||Resurfacing,Ashland,39005
41-2449-83406-ASD-0511-00.00||Resurfacing,Ashland,39005
41-2450-89400-JAC-327-19.50||On-SR327,Jackson,39079
41-2451-84438-HIG-134-6.01-Brdg-Deck||It-is-proposed-to-replace-the-deck-on-structure-3602370.,Highland,39071
41-2452-84438-HIG-134-6.01-Brdg-Deck||It-is-proposed-to-replace-the-deck-on-structure-3602370.,Highland,39071
41-2453-84438-HIG-134-6.01-Brdg-Deck||It-is-proposed-to-replace-the-deck-on-structure-3602370.,Highland,39071
41-2454-84438-HIG-134-6.01-Brdg-Deck||It-is-proposed-to-replace-the-deck-on-structure-3602370.,Highland,39071
41-2455-83654-SCI-73-8.50-Slide-Repair||It-is-proposed-to-rebuild-or-stabilize-an-existing-slo,Scioto,39145
41-2456-93852-DAR-185-4.97-Midmark||Relocation-of-State-Route-185-from-0.04-mile-East-of-Catal,Darke,39037
41-2457-93852-DAR-185-4.97-Midmark||Relocation-of-State-Route-185-from-0.04-mile-East-of-Catal,Darke,39037
41-2458-92571-GEA-087-15.89||Resurface-from-approximately-the-Middlefield-WCL-to-the-County-Li,Geauga,39055
41-2459-92571-GEA-087-15.89||Resurface-from-approximately-the-Middlefield-WCL-to-the-County-Li,Geauga,39055
41-2460-92571-GEA-087-15.89||Resurface-from-approximately-the-Middlefield-WCL-to-the-County-Li,Geauga,39055
41-2461-83406-ASD-0511-00.00||Resurfacing--ASD-511-00.00-(SR-39)--to--06.94-(US-30)-/-06.92-(U,Ashland,39005
41-2462-83406-ASD-0511-00.00||Resurfacing--ASD-511-00.00-(SR-39)--to--06.94-(US-30)-/-06.92-(U,Ashland,39005
41-2463-83406-ASD-0511-00.00||Resurfacing--ASD-511-00.00-(SR-39)--to--06.94-(US-30)-/-06.92-(U,Ashland,39005
41-2464-88759-AUG-364-15.46||Replace-deteriorating-wearing-surface-with-MSC-with-no-(MINIMAL)-,Auglaize,39011
41-2465--CLE-131-6.20,Clermont,39025
41-2466--CLE-131-6.20,Clermont,39025
41-2467-87393-LAW-775-13.04-Slide-Repair||It-is-proposed-to-rebuild-&-stabilize-an-existing-sl,Lawrence,39087
41-2468-77355-BEL-70-15.720||prev.-maint.:-1-in.-overlay-w/-Fine-Graded-Poly.-Mod.-Asphalt,Belmont,39013
41-2469-77451-RIC-0071-13.45-PM||Preventive-Maintenance---Surface-Treatment,Richland,39139
41-2470-77451-RIC-0071-13.45-PM||Preventive-Maintenance---Surface-Treatment,Richland,39139
41-2471-77451-RIC-0071-13.45-PM||Preventive-Maintenance---Surface-Treatment,Richland,39139
41-2472-82976-HAM-275-10.57||Plane,Hamilton,39061
41-2473-76174-LUC-75-1.30/1.39/1.67/1.87-Br||Remove-existing-bridge-wearing-course-(hydrodemol,Lucas,39095
41-2474-76174-LUC-75-1.30/1.39/1.67/1.87-Br||Remove-existing-bridge-wearing-course-(hydrodemol,Lucas,39095
41-2475-76174-LUC-75-1.30/1.39/1.67/1.87-Br||Remove-existing-bridge-wearing-course-(hydrodemol,Lucas,39095
41-2476-76174-LUC-75-1.30/1.39/1.67/1.87-Br||Remove-existing-bridge-wearing-course-(hydrodemol,Lucas,39095
41-2477-76174-LUC-75-1.30/1.39/1.67/1.87-Br||Remove-existing-bridge-wearing-course-(hydrodemol,Lucas,39095
41-2478-76174-LUC-75-1.30/1.39/1.67/1.87-Br||Remove-existing-bridge-wearing-course-(hydrodemol,Lucas,39095
41-2479-76174-LUC-75-1.30/1.39/1.67/1.87-Br||Remove-existing-bridge-wearing-course-(hydrodemol,Lucas,39095
41-2480-76174-LUC-75-1.30/1.39/1.67/1.87-Br||Remove-existing-bridge-wearing-course-(hydrodemol,Lucas,39095
41-2481-76174-LUC-75-1.30/1.39/1.67/1.87-Br||Remove-existing-bridge-wearing-course-(hydrodemol,Lucas,39095
41-2482-76144-FRA-270-19.84|Tier-1|Planning-study-to-develop-a-transportation-operations-and-c,Franklin,39049
41-2483-88000-FRA-70-22.920||Waterproof-asphalt-overlay-bridge-deck-on-IR-70-EB-Ramp-over-IR-2,Franklin,39049
41-2484-25594-FRA-70-3.41||FOUR-LANE-RESURFACING-PROJECT.-FY13-PRIORITY-SYSTEM.Replace-substan,Franklin,39049
41-2485-25594-FRA-70-3.41||FOUR-LANE-RESURFACING-PROJECT.-FY13-PRIORITY-SYSTEM.Replace-substan,Franklin,39049
41-2486-25594-FRA-70-3.41||FOUR-LANE-RESURFACING-PROJECT.-FY13-PRIORITY-SYSTEM.Replace-substan,Franklin,39049
41-2487-82976-HAM-275-10.57||Plane,Hamilton,39061
41-2488-82976-HAM-275-10.57||Plane,Hamilton,39061
41-2489-82976-HAM-275-10.57||Plane,Hamilton,39061
41-2490-92576-LUC-75-0.27-Bridge-WS-grindng||A-district-allocation-funded-project-to-diamond-g,Lucas,39095
41-2491-92730-LUC-75-6.70-Brdg-Jnt-Repar||A-district-allocation-funded-project-to-repair-joint,Lucas,39095
41-2492-92730-LUC-75-6.70-Brdg-Jnt-Repar||A-district-allocation-funded-project-to-repair-joint,Lucas,39095
41-2493--CUY-480-10.54 Tiedeman Road IMS,Cuyahoga,39035
41-2494--CUY-480-10.54 Tiedeman Road IMS,Cuyahoga,39035
41-2495--CUY-480-10.54 Tiedeman Road IMS,Cuyahoga,39035
41-2496--CUY-480-10.54 Tiedeman Road IMS,Cuyahoga,39035
41-2497--FRA-70-5.25 HIlliard Rome Rd IMS,Franklin,39049
41-2498--FRA-70-5.25 HIlliard Rome Rd IMS,Franklin,39049
41-2499-83447-LOR-0611-09.63||Bridge-Rehabilitation-/-Painting-and-resurfacing-of-SR-611-to-SR,Lorain,39093
41-2500-83447-LOR-0611-09.63||Bridge-Rehabilitation-/-Painting-and-resurfacing-of-SR-611-to-SR,Lorain,39093
41-2501-83447-LOR-0611-09.63||Bridge-Rehabilitation-/-Painting-and-resurfacing-of-SR-611-to-SR,Lorain,39093
41-2502-83447-LOR-0611-09.63||Bridge-Rehabilitation-/-Painting-and-resurfacing-of-SR-611-to-SR,Lorain,39093
41-2503--LUC-475-12.38 Talmadge Rd,Lucas,39095
41-2504-83883-D06-Crackseal-PPM-FY13||District-Six-Preventive-Maintenance-contract-for-FY-13.-,Franklin,39049
41-2505-84528-D08-Bridge-Maintenance-FY2013||District-Wide-Bridge-Maintenance-Contract.-Bridge,Hamilton,39061
41-2506-95132-HAM-71-0.27L||Type-A-Emergency-for-the-repair-of-wearing-surface-of-the-southbou,Hamilton,39061
41-2507-95132-HAM-71-0.27L||Type-A-Emergency-for-the-repair-of-wearing-surface-of-the-southbou,Hamilton,39061
41-2508-83883-D06-Crackseal-PPM-FY13||District-Six-Preventive-Maintenance-contract-for-FY-13.-,Franklin,39049
41-2509-83883-D06-Crackseal-PPM-FY13||District-Six-Preventive-Maintenance-contract-for-FY-13.-,Franklin,39049
41-2510-83883-D06-Crackseal-PPM-FY13||District-Six-Preventive-Maintenance-contract-for-FY-13.-,Franklin,39049
41-2511--WAR-48-8.96 River Crossing TIS,Warren,39165
41-2512--WAR-48-8.96 River Crossing TIS,Warren,39165
41-2513-81486-BEL-7-11.870||Priority-System-minor-rehabilation,Belmont,39013
41-2514-84021-CUY-422-13.91||Resurface-US-422-from-Richmond-Rd-(SR-175)-to-Solon-Rd-in-Warrens,Cuyahoga,39035
41-2515-76144-FRA-270-19.84|Tier-1|Planning-study-to-develop-a-transportation-operations-and-c,Franklin,39049
41-2516-83447-LOR-0611-09.63||Bridge-Rehabilitation-/-Painting-and-resurfacing-of-SR-611-to-SR,Lorain,39093
41-2517-83447-LOR-0611-09.63||Bridge-Rehabilitation-/-Painting-and-resurfacing-of-SR-611-to-SR,Lorain,39093
41-2518-91544-WOO-20-4.71-LT-lane-add.||Safety-funded-project-to-add-left-turn-lanes-on-the-ea,Wood,39173
41-2519-91544-WOO-20-4.71-LT-lane-add.||Safety-funded-project-to-add-left-turn-lanes-on-the-ea,Wood,39173
41-2520-88049-STW-Safety-Studies--LJB||Task-Order-contract-to-conduct-safety-studies.,Franklin,39049
41-2521-92035-MOT-741-0.76||Complete-a-traffic-engineering-study-to-determine-the-need-for-dua,Montgomery,39113
41-2522-91527-PIC-22-18.370||Deck-Overlay-on-bridge-over-Hargus-CreekIn-House-Designer:-Holly-,Pickaway,39129
41-2523--HEN-6-12.47,Henry,39069
41-2524--RIC-42-14.01,Richland,39139
41-2525--RIC-42-14.01,Richland,39139
41-2526--OTT-163-23.99,Ottawa,39123
41-2527--WOO-795-2.99,Wood,39173
41-2528--WAR-48-8.96 River Crossing TIS,Warren,39165
41-2529--WAR-48-8.96 River Crossing TIS,Warren,39165
41-2530-87249-SCI-139-0.52||It-is-proposed-to-resurface-a-portion-of-SR139,Scioto,39145
41-2531-83447-LOR-0611-09.63||Bridge-Rehabilitation-/-Painting-and-resurfacing-of-SR-611-to-SR,Lorain,39093
41-2532-83447-LOR-0611-09.78||Bridge-Rehabilitation-/-Painting-and-resurfacing-of-SR-611-to-SR,Lorain,39093
41-2533--RIC-39-16.35,Richland,39139
41-2534--LUC-20-7.1,Lucas,39095
41-2535-83883-D06-Crackseal-PPM-FY13||District-Six-Preventive-Maintenance-contract-for-FY-13.-,Franklin,39049
41-2536--CLE-131-6.20,Clermont,39025
41-2537--BUT-747-3.57 TIS,Butler,39017
41-2538--FUL-2-0.00,Fulton,39051
41-2539--CRA-97-0.83,Crawford,39033
41-2540--BUT-747-3.57 TIS,Butler,39017
41-2541--SUM-271-12.64,Summit,39153
41-2542--SUM-271-12.64,Summit,39153
41-2543--SUM-271-12.64,Summit,39153
41-2544--NOB-77-0.00,Noble,39121
41-2545-89490-FRA-70-18.670-(Noise-Wall)||Construct-noise-wall-on-north-side-of-IR-70-from-US-,Franklin,39049
41-2546-92478-FRA-270-7.040-(Noise-Wall)||Construct-a-Type-II-noise-wall-on-west-side-of-I-270,Franklin,39049
41-2547-95085-FRA-270-22.350-(Noise-Wall)||Noise-wall-at-NW-quadrant-of-I-270/Linworth-RdLakes,Franklin,39049
41-2548--SUM-271-12.64,Summit,39153
41-2549--SUM-271-12.64,Summit,39153
41-2550--SUM-271-12.64,Summit,39153
41-2551-87218-GRE-35/380-9.58/6.71||Rehabilitate-bridges-GRE-35-0963L&R-over-Glady-Run-by-repl,Greene,39057
41-2552--LOR-2-3.33,Lorain,39093
41-2553--LOR-2-3.33,Lorain,39093
41-2554--COL-517-2.21,Columbiana,39029
41-2555-96335-HAM-Central-Parkway-Bikeway||Restriping-Central-Parkway-to-provide-one-way-cycle,Hamilton,39061
41-2556--HUR-13-2.55,Huron,39077
41-2557-84750-MED-0018-09.10||Medina-Urban-Paving-ProjectMED-018-09.10---13.45-/-MED-018F-00.0,Medina,39103
41-2558-96002-MAR-Campbell-St-CSX-Preemption||Improvements-to-the-warning-devices-at-the-CSX-g,Marion,39101
41-2559--ASD-511-25.10,Ashland,39005
41-2560--HAM-264-7.99,Hamilton,39061
41-2561-96335-HAM-Central-Parkway-Bikeway||Restriping-Central-Parkway-to-provide-one-way-cycle,Hamilton,39061
41-2562-96335-HAM-Central-Parkway-Bikeway||Restriping-Central-Parkway-to-provide-one-way-cycle,Hamilton,39061
41-2563-96335-HAM-Central-Parkway-Bikeway||Restriping-Central-Parkway-to-provide-one-way-cycle,Hamilton,39061
41-2564-96335-HAM-Central-Parkway-Bikeway||Restriping-Central-Parkway-to-provide-one-way-cycle,Hamilton,39061
41-2565-96335-HAM-Central-Parkway-Bikeway||Restriping-Central-Parkway-to-provide-one-way-cycle,Hamilton,39061
41-2566-96335-HAM-Central-Parkway-Bikeway||Restriping-Central-Parkway-to-provide-one-way-cycle,Hamilton,39061
41-2567-96335-HAM-Central-Parkway-Bikeway||Restriping-Central-Parkway-to-provide-one-way-cycle,Hamilton,39061
41-2568-96335-HAM-Central-Parkway-Bikeway||Restriping-Central-Parkway-to-provide-one-way-cycle,Hamilton,39061
41-2569-96335-HAM-Central-Parkway-Bikeway||Restriping-Central-Parkway-to-provide-one-way-cycle,Hamilton,39061
41-2570-96335-HAM-Central-Parkway-Bikeway||Restriping-Central-Parkway-to-provide-one-way-cycle,Hamilton,39061
41-2571--WOO-6-14.14,Wood,39173
41-2572--ERI-4-0.00,Erie,39043
41-2573-87470-GEA-166-06.42/VAR-Culvert||Culvert-reconstruction-contract.---GEA-166-06.42-GEA-,Geauga,39055
41-2574-95660-HAS-250-7.800||Replace-existing-bridge-with-new-single-span-slab-bridge,Harrison,39067
41-2575-95660-HAS-250-7.800||Replace-existing-bridge-with-new-single-span-slab-bridge,Harrison,39067
41-2576--SUM-271-12.64,Summit,39153
41-2577--SUM-271-12.64,Summit,39153
41-2578--SUM-271-12.64,Summit,39153
41-2579--SUM-271-12.64,Summit,39153
41-2580--SUM-271-12.64,Summit,39153
41-2581--SUM-271-12.64,Summit,39153
41-2582--SUM-271-12.64,Summit,39153
41-2583--SUM-271-12.64,Summit,39153
41-2584--SUM-271-12.64,Summit,39153
41-2585--SUM-271-12.64,Summit,39153
41-2586--LOR-2-3.33,Lorain,39093
41-2587-92851-SCI-348-6.94-Slide-Repair||It-is-proposed-to-rebuild-&-stabilize-existing-slope-,Scioto,39145
41-2588--WAY-3-0.00,Wayne,39169
41-2589--WOO-420-0.00,Wood,39173
41-2590--CRA-30-7.26,Crawford,39033
41-2591--ASD-224-6.8,Ashland,39005
41-2592--COL-11-17.77,Columbiana,39029
41-2593--OTT-269-4.36,Ottawa,39123
41-2594--OTT-19-2.76,Ottawa,39123
41-2595--WOO-280-6.48,Wood,39173
41-2596--CUY-480-18.25,Cuyahoga,39035
41-2597--COS-751-0.03,Coshocton,39031
41-2598-94257-PER-13-32.45||Revised-as-per-the-PIP:-Upgrade-the-Intersection-of-S.R.-13-with-S,Perry,39127
41-2599--HOL-62-18.60,Holmes,39075
41-2600--HOL-62-18.60,Holmes,39075
41-2601-89403-PIK-220-6.10||It-is-porposed-to-provide-support-for-the-shoulder-and-roadway-alo,Pike,39131
41-2602-89399-BRO-505-0.18-Slide-Repair||It-is-proposed-to-provide-suport-for-the-shoulder-and,Brown,39015
41-2603-87329-SCI-73-10.42-Brdg-Repair||Bridge-replacement,Scioto,39145
41-2604-88768-CHP-560-1.48/1.56||Replace-deteriorating-wearing-surface-(2-bridges)-with-no-app,Champaign,39021
41-2605-91813-GUE-265-07.29/08.61/09.45||Revised-work-per-scope:-Gue-265-0729,Guernsey,39059
41-2606--GUE-265-4.59,Guernsey,39059
41-2607-95192-NOB-145-2.260-ER-Revision||Landslide-repair-project.-DSRs-NOB-007R-(NOB-145-2.26,Noble,39121
41-2608-80122-COL-00644-0846||Culvert-replacement,Columbiana,39029
41-2609--FAI-256-22.60,Fairfield,39045
41-2610--CRA-602-2.57,Crawford,39033
41-2611--COL-164-20.19 SR-164 & SR-558,Columbiana,39029
41-2612--COL-164-20.19 SR-164 & SR-558,Columbiana,39029
41-2613--COL-164-20.19 SR-164 & SR-558,Columbiana,39029
41-2614--FAI-312-0.00,Fairfield,39045
41-2615--PER-757-0.08,Perry,39127
41-2616--PER-312-0.00,Perry,39127
41-2617--LUC-24-12.80 Fallen Timbers & IR-475/US-23 interchanges,Lucas,39095
41-2618-87394-SCI-23-2.60-Slide-Repair||It-is-proposed-to-rebuild-&-stabilize-an-existing-slop,Scioto,39145
41-2619--LUC-24-12.80 Fallen Timbers & IR-475/US-23 interchanges,Lucas,39095
41-2620--JEF-43-4.21 SR-43 & Lovers Lane,Jefferson,39081
41-2621--JEF-43-4.21 SR-43 & Lovers Lane,Jefferson,39081
41-2622-79400-HAM-4-8.33||FY2013-Urban-Paving-Project-for-the-City-of-Springdale.--Includes-pa,Hamilton,39061
41-2623-84750-MED-0018-09.10||Medina-Urban-Paving-ProjectMED-018-09.10---13.45-/-MED-018F-00.0,Medina,39103
41-2624-90943-BUT-73-18.32||Construct-a-new-flow-control-chamber-to-prevent-water-from-Dick1s-,Butler,39017
41-2625--LUC-20-10.48,Lucas,39095
41-2626--COL-164-20.19 SR-164 & SR-558,Columbiana,39029
41-2627-83203-WAY-0585-02.75,Wayne,39169
41-2628-83548-ERI-0250-01.92||Reconstruct-intersection-of-US-250-and-Strub-Road-in-accordance-,Erie,39043
41-2629-83548-ERI-0250-01.92||Reconstruct-intersection-of-US-250-and-Strub-Road-in-accordance-,Erie,39043
41-2630-80126-LOR-0301-22.56||Replace-251-structurally-deficient-bridge-over-Jungpluth-Ditch.-,Lorain,39093
41-2631-85162-MED-0076-09.76||Widening-and-modifying-ine-intersections-at-Interstate-76-and-St,Medina,39103
41-2632-85162-MED-0076-09.76||Widening-and-modifying-ine-intersections-at-Interstate-76-and-St,Medina,39103
41-2633-85894-MAH-0534-12.20-Site-Distance||Lower-the-vertical-curve-on-MAH-SR-534,Mahoning,39099
41-2634-85894-MAH-0534-12.20-Site-Distance||Lower-the-vertical-curve-on-MAH-SR-534,Mahoning,39099
41-2635-85162-MED-0076-09.76||Widening-and-modifying-ine-intersections-at-Interstate-76-and-St,Medina,39103
41-2636-85162-MED-0076-09.76||Widening-and-modifying-ine-intersections-at-Interstate-76-and-St,Medina,39103
41-2637-86824-CUY-071-18.87-Deck,Cuyahoga,39035
41-2638-86824-CUY-071-18.87-Deck,Cuyahoga,39035
41-2639-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2640-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2641-84629-SUM-0076-(3.62)(4.97)||Replacement-of-two-structures.,Summit,39153
41-2642-84629-SUM-0076-(3.62)(4.97)||Replacement-of-two-structures.,Summit,39153
41-2643-85162-MED-0076-09.76||Widening-and-modifying-ine-intersections-at-Interstate-76-and-St,Medina,39103
41-2644-84556-ERI-0250-01.14||Reconstruct-intersection-of-US-250-and-Perkins-Avenue-in-accorda,Erie,39043
41-2645-84556-ERI-0250-01.14||Reconstruct-intersection-of-US-250-and-Perkins-Avenue-in-accorda,Erie,39043
41-2646-86797-HAM-127-15.16||Add-two-way-left-turn-lane-from-end-of-left-turn-lane-at-Crest-to,Hamilton,39061
41-2647-85162-MED-0076-09.76||Widening-and-modifying-ine-intersections-at-Interstate-76-and-St,Medina,39103
41-2648-85162-MED-0076-09.76||Widening-and-modifying-ine-intersections-at-Interstate-76-and-St,Medina,39103
41-2649-85162-MED-0076-09.76||Widening-and-modifying-ine-intersections-at-Interstate-76-and-St,Medina,39103
41-2650-85162-MED-0076-09.76||Widening-and-modifying-ine-intersections-at-Interstate-76-and-St,Medina,39103
41-2651-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2652-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2653-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2654-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2655-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2656-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2657-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2658-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2659-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2660-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2661-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2662-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2663-81338-MED-0094-03.80||reconstruct-and-widen-SR-94-to-include-the-bridge-over-I-76City-,Medina,39103
41-2664-83793-LOR-0254-00.00||Install-an-exclusive-right-turn-lane-for-eastbound-vehicles-at-W,Lorain,39093
41-2665-83793-LOR-0254-00.00||Install-an-exclusive-right-turn-lane-for-eastbound-vehicles-at-W,Lorain,39093
41-2666-85162-MED-0076-09.76||Widening-and-modifying-ine-intersections-at-Interstate-76-and-St,Medina,39103
41-2667-78425-MIA/SHE-IR-75-18.90/0.00||PAVEMENT-PLANING-AND-RESURFACING;-(mill-&-fill);-(Proj,Shelby,39149
41-2668-84557-HAN-224-11.81||REPLACE-BRIDGE-OVER-IR-75,Hancock,39063
