BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,State,CounterID,FunctionalClass,DiffYear,AdjustedForecast,Error,AbsError,PercentError,AbsPE,FunctionalClassName,MethodologyName,AreaTypeName,UnemploymentRate_ForecastYear,UnemploymentRate_YearProduced,UnemploymentRate_OpeningYear
,,22179,12,,OH,1,51910,2004,1,2002,,6,,,,,2008,48270,,40,,1,2,54654,-6384,6384,-11.6807553,11.6807553,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,6.5,5.8,6.5
,,22179,12,,OH,1,46740,2004,1,2002,,6,,,,,2008,48270,,40,,1,2,49212,-942,942,-1.914167276,1.914167276,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,6.5,5.8,6.5
,,22179,12,,OH,1,46740,2004,1,2002,,6,,,,,2008,46670,,40,,1,2,49212,-2542,2542,-5.165406811,5.165406811,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,6.5,5.8,6.5
,,75186,11,,OH,1,52960,2004,1,2003,,6,,,,,2010,47190,,40,,1,1,58555,-11365,11365,-19.40910255,19.40910255,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,X,1,,OH,1,3320,2004,1,2003,,6,,,,,2011,2800,,40,,5,1,3614,-814,814,-22.52351965,22.52351965,Major Collector,Unknown Methodology,Unknown Area Type,8.9,6.3,8.9
,,,11,,OH,1,88310,2004,1,2003,,6,,,,,2010,93650,,40,,1,1,93233,417,417,0.447266526,0.447266526,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,,11,,OH,1,99150,2004,1,2003,,6,,,,,2010,104340,,40,,1,1,103200,1140,1140,1.104651163,1.104651163,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,,11,,OH,1,111280,2004,1,2003,,6,,,,,2010,110160,,40,,1,1,115078,-4918,4918,-4.273623108,4.273623108,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,,11,,OH,1,114080,2004,1,2003,,6,,,,,2010,114050,,40,,1,1,117098,-3048,3048,-2.602947958,2.602947958,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,23029,2,,OH,1,21200,2004,1,2003,,6,,,,,2007,19610,,40,,3,1,21558.5,-1948.5,1948.5,-9.03819839,9.03819839,Principle Arterial,Unknown Methodology,Unknown Area Type,5.5,6.3,5.5
,,23029,2,,OH,1,20770,2004,1,2003,,6,,,,,2007,16360,,40,,3,1,21116.5,-4756.5,4756.5,-22.52503966,22.52503966,Principle Arterial,Unknown Methodology,Unknown Area Type,5.5,6.3,5.5
,,75078,3,,OH,1,12490,2004,1,2003,,6,,,,,2009,10350,,40,,3,1,13345,-2995,2995,-22.4428625,22.4428625,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,6.3,10.3
,,24771,3,,OH,1,16500,2004,1,2003,,6,,,,,2007,16060,,40,,3,1,16837.5,-777.5,777.5,-4.617668894,4.617668894,Principle Arterial,Unknown Methodology,Unknown Area Type,5.5,6.3,5.5
,,24771,3,,OH,1,20280,2004,1,2003,,6,,,,,2007,16060,,40,,3,1,20689.5,-4629.5,4629.5,-22.37608449,22.37608449,Principle Arterial,Unknown Methodology,Unknown Area Type,5.5,6.3,5.5
,,75077,1,,OH,1,12490,2004,1,2003,,6,,,,,2009,10350,,40,,3,1,13345,-2995,2995,-22.4428625,22.4428625,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,6.3,10.3
,,77688,1,,OH,1,3950,2004,1,2004,,6,,,,,2009,3310,,40,,5,0,4275,-965,965,-22.57309942,22.57309942,Major Collector,Unknown Methodology,Unknown Area Type,10.3,6.3,10.3
,,20424,1,,OH,1,45820,2004,1,2004,,6,,,,,2008,40940,,40,,3,0,48346,-7406,7406,-15.31874405,15.31874405,Principle Arterial,Unknown Methodology,Unknown Area Type,6.5,6.3,6.5
,,20424,1,,OH,1,44940,2004,1,2004,,6,,,,,2008,31500,,40,,3,0,47466,-15966,15966,-33.63670838,33.63670838,Principle Arterial,Unknown Methodology,Unknown Area Type,6.5,6.3,6.5
,,20424,1,,OH,1,41360,2004,1,2004,,6,,,,,2008,31500,,40,,3,0,45090,-13590,13590,-30.13972056,30.13972056,Principle Arterial,Unknown Methodology,Unknown Area Type,6.5,6.3,6.5
,,20424,1,,OH,1,40620,2004,1,2004,,6,,,,,2008,31500,,40,,3,0,44350,-12850,12850,-28.9740699,28.9740699,Principle Arterial,Unknown Methodology,Unknown Area Type,6.5,6.3,6.5
,,20424,1,,OH,1,43320,2004,1,2004,,6,,,,,2008,31500,,40,,3,0,47050,-15550,15550,-33.04994687,33.04994687,Principle Arterial,Unknown Methodology,Unknown Area Type,6.5,6.3,6.5
,,20424,1,,OH,1,39180,2004,1,2004,,6,,,,,2008,31500,,40,,3,0,44284,-12784,12784,-28.86821425,28.86821425,Principle Arterial,Unknown Methodology,Unknown Area Type,6.5,6.3,6.5
,,20424,1,,OH,1,33680,2004,1,2004,,6,,,,,2008,31500,,40,,3,0,38730,-7230,7230,-18.66769946,18.66769946,Principle Arterial,Unknown Methodology,Unknown Area Type,6.5,6.3,6.5
,,23823,3,,OH,1,47720,2005,1,2002,,6,,,,,2008,46570,,40,,1,3,50628.5,-4058.5,4058.5,-8.016235915,8.016235915,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.2,5.4,6.5
,,19971,1,,OH,1,12140,2005,1,2002,,6,,,,,2009,9920,,40,,3,3,12630,-2710,2710,-21.45684877,21.45684877,Principle Arterial,Unknown Methodology,Unknown Area Type,6.5,5.8,10.3
,,19468,12,,OH,1,14610,2005,1,2002,,6,,,,,2010,12990,,40,,3,3,15657.5,-2667.5,2667.5,-17.03656395,17.03656395,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,5.8,10.2
,,19580,12,,OH,1,8100,2005,1,2002,,6,,,,,2010,6520,,40,,3,3,8890,-2370,2370,-26.6591676,26.6591676,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,5.8,10.2
,,19580,12,,OH,1,13670,2005,1,2002,,6,,,,,2010,11170,,40,,3,3,14750,-3580,3580,-24.27118644,24.27118644,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,5.8,10.2
,,19580,12,,OH,1,7280,2005,1,2002,,6,,,,,2010,5740,,40,,3,3,7652.5,-1912.5,1912.5,-24.99183273,24.99183273,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,5.8,10.2
,,25645,1,,OH,1,1450,2005,1,2002,,6,,,,,2009,1680,,40,,5,3,1506,174,174,11.55378486,11.55378486,Major Collector,Unknown Methodology,Unknown Area Type,10.2,5.8,10.3
,,23104,1,,OH,1,10370,2005,1,2003,,6,,,,,2008,12030,,40,,4,2,10631,1399,1399,13.1596275,13.1596275,Minor Arterial,Unknown Methodology,Unknown Area Type,10.3,5.8,6.5
,,,11,,OH,1,109490,2005,1,2003,,6,,,,,2010,113670,,40,,1,2,119835,-6165,6165,-5.144573789,5.144573789,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,6.5,6.3,10.2
,,,11,,OH,1,37800,2005,1,2003,,6,,,,,2010,26070,,40,,3,2,40212.5,-14142.5,14142.5,-35.1694125,35.1694125,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,22080,1,,OH,1,19500,2005,1,2003,,6,,,,,2008,11820,,40,,3,2,20070,-8250,8250,-41.10612855,41.10612855,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,6.5
,,23030,12,,OH,1,30320,2005,1,2003,,6,,,,,2008,15110,,40,,4,2,30522.5,-15412.5,15412.5,-50.49553608,50.49553608,Minor Arterial,Unknown Methodology,Unknown Area Type,6.5,6.3,6.5
,,76674,12,,OH,1,88200,2005,1,2004,,6,,,,,2010,64800,,40,,1,1,93525,-28725,28725,-30.71371291,30.71371291,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,6.5,6.3,10.2
,,77326,11,,OH,1,98130,2005,1,2004,,6,,,,,2010,101510,,40,,1,1,103640,-2130,2130,-2.055191046,2.055191046,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,77326,11,,OH,1,91420,2005,1,2004,,6,,,,,2010,95780,,40,,1,1,96755,-975,975,-1.00769986,1.00769986,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,77326,11,,OH,1,96120,2005,1,2004,,6,,,,,2010,95500,,40,,1,1,101335,-5835,5835,-5.758128978,5.758128978,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,21509,1,,OH,1,6680,2005,1,2004,,6,,,,,2010,6250,,40,,4,1,7145,-895,895,-12.52624213,12.52624213,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,79078,12,,OH,1,128560,2005,1,2005,,6,,,,,2009,146240,,40,,1,0,132004.8,14235.2,14235.2,10.78385028,10.78385028,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.2,6.3,10.3
,,79078,12,,OH,1,137600,2005,1,2005,,6,,,,,2009,155370,,40,,1,0,140912,14458,14458,10.2603043,10.2603043,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,126750,2005,1,2005,,6,,,,,2009,145600,,40,,1,0,130135.6,15464.4,15464.4,11.88329711,11.88329711,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,102000,2005,1,2005,,6,,,,,2009,124780,,40,,1,0,105400,19380,19380,18.38709677,18.38709677,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,112900,2005,1,2005,,6,,,,,2009,133730,,40,,1,0,116408.8,17321.2,17321.2,14.87963109,14.87963109,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,124800,2005,1,2005,,6,,,,,2009,141560,,40,,1,0,128961.6,12598.4,12598.4,9.769109564,9.769109564,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,122080,2005,1,2005,,6,,,,,2009,138400,,40,,1,0,126987.2,11412.8,11412.8,8.987362506,8.987362506,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,119540,2005,1,2005,,6,,,,,2009,129170,,40,,1,0,126837.6,2332.4,2332.4,1.838886892,1.838886892,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,119540,2005,1,2005,,6,,,,,2009,113490,,40,,1,0,122213.6,-8723.6,8723.6,-7.137994462,7.137994462,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,101600,2005,1,2005,,6,,,,,2009,99040,,40,,1,0,104752,-5712,5712,-5.452879181,5.452879181,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,55330,2005,1,2005,,6,,,,,2009,48350,,40,,1,0,56434,-8084,8084,-14.32469788,14.32469788,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,25440,2005,1,2005,,6,,,,,2009,20100,,40,,1,0,25624,-5524,5524,-21.55791446,21.55791446,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,19910,2005,1,2005,,6,,,,,2009,19120,,40,,3,0,20076.4,-956.4,956.4,-4.763802275,4.763802275,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,22260,2005,1,2005,,6,,,,,2009,21110,,40,,3,0,22405.6,-1295.6,1295.6,-5.782482951,5.782482951,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,23140,2005,1,2005,,6,,,,,2009,21110,,40,,3,0,23285.6,-2175.6,2175.6,-9.34311334,9.34311334,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,38340,2005,1,2005,,6,,,,,2009,21110,,40,,3,0,36885.6,-15775.6,15775.6,-42.76899386,42.76899386,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,33800,2005,1,2005,,6,,,,,2009,29110,,40,,3,0,33782.4,-4672.4,4672.4,-13.83087051,13.83087051,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,20570,2005,1,2005,,6,,,,,2009,29110,,40,,3,0,20786,8324,8324,40.04618493,40.04618493,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,16740,2005,1,2005,,6,,,,,2009,19540,,40,,3,0,16900,2640,2640,15.62130178,15.62130178,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,25200,2005,1,2005,,6,,,,,2009,14390,,40,,3,0,25510.4,-11120.4,11120.4,-43.59163322,43.59163322,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,79078,12,,OH,1,34880,2005,1,2005,,6,,,,,2009,26050,,40,,3,0,35192,-9142,9142,-25.97749489,25.97749489,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,22889,11,,OH,1,55500,2006,1,2002,,6,,,,,2009,47940,,40,,1,4,58479,-10539,10539,-18.021854,18.021854,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,22889,11,,OH,1,52780,2006,1,2002,,6,,,,,2009,46380,,40,,1,4,55732,-9352,9352,-16.78030575,16.78030575,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.8,10.3
,,22772,3,,OH,1,40460,2006,1,2003,,6,,,,,2010,34550,,40,,1,3,43638,-9088,9088,-20.8258857,20.8258857,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.8,10.2
,,22772,3,,OH,1,31570,2006,1,2003,,6,,,,,2010,28650,,40,,1,3,34286,-5636,5636,-16.43819635,16.43819635,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,22772,3,,OH,1,19920,2006,1,2003,,6,,,,,2010,12990,,40,,3,3,21008,-8018,8018,-38.1664128,38.1664128,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,22772,3,,OH,1,22080,2006,1,2003,,6,,,,,2010,12990,,40,,3,3,23284,-10294,10294,-44.21061673,44.21061673,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,22772,3,,OH,1,22300,2006,1,2003,,6,,,,,2010,12990,,40,,3,3,23520,-10530,10530,-44.77040816,44.77040816,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,22010,3,,OH,1,12300,2006,1,2003,,6,,,,,2011,9150,,40,,4,3,13390,-4240,4240,-31.66542196,31.66542196,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,8.9
,,22010,3,,OH,1,1570,2006,1,2003,,6,,,,,2011,1250,,40,,5,3,1675,-425,425,-25.37313433,25.37313433,Major Collector,Unknown Methodology,Unknown Area Type,8.9,6.3,8.9
,,75883,1,,OH,1,100630,2006,1,2003,,6,,,,,2010,79840,,40,,1,3,103702,-23862,23862,-23.01016374,23.01016374,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,8.9,6.3,10.2
,,23828,11,,OH,1,105700,2006,1,2003,,6,,,,,2009,88050,,40,,1,3,108505,-20455,20455,-18.85166582,18.85166582,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.2,6.3,10.3
,,75989,2,,OH,1,69160,2006,1,2003,,6,,,,,2009,62920,,40,,1,3,70177,-7257,7257,-10.34099491,10.34099491,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,6.3,10.3
,,75883,1,,OH,1,11370,2006,1,2003,,6,,,,,2010,9250,,40,,3,3,11546,-2296,2296,-19.88567469,19.88567469,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,6.3,10.2
,,,2,,OH,1,7710,2006,1,2003,,6,,,,,2010,6000,,40,,3,3,7998,-1998,1998,-24.98124531,24.98124531,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,,2,,OH,1,13090,2006,1,2003,,6,,,,,2010,10320,,40,,3,3,13584,-3264,3264,-24.02826855,24.02826855,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,20082,12,,OH,1,27600,2006,1,2003,,6,,,,,2009,26670,,40,,3,3,27705,-1035,1035,-3.735787764,3.735787764,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,10.3
,,20082,12,,OH,1,52500,2006,1,2003,,6,,,,,2009,36860,,40,,3,3,52635,-15775,15775,-29.97055191,29.97055191,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,6.3,10.3
,,,2,,OH,1,6870,2006,1,2003,,6,,,,,2010,4610,,40,,4,3,7132,-2522,2522,-35.36174986,35.36174986,Minor Arterial,Unknown Methodology,Unknown Area Type,10.3,6.3,10.2
,,25697,1,,OH,1,9590,2006,1,2004,,6,,,,,2008,7750,,40,,3,2,9608.33,-1858.33,1858.33,-19.34082197,19.34082197,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,6.5
,,80810,12,,OH,1,38040,2006,1,2006,,6,,,,,2009,45720,,40,,1,0,42654,3066,3066,7.188071459,7.188071459,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,6.5,6.3,10.3
,,80810,12,,OH,1,35690,2006,1,2006,,6,,,,,2009,45720,,40,,1,0,38198,7522,7522,19.69213048,19.69213048,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.4,10.3
,,80810,12,,OH,1,35910,2006,1,2006,,6,,,,,2009,45720,,40,,1,0,37707,8013,8013,21.25069616,21.25069616,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.4,10.3
,,80810,12,,OH,1,55240,2006,1,2006,,6,,,,,2010,57240,,40,,1,0,59544,-2304,2304,-3.869407497,3.869407497,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.4,10.2
,,80810,12,,OH,1,44570,2006,1,2006,,6,,,,,2010,47200,,40,,1,0,49616,-2416,2416,-4.869396969,4.869396969,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.2,5.4,10.2
,,80810,12,,OH,1,12290,2006,1,2006,,6,,,,,2010,10650,,40,,4,0,12400,-1750,1750,-14.11290323,14.11290323,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,5.4,10.2
,,80810,12,,OH,1,14120,2006,1,2006,,6,,,,,2010,10650,,40,,4,0,14230,-3580,3580,-25.15811665,25.15811665,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,5.4,10.2
,,80810,12,,OH,1,20000,2006,1,2006,,6,,,,,2010,18080,,40,,4,0,20886,-2806,2806,-13.43483673,13.43483673,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,5.4,10.2
,,80810,12,,OH,1,22140,2006,1,2006,,6,,,,,2010,18080,,40,,4,0,23156,-5076,5076,-21.92088444,21.92088444,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,5.4,10.2
,,80810,12,,OH,1,20050,2006,1,2006,,6,,,,,2010,18080,,40,,4,0,21066,-2986,2986,-14.17449919,14.17449919,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,5.4,10.2
,,80810,12,,OH,1,28010,2006,1,2006,,6,,,,,2010,18080,,40,,4,0,29164,-11084,11084,-38.00576053,38.00576053,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,5.4,10.2
,,80810,12,,OH,1,31820,2006,1,2006,,6,,,,,2010,37090,,40,,4,0,32974,4116,4116,12.48256202,12.48256202,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,5.4,10.2
,,20878,12,,OH,1,28270,2007,1,2002,,6,,,,,2010,28200,,40,,3,5,29588.5,-1388.5,1388.5,-4.692701556,4.692701556,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,5.4,10.2
,,20878,12,,OH,1,34880,2007,1,2002,,6,,,,,2010,28200,,40,,3,5,36432.5,-8232.5,8232.5,-22.59658272,22.59658272,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,5.8,10.2
,,20878,12,,OH,1,34810,2007,1,2002,,6,,,,,2010,28200,,40,,3,5,36431.5,-8231.5,8231.5,-22.59445809,22.59445809,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,5.8,10.2
,,20878,12,,OH,1,38470,2007,1,2002,,6,,,,,2010,28200,,40,,3,5,39071.5,-10871.5,10871.5,-27.82462921,27.82462921,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,5.8,10.2
,,20878,12,,OH,1,37700,2007,1,2002,,6,,,,,2010,22530,,40,,3,5,38292.5,-15762.5,15762.5,-41.1634132,41.1634132,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,5.8,10.2
,,20878,12,,OH,1,30690,2007,1,2002,,6,,,,,2010,22530,,40,,3,5,31965,-9435,9435,-29.51665885,29.51665885,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,5.8,10.2
,,20878,12,,OH,1,24520,2007,1,2002,,6,,,,,2010,18140,,40,,3,5,26719,-8579,8579,-32.10823758,32.10823758,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,5.8,10.2
,,20878,12,,OH,1,20900,2007,1,2002,,6,,,,,2010,14260,,40,,4,5,23256.5,-8996.5,8996.5,-38.68380883,38.68380883,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,5.8,10.2
,,20878,12,,OH,1,24490,2007,1,2002,,6,,,,,2010,30230,,40,,4,5,27968.5,2261.5,2261.5,8.085882332,8.085882332,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,5.8,10.2
,,20878,12,,OH,1,22820,2007,1,2002,,6,,,,,2010,30230,,40,,4,5,25230.5,4999.5,4999.5,19.81530291,19.81530291,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,5.8,10.2
,,20878,12,,OH,1,27960,2007,1,2002,,6,,,,,2010,30230,,40,,4,5,30208.5,21.5,21.5,0.071172021,0.071172021,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,5.8,10.2
,,20878,12,,OH,1,39090,2007,1,2002,,6,,,,,2010,38370,,40,,4,5,40572,-2202,2202,-5.427388347,5.427388347,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,5.8,10.2
,,,11,,OH,1,38760,2007,1,2003,,6,,,,,2009,41610,,40,,1,4,39744,1866,1866,4.695048309,4.695048309,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.2,5.8,10.3
,,,11,,OH,1,63940,2007,1,2003,,6,,,,,2009,66090,,40,,1,4,65306,784,784,1.200502251,1.200502251,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,6.3,10.3
,,,11,,OH,1,54300,2007,1,2003,,6,,,,,2009,57390,,40,,1,4,55588,1802,1802,3.241706843,3.241706843,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,6.3,10.3
,,25769,3,,OH,1,8750,2007,1,2003,,6,,,,,2009,6040,,40,,3,4,8930,-2890,2890,-32.36282195,32.36282195,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,6.3,10.3
,,25769,3,,OH,1,15300,2007,1,2003,,6,,,,,2009,11900,,40,,3,4,15508,-3608,3608,-23.2654114,23.2654114,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,6.3,10.3
,,25769,3,,OH,1,13600,2007,1,2003,,6,,,,,2009,11850,,40,,3,4,13778,-1928,1928,-13.99332269,13.99332269,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,6.3,10.3
,,25198,1,,OH,1,13480,2007,1,2004,,6,,,,,2009,10510,,40,,3,3,13978,-3468,3468,-24.81041637,24.81041637,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,6.3,10.3
,,76158,1,,OH,1,1560,2007,1,2004,,6,,,,,2009,1240,,40,,5,3,1607,-367,367,-22.83758556,22.83758556,Major Collector,Unknown Methodology,Unknown Area Type,10.3,6.3,10.3
,,25768,2,,OH,1,24190,2007,1,2004,,6,,,,,2010,22630,,40,,3,3,25241.5,-2611.5,2611.5,-10.34605709,10.34605709,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,6.3,10.2
,,25768,2,,OH,1,29330,2007,1,2004,,6,,,,,2010,20100,,40,,3,3,29939,-9839,9839,-32.86348909,32.86348909,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,25768,2,,OH,1,23590,2007,1,2004,,6,,,,,2010,14220,,40,,3,3,24284.5,-10064.5,10064.5,-41.44413103,41.44413103,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,76565,1,,OH,1,24860,2007,1,2004,,6,,,,,2010,19410,,40,,3,3,25338.5,-5928.5,5928.5,-23.39720189,23.39720189,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,76565,1,,OH,1,18960,2007,1,2004,,6,,,,,2010,18220,,40,,3,3,19228.5,-1008.5,1008.5,-5.244818889,5.244818889,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,6.3,10.2
,,76009,1,,OH,1,3970,2007,1,2005,,6,,,,,2009,3310,,40,,5,2,4088.18,-778.18,778.18,-19.03487616,19.03487616,Major Collector,Unknown Methodology,Unknown Area Type,10.2,6.3,10.3
,,75253,1,,OH,1,15320,2007,1,2005,,6,,,,,2009,22300,,40,,1,2,15750,6550,6550,41.58730159,41.58730159,Interstate or Limited Access Facility,Unknown Methodology,Unknown Area Type,10.3,5.9,10.3
,,24247,3,,OH,1,27780,2007,1,2005,,6,,,,,2011,10250,,40,,3,2,28802,-18552,18552,-64.4121936,64.4121936,Principle Arterial,Unknown Methodology,Unknown Area Type,10.3,5.9,8.9
,,24247,3,,OH,1,28890,2007,1,2005,,6,,,,,2011,10250,,40,,3,2,29912,-19662,19662,-65.73281626,65.73281626,Principle Arterial,Unknown Methodology,Unknown Area Type,8.9,5.9,8.9
,,77198,3,,OH,1,22860,2007,1,2005,,6,,,,,2010,16040,,40,,3,2,23961,-7921,7921,-33.05788573,33.05788573,Principle Arterial,Unknown Methodology,Unknown Area Type,8.9,5.9,10.2
,,77198,3,,OH,1,18630,2007,1,2005,,6,,,,,2010,16510,,40,,3,2,19300.5,-2790.5,2790.5,-14.45817466,14.45817466,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,5.9,10.2
,,77198,3,,OH,1,26360,2007,1,2005,,6,,,,,2010,12630,,40,,3,2,27308,-14678,14678,-53.7498169,53.7498169,Principle Arterial,Unknown Methodology,Unknown Area Type,10.2,5.9,10.2
,,21250,12,,OH,1,10798,2007,1,2005,,6,,,,,2010,10900,,40,,4,2,11099.65,-199.65,199.65,-1.798705365,1.798705365,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,5.9,10.2
,,14821,3,,OH,1,27650,2007,1,2005,,6,,,,,2010,29920,,40,,4,2,27983,1937,1937,6.922059822,6.922059822,Minor Arterial,Unknown Methodology,Unknown Area Type,10.2,5.9,10.2
